Unit_ID,X,LRR,var.LRR,scale,col,Study,ID.case,system,pr.st
544,4.145719188,-0.098039844,0.098810771,1.353638224,darkblue,HLH634,544,freshwater,1.331298788
545,4.145719188,-0.001615762,0.037308203,1.409915297,darkblue,HLH634,545,freshwater,1.331298788
546,4.145719188,-1.080686782,0.796713908,1.233035232,darkblue,HLH634,546,freshwater,1.331298788
547,4.145719188,-0.068840596,0.090777652,1.358537568,darkblue,HLH634,547,freshwater,1.331298788
622,5.40789035,3.784189634,0.061769972,1.380782519,darkblue,HLH700,622,freshwater,2.190317596
623,5.522041957,2.708050201,0.024948148,1.433166647,darkblue,HLH701,623,freshwater,2.268007834
633,1.785813955,0.837548995,0.065059727,1.377784423,darkcyan,JES001,633,marine,-0.274824883
634,1.785813955,0.837395253,0.015427772,1.460937335,darkcyan,JES001,634,marine,-0.274824883
635,1.785813955,1.39574325,0.073983328,1.370357762,darkcyan,JES001,635,marine,-0.274824883
636,1.785813955,0.452927663,0.031368101,1.419935557,darkcyan,JES001,636,marine,-0.274824883
638,1.785813955,1.410441792,0.134333129,1.335893137,darkcyan,JES002,638,marine,-0.274824883
639,1.785813955,1.141604678,0.03166726,1.419387121,darkcyan,JES002,639,marine,-0.274824883
640,1.785813955,-0.233503586,0.004574486,1.5311787,darkcyan,JES002,640,marine,-0.274824883
641,1.785813955,0.895180114,0.047372186,1.396116224,darkcyan,JES002,641,marine,-0.274824883
642,1.785813955,2.465646044,0.342706565,1.281779427,darkcyan,JES002,642,marine,-0.274824883
643,2.040336908,0.99852883,0.460603566,1.264696091,darkcyan,JES003,643,marine,-0.101599563
644,2.040336908,-0.087911872,0.04170893,1.40347274,darkcyan,JES003,644,marine,-0.101599563
645,2.040336908,0.542040643,1.600349528,1.19273493,darkcyan,JES003,645,marine,-0.101599563
646,2.040336908,-0.14999267,0.03160797,1.419495402,darkcyan,JES003,646,marine,-0.101599563
648,1.601069663,-0.025975486,0.053164401,1.389451116,darkcyan,JES004,648,marine,-0.40055967
649,1.601069663,0.230016431,0.184389928,1.317592568,darkcyan,JES004,649,marine,-0.40055967
650,1.601069663,0.39834764,0.054392965,1.388131092,darkcyan,JES004,650,marine,-0.40055967
651,1.601069663,-0.831297519,0.252697522,1.299383834,darkcyan,JES004,651,marine,-0.40055967
652,1.601069663,-1.36192577,0.224748602,1.30615624,darkcyan,JES004,652,marine,-0.40055967
