Unit_ID,X,LRR,var.LRR,col,scale,pr.st,Study
1,-0.916290732,-0.430782916,1,darkgreen,1,-0.037614287,1
2,-0.982078472,-0.967584026,1,darkgreen,1,-0.045546207,2
3,3.912023005,0.254642218,1,darkgreen,1,0.544527603,3
4,0.693147181,-0.287682072,1,darkgreen,1,0.15643301,4
5,-1.098612289,-0.371063681,1,darkgreen,1,-0.059596499,5
6,-3.688879454,0.357674444,1,darkgreen,1,-0.371900775,6
7,2.525728644,-0.287682072,1,darkgreen,1,0.377384359,7
8,3.912023005,-1.386294361,1,darkgreen,1,0.544527603,8
9,4.605170186,0.058268908,1,darkgreen,1,0.628099225,9
10,4.605170186,-0.415515444,1,darkgreen,1,0.628099225,10
11,4.605170186,-0.248461359,1,darkgreen,1,0.628099225,11
12,-0.693147181,-0.94160854,1,darkgreen,1,-0.010710234,12
13,4.605170186,0.076961041,1,darkgreen,1,0.628099225,13
14,0.040821995,-0.527632742,1,darkgreen,1,0.077783229,14
15,-1.945910149,-0.967584026,1,darkgreen,1,-0.161753816,15
16,0,-0.174353387,1,darkgreen,1,0.072861388,16
17,1.771956842,-0.020202707,1,darkgreen,1,0.286503326,17
18,-1.504077397,-0.494296322,1,darkgreen,1,-0.108482764,18
19,-2.564949357,-0.820980552,1,darkgreen,1,-0.236390361,19
20,4.605170186,-3.218875825,1,darkgreen,1,0.628099225,20
21,0,-0.994252273,1,darkgreen,1,0.072861388,21
22,0,-1.171182982,1,darkgreen,1,0.072861388,22
23,4.605170186,-3.218875825,1,darkgreen,1,0.628099225,23
24,3.912023005,0.405465108,1,darkgreen,1,0.544527603,24
25,0.693147181,-1.386294361,1,darkgreen,1,0.15643301,25
26,-0.604315967,-0.673344553,1,darkgreen,1,0,26
27,-1.609437912,-0.84397007,1,darkgreen,1,-0.121185909,27
28,-0.076961041,-1.660731207,1,darkgreen,1,0.063582321,28
29,-1.153731588,-0.328504067,1,darkgreen,1,-0.066242143,29
30,-1.945910149,-0.994252273,1,darkgreen,1,-0.161753816,30
31,-2.079441542,-0.544727175,1,darkgreen,1,-0.177853478,31
32,-1.252762968,0.067658648,1,darkgreen,1,-0.078182194,32
33,-1.252762968,0.122217633,1,darkgreen,1,-0.078182194,33
34,-1.386294361,-0.400477567,1,darkgreen,1,-0.094281856,34
35,-1.386294361,-0.356674944,1,darkgreen,1,-0.094281856,35
36,-1.791759469,-0.755022584,1,darkgreen,1,-0.143168121,36
37,-1.098612289,-0.46203546,1,darkgreen,1,-0.059596499,37
38,-2.708050201,-0.186329578,1,darkgreen,1,-0.253643796,38
39,-1.252762968,0.173953307,1,darkgreen,1,-0.078182194,39
40,-0.693147181,0.019802627,1,darkgreen,1,-0.010710234,40
41,-0.693147181,-0.673344553,1,darkgreen,1,-0.010710234,41
42,-2.079441542,-0.446287103,1,darkgreen,1,-0.177853478,42
43,-1.504077397,-0.127833372,1,darkgreen,1,-0.108482764,43
44,-1.504077397,-0.116533816,1,darkgreen,1,-0.108482764,44
45,-2.302585093,-0.261364764,1,darkgreen,1,-0.204757531,45
46,-0.693147181,-0.198450939,1,darkgreen,1,-0.010710234,46
47,0,0.270027137,1,darkgreen,1,0.072861388,47
48,-2.079441542,-0.342490309,1,darkgreen,1,-0.177853478,48
49,-0.405465108,-0.061875404,1,darkgreen,1,0.023975123,49
50,-1.504077397,-0.371063681,1,darkgreen,1,-0.108482764,50
51,-0.916290732,-0.314710745,1,darkgreen,1,-0.037614287,51
52,-1.609437912,0.444685821,1,darkgreen,1,-0.121185909,52
53,-2.079441542,-0.415515444,1,darkgreen,1,-0.177853478,53
54,0,-0.010050336,1,darkgreen,1,0.072861388,54
55,-1.098612289,-0.314710745,1,darkgreen,1,-0.059596499,55
56,0,-0.46203546,1,darkgreen,1,0.072861388,56
57,1.771956842,-0.030459207,1,darkgreen,1,0.286503326,57
58,1.771956842,-0.223143551,1,darkgreen,1,0.286503326,58
59,0.693147181,-0.198450939,1,darkgreen,1,0.15643301,59
60,-3.17805383,0.19062036,1,darkgreen,1,-0.310311365,60
61,-1.166270937,-0.127833372,1,darkgreen,1,-0.067753992,61
62,1.386294361,-0.030459207,1,darkgreen,1,0.240004632,62
63,1.108662625,0.113328685,1,darkgreen,1,0.206531027,63
64,-2.079441542,0.09531018,1,darkgreen,1,-0.177853478,64
65,0.040821995,-0.616186139,1,darkgreen,1,0.077783229,65
66,4.605170186,-1.427116356,1,darkgreen,1,0.628099225,66
67,1.386294361,0.039220713,1,darkgreen,1,0.240004632,67
68,1.46967597,-0.867500568,1,darkgreen,1,0.250057816,77
69,3.912023005,-0.116533816,1,darkgreen,1,0.544527603,80
70,0.693147181,0,1,darkgreen,1,0.15643301,91
71,0.287682072,0.019802627,1,darkgreen,1,0.107546745,97
72,3.912023005,-0.261364764,1,darkgreen,1,0.544527603,105
73,0.693147181,0,1,darkgreen,1,0.15643301,111
