Unit_ID,X.1,X,LRR,var.LRR,scale,col,row.ID,Study,dist.inv,pr.st
1,1,-2.379546134,-0.633859466,0.012147603,1.725520496,darkgreen,26,2,-2.708050201,-0.906465103
2,2,-2.379546134,-0.326007515,0.01889707,1.690976516,darkgreen,27,2,-2.708050201,-0.906465103
3,12,-1.609437912,-1.578185369,0.057698882,1.603714161,darkgreen,228,9,NA,-0.289278585
4,13,-1.609437912,-0.505548567,0.016660511,1.700823989,darkgreen,237,9,NA,-0.289278585
5,16,0.182321557,-0.964804492,0.022628091,1.676890377,darkgreen,248,10,-0.916290732,1.146688148
6,19,0.182321557,-1.238374231,0.044688054,1.623690573,darkgreen,251,10,-0.916290732,1.146688148
7,20,0.182321557,-0.848137844,0.017392397,1.697463065,darkgreen,252,10,-0.916290732,1.146688148
8,21,0.182321557,-0.827074378,0.05153939,1.612539551,darkgreen,253,10,-0.916290732,1.146688148
9,22,0.182321557,0.441198033,0.037205599,1.638016068,darkgreen,254,10,-0.916290732,1.146688148
10,23,0.182321557,3.047025568,0.399728293,1.452401015,darkgreen,255,10,-0.916290732,1.146688148
11,24,0.182321557,-2.614718472,0.638370743,1.415804206,darkgreen,256,10,-0.916290732,1.146688148
12,25,0.182321557,-2.032361192,0.240966466,1.49196797,darkgreen,257,10,-0.916290732,1.146688148
13,26,0.182321557,-1.50528571,0.095852753,1.564033999,darkgreen,258,10,-0.916290732,1.146688148
14,27,0.182321557,-0.93556418,0.121470647,1.545517298,darkgreen,259,10,-0.916290732,1.146688148
15,28,0.182321557,-0.821663013,0.036353369,1.639827589,darkgreen,260,10,-0.916290732,1.146688148
16,29,0.182321557,-0.353591413,0.096348541,1.563630684,darkgreen,261,10,-0.916290732,1.146688148
17,30,0.182321557,-0.238228188,0.077317689,1.580833251,darkgreen,262,10,-0.916290732,1.146688148
18,31,0.182321557,-0.205446904,0.052677839,1.610831526,darkgreen,263,10,-0.916290732,1.146688148
19,32,0.182321557,0.509689653,0.052237586,1.611487624,darkgreen,264,10,-0.916290732,1.146688148
20,33,0.182321557,1.162968794,0.266911443,1.483973769,darkgreen,265,10,-0.916290732,1.146688148
21,34,-1.386294361,0.763993586,0.378707777,1.456624091,darkgreen,268,11,-0.182321557,-0.11044503
22,35,-1.386294361,-0.155352324,0.321636938,1.469393459,darkgreen,269,11,-0.182321557,-0.11044503
23,36,-1.386294361,-2.316474205,2.089514238,1.323105752,darkgreen,270,11,-0.182321557,-0.11044503
24,37,-1.386294361,2.916414662,0.464161374,1.440717844,darkgreen,271,11,-0.182321557,-0.11044503
25,38,-1.386294361,1.824957093,0.132606615,1.538660153,darkgreen,272,11,-0.182321557,-0.11044503
26,39,-1.386294361,-0.049415158,0.321443447,1.469440502,darkgreen,273,11,-0.182321557,-0.11044503
27,40,-1.386294361,-0.201201852,0.203097571,1.505333802,darkgreen,274,11,-0.182321557,-0.11044503
28,41,-1.386294361,-2.488268128,0.424025195,1.447788025,darkgreen,275,11,-0.182321557,-0.11044503
29,42,-1.386294361,1.163470597,0.106572031,1.555746735,darkgreen,276,11,-0.182321557,-0.11044503
30,43,-1.386294361,4.103122926,0.251782161,1.48853554,darkgreen,277,11,-0.182321557,-0.11044503
31,44,-1.386294361,0.595983432,0.155100762,1.526410926,darkgreen,278,11,-0.182321557,-0.11044503
32,45,-1.386294361,-0.075985907,0.017363795,1.697591731,darkgreen,279,11,-0.182321557,-0.11044503
33,46,-2.63905733,0.942496861,0.136665826,1.536303012,darkgreen,299,11,-0.182321557,-1.114444718
34,47,-2.63905733,-0.380620976,0.213668827,1.501367097,darkgreen,300,11,-0.182321557,-1.114444718
35,49,-2.63905733,-0.158545675,0.326969315,1.468108017,darkgreen,302,11,-0.182321557,-1.114444718
36,50,-2.63905733,0.770690412,0.440992165,1.444720854,darkgreen,303,11,-0.182321557,-1.114444718
37,51,-2.63905733,1.010311965,0.273375559,1.482103051,darkgreen,304,11,-0.182321557,-1.114444718
38,52,-2.63905733,1.265651208,0.076959539,1.581196218,darkgreen,305,11,-0.182321557,-1.114444718
39,53,-2.63905733,0.816848315,0.393605848,1.453607662,darkgreen,306,11,-0.182321557,-1.114444718
40,54,-2.63905733,0.767047382,0.112172828,1.55174259,darkgreen,307,11,-0.182321557,-1.114444718
41,55,-2.63905733,1.59973747,0.129805199,1.540329373,darkgreen,308,11,-0.182321557,-1.114444718
42,56,-2.63905733,-0.201201852,0.203097571,1.505333802,darkgreen,309,11,-0.182321557,-1.114444718
43,57,-2.63905733,0.276833588,0.063439053,1.596299814,darkgreen,310,11,-0.182321557,-1.114444718
44,58,-2.63905733,1.239821203,0.051362312,1.612808608,darkgreen,311,11,-0.182321557,-1.114444718
45,59,-2.63905733,3.51065822,0.086288535,1.572251572,darkgreen,312,11,-0.182321557,-1.114444718
46,60,-2.63905733,0.761728445,0.039291771,1.633751117,darkgreen,313,11,-0.182321557,-1.114444718
47,61,-2.63905733,-0.018462063,0.012803272,1.72141087,darkgreen,314,11,-0.182321557,-1.114444718
48,261,-2.708050201,-0.392660836,0.00092176,1.927105025,darkgreen,731,29,NA,-1.169737557
49,264,-2.708050201,-0.125600397,0.000545483,1.968117112,darkgreen,734,29,NA,-1.169737557
50,267,-2.708050201,0.769133088,0.001377026,1.895725538,darkgreen,737,29,NA,-1.169737557
51,268,-2.708050201,0.451525881,0.000944239,1.925221416,darkgreen,738,29,NA,-1.169737557
52,269,-2.708050201,-0.806244679,0.001763158,1.876401957,darkgreen,739,29,NA,-1.169737557
53,270,-2.708050201,0.616919815,0.000362795,2,darkgreen,740,29,NA,-1.169737557
54,319,-1.609437912,0.31449333,0.016305556,1.70250754,darkgreen,869,39,-1.609437912,-0.289278585
55,321,-1.609437912,-0.466006289,0.008229567,1.755962071,darkgreen,873,40,NA,-0.289278585
56,322,-1.609437912,-0.435995644,0.016340575,1.702339821,darkgreen,874,40,NA,-0.289278585
57,369,0,-0.61694672,0.016815623,1.700099528,darkgreen,999,52,-0.693147181,1.000570494
58,370,-1.609437912,-0.687299211,0.014447196,1.711967256,darkgreen,1000,52,-0.693147181,-0.289278585
59,371,-2.302585093,-0.548678749,0.011118537,1.732440481,darkgreen,1001,52,-0.693147181,-0.844786347
60,372,-3.218875825,-0.402536848,0.00976596,1.742580742,darkgreen,1002,52,-0.693147181,-1.579127665
61,373,0,-2.640544319,0.047580585,1.618787491,darkgreen,1003,52,-0.693147181,1.000570494
62,374,-1.609437912,-0.84878485,0.018527851,1.692519072,darkgreen,1004,52,-0.693147181,-0.289278585
63,375,-2.302585093,-0.571574077,0.012277807,1.724687024,darkgreen,1005,52,-0.693147181,-0.844786347
64,376,-3.218875825,-0.404722442,0.009744496,1.74275275,darkgreen,1006,52,-0.693147181,-1.579127665
65,377,-4.605170186,-0.025242617,0.008843756,1.750335103,darkgreen,1015,52,-0.693147181,-2.690143189
66,378,-4.605170186,-0.048715873,0.00964596,1.743547287,darkgreen,1016,52,-0.693147181,-2.690143189
67,379,0.287682072,0.098117856,3.181837288,1.290230661,darkgreen,1094,58,NA,1.231127046
68,381,0.287682072,0.09468518,0.073677483,1.584603325,darkgreen,1096,58,NA,1.231127046
69,388,0.182321557,-0.592762063,0.075730363,1.5824549,darkgreen,1117,60,NA,1.146688148
70,491,0,0.141728158,0.024820476,1.669660915,darkgreen,1495,85,NA,1.000570494
71,492,-1.945910149,-0.08141539,0.063965884,1.595653282,darkgreen,1496,85,NA,-0.558936956
72,493,-1.386294361,-0.21217452,0.0473754,1.619125343,darkgreen,1499,86,1.203972804,-0.11044503
73,494,-1.945910149,0.132267969,0.034437056,1.644061104,darkgreen,1500,86,1.203972804,-0.558936956
74,495,-2.995732274,-0.405465108,0.031288889,1.651555838,darkgreen,1501,86,1.203972804,-1.400294109
75,496,0,-2.007785553,0.221077395,1.498702427,darkgreen,1505,87,-0.916290732,1.000570494
76,497,0,-0.223143551,0.090277781,1.568718441,darkgreen,1506,87,-0.916290732,1.000570494
77,498,0,-0.793230639,0.03400104,1.645057227,darkgreen,1507,87,-0.916290732,1.000570494
78,499,0,-0.348306694,0.09364186,1.565858287,darkgreen,1508,87,-0.916290732,1.000570494
79,500,0,-2.600419537,0.727902582,1.405543775,darkgreen,1509,87,-0.916290732,1.000570494
80,501,0,-0.937124819,0.123636296,1.544135812,darkgreen,1510,87,-0.916290732,1.000570494
81,510,-2.564949357,-0.595383012,0.019799375,1.687330121,darkgreen,1531,89,-1.945910149,-1.055052492
82,647,-1.098612289,0.018547672,0.028558133,1.658694963,darkgreen,1715,101,-1.098612289,0.120111522
83,648,-1.098612289,0.069304835,0.016208141,1.702975986,darkgreen,1716,101,-1.902107526,0.120111522
84,759,-2.48490665,-0.40580623,0.039756761,1.632831392,darkgreen,1994,123,-0.832909123,-0.990904001
85,793,-0.287682072,0.223143551,6.215922223,1.237879756,darkgreen,2035,128,-2.833213344,0.770013942
86,794,-0.287682072,-0.087011377,3.175757943,1.29038017,darkgreen,2036,128,-2.833213344,0.770013942
87,795,-0.287682072,-0.196710294,10.22824518,1.198945115,darkgreen,2037,128,-2.833213344,0.770013942
88,796,-0.287682072,0.149531734,12.00549969,1.186420412,darkgreen,2038,128,-2.833213344,0.770013942
89,797,-0.287682072,0.236388778,30.79037078,1.112791445,darkgreen,2039,128,-2.833213344,0.770013942
90,798,-0.287682072,-0.322083499,18.30597037,1.153440939,darkgreen,2040,128,-2.833213344,0.770013942
91,799,-0.287682072,0.820980552,1.455794957,1.351356919,darkgreen,2041,128,-2.833213344,0.770013942
92,800,-0.287682072,0.094362761,7.82923044,1.219840658,darkgreen,2042,128,-2.833213344,0.770013942
93,801,-0.287682072,0.324423898,5.924735784,1.24163048,darkgreen,2043,128,-2.833213344,0.770013942
94,802,-0.287682072,0.466730304,5.185110849,1.252054835,darkgreen,2044,128,-2.833213344,0.770013942
95,803,-0.287682072,0.12323264,0.063445035,1.596292444,darkgreen,2045,128,-2.833213344,0.770013942
96,804,-0.287682072,0.054067221,0.293142429,1.476645429,darkgreen,2046,128,-2.833213344,0.770013942
