Unit_ID,X.1,X,LRR,var.LRR,scale,col,row.ID,Study,dist.inv,pr.st
58,978,-1.609437912,-0.27029033,0.029762594,1.374826348,darkgreen,669,25,NA,0.316129607
59,979,-2.48490665,-0.30538165,0.033910434,1.364866556,darkgreen,670,25,NA,-0.402978641
60,980,0,-0.049368366,0.00916947,1.464704126,darkgreen,671,25,NA,1.63811865
61,981,-1.609437912,0.010064787,0.009251293,1.464025962,darkgreen,672,25,NA,0.316129607
62,982,-2.48490665,-0.171398769,0.014332871,1.430605964,darkgreen,673,25,NA,-0.402978641
63,983,0,-0.144249609,0.008953626,1.466522561,darkgreen,674,25,NA,1.63811865
64,984,-1.609437912,-0.030305349,0.008485929,1.470618012,darkgreen,675,25,NA,0.316129607
65,985,-2.48490665,-1.113650166,0.183981796,1.235771023,darkgreen,676,25,NA,-0.402978641
66,992,-2.995732274,-0.550046337,0.010361604,1.455373573,darkgreen,770,32,NA,-0.822569774
67,993,-2.995732274,-0.17052698,0.003055478,1.548594788,darkgreen,771,32,NA,-0.822569774
68,994,-2.995732274,0.163325056,0.06075491,1.320352202,darkgreen,772,32,NA,-0.822569774
69,995,-1.609437912,-0.253876725,0.000368881,1.709989016,darkgreen,796,33,NA,0.316129607
70,996,-2.708050201,-0.150673625,0.000327401,1.719095096,darkgreen,797,33,NA,-0.586268302
71,997,-3.401197382,-0.058872165,0.000321856,1.720399202,darkgreen,798,33,NA,-1.155617993
72,998,-1.098612289,1.993486689,0.958738807,1.109754353,darkgreen,802,34,NA,0.73572074
73,999,-1.098612289,1.872222433,0.893912077,1.115098842,darkgreen,803,34,NA,0.73572074
74,1000,-1.098612289,1.662926597,0.851528521,1.118806895,darkgreen,804,34,NA,0.73572074
75,1001,-1.098612289,0.078414611,0.060604669,1.32054121,darkgreen,805,34,NA,0.73572074
76,1002,-1.098612289,-0.01342302,0.09276047,1.288048229,darkgreen,806,34,NA,0.73572074
77,1003,-1.098612289,1.36129935,0.557886914,1.151088275,darkgreen,807,34,NA,0.73572074
78,1004,-1.098612289,1.296848298,0.555087272,1.151472324,darkgreen,808,34,NA,0.73572074
79,1005,-1.098612289,1.16691073,0.568173199,1.149693586,darkgreen,809,34,NA,0.73572074
80,1006,-1.098612289,-0.608840074,0.247116625,1.213249641,darkgreen,810,34,NA,0.73572074
81,1011,-3.555348061,-2.898391047,0.059889512,1.321447379,darkgreen,842,36,0.693147181,-1.282237049
82,1016,-1.609437912,0.187462956,0.313136765,1.195174459,darkgreen,872,39,-1.609437912,0.316129607
83,1017,-1.386294361,-1.775077892,0.030559316,1.372809721,darkgreen,1019,53,NA,0.499419269
84,1018,-2.564949357,-0.535737944,0.024328315,1.390216877,darkgreen,1020,53,NA,-0.468725559
85,1019,-3.218875825,-0.262967007,0.08109908,1.298304101,darkgreen,1021,53,NA,-1.005859435
86,1020,-3.610917913,-0.319395676,0.024516731,1.389627943,darkgreen,1022,53,NA,-1.327882012
87,1021,-3.951243719,-0.122722405,0.019477684,1.407192178,darkgreen,1023,53,NA,-1.60742494
88,1022,-4.343805422,-0.07181238,0.025752617,1.385873624,darkgreen,1024,53,NA,-1.929874328
89,1023,-3.401197382,0.047557981,0.021949147,1.398072976,darkgreen,1025,53,NA,-1.155617993
90,1024,-1.386294361,-0.399517218,0.022687045,1.395548815,darkgreen,1026,53,NA,0.499419269
91,1025,-2.564949357,0.442197927,0.014167888,1.431489769,darkgreen,1027,53,NA,-0.468725559
92,1026,-3.218875825,0.758685646,0.006437093,1.491712546,darkgreen,1028,53,NA,-1.005859435
93,1027,-3.610917913,0.854281822,0.037577369,1.357028273,darkgreen,1029,53,NA,-1.327882012
94,1028,-3.951243719,0.491566202,0.039206162,1.353789123,darkgreen,1030,53,NA,-1.60742494
95,1029,-4.343805422,0.287830275,0.058699517,1.322979466,darkgreen,1031,53,NA,-1.929874328
96,1030,-3.401197382,0.418894935,0.016143604,1.421524209,darkgreen,1032,53,NA,-1.155617993
97,1086,-3.17805383,-0.034923601,0.000198746,1.757199627,darkgreen,1465,80,NA,-0.972328331
98,1087,-3.17805383,0.150057248,0.113461975,1.272670241,darkgreen,1466,80,NA,-0.972328331
99,1095,0,-0.13148682,0.031396284,1.370747085,darkgreen,1480,82,NA,1.63811865
100,1096,-1.609437912,-0.154628349,0.037330981,1.357530453,darkgreen,1481,82,NA,0.316129607
101,1097,-1.609437912,-0.317737655,0.016748946,1.418714116,darkgreen,1482,82,NA,0.316129607
102,1098,-1.609437912,-0.11527901,0.055344828,1.3274718,darkgreen,1483,82,NA,0.316129607
103,1103,-3.401197382,-0.021323217,1.94E-05,1.934754473,darkgreen,1491,83,-1.098612289,-1.155617993
104,1104,-3.401197382,0.082684239,0.006471582,1.491304628,darkgreen,1492,83,-1.098612289,-1.155617993
105,1105,-2.564949357,-0.73511138,0.061439869,1.319496377,darkgreen,1545,89,-1.945910149,-0.468725559
106,1106,-2.564949357,-1.189584067,0.020408163,1.403629839,darkgreen,1548,89,-1.945910149,-0.468725559
107,1108,-2.564949357,-1.648658626,0.539940828,1.153584263,darkgreen,1550,89,-1.945910149,-0.468725559
108,1109,-2.564949357,-0.798507696,0.022345679,1.396706176,darkgreen,1551,89,-1.945910149,-0.468725559
109,1116,-4.007333185,-0.196987972,0.03129451,1.370994941,darkgreen,1726,104,1.386294361,-1.653496714
110,1117,-4.007333185,-0.106106506,0.009621448,1.461031128,darkgreen,1727,104,1.386294361,-1.653496714
111,1123,0,-0.520276373,0.044797355,1.343612167,darkgreen,1784,115,NA,1.63811865
112,1124,0,-0.09763847,8.26E-06,2,darkgreen,1785,115,NA,1.63811865
113,1125,0,-0.25090434,0.002420447,1.566380221,darkgreen,1786,115,NA,1.63811865
114,1126,0,-0.169058763,0.015404282,1.425102792,darkgreen,1787,115,NA,1.63811865
115,1127,0,-0.085395084,0.005384157,1.505347685,darkgreen,1788,115,NA,1.63811865
116,1128,0,0,0.08,1.299345726,darkgreen,1882,120,-1.30833282,1.63811865
117,1129,0,-0.033522692,0.000436665,1.697111419,darkgreen,1883,120,-1.30833282,1.63811865
118,1130,0,0.115512887,0.011953146,1.444465892,darkgreen,1884,120,-1.30833282,1.63811865
119,1131,0,-1.609437912,0.7016,1.133591158,darkgreen,1885,120,-1.30833282,1.63811865
120,1132,0,-0.168983346,0.018363416,1.411689144,darkgreen,1886,120,-1.30833282,1.63811865
121,1133,0,0.287682072,0.053377778,1.330234358,darkgreen,1887,120,-1.30833282,1.63811865
122,1134,0,-0.012578782,0.000919148,1.64029489,darkgreen,1888,120,-1.30833282,1.63811865
123,1135,0,-0.100083459,0.005037657,1.510425632,darkgreen,1889,120,-1.30833282,1.63811865
124,1136,0,0.451985124,0.201931186,1.228664747,darkgreen,1890,120,-1.30833282,1.63811865
125,1138,0,-1.035242675,0.107770725,1.276598702,darkgreen,1892,120,-1.30833282,1.63811865
126,1139,0,-0.373323899,0.037642469,1.356896139,darkgreen,1893,120,-1.30833282,1.63811865
