Unit_ID,X,LRR,var.LRR,col,scale,pr.st,Study
102,0.633758117,1.60193381,0.128651946,darkblue,1.442105178,0.133774079,59
24,0.666666667,1.080912712,0.304420297,darkblue,1.340898384,0.166686556,125
96,0.773219116,1.099713434,0.07377262,darkblue,1.507452346,0.27325172,59
12,0.796812749,1.536039747,0.233443903,darkblue,1.372092111,0.296848168,28
55,0.796812749,0.155564108,0.03979633,darkblue,1.579977882,0.296848168,28
30,0.802532967,0.714300673,0.032072532,darkblue,1.605332466,0.302569069,105
70,0.810277532,0.15093737,0.373016616,darkblue,1.317019786,0.310314558,105
4,0.84,2.78,0.280347214,darkblue,1.350578485,0.340040573,57
20,0.84,1.158663417,0.019473682,darkblue,1.663959888,0.340040573,57
32,0.84,0.71,0.12182518,darkblue,1.448511967,0.340040573,57
68,0.84,0.08,0.629670091,darkblue,1.255497397,0.340040573,57
78,0.84,0.48,0.657849414,darkblue,1.250353029,0.340040573,57
106,0.84,2.07,0.201247554,darkblue,1.389530545,0.340040573,57
9,0.85,1.763588592,0.063057694,darkblue,1.525893277,0.350041766,63
11,0.85,1.694797761,1.025291458,darkblue,1.198209515,0.350041766,63
38,0.85,0.629095159,0.199203944,darkblue,1.390729872,0.350041766,63
84,0.85,0.625762551,0.040273343,darkblue,1.578577801,0.350041766,63
7,0.882352941,1.992430165,0.085795455,darkblue,1.48971165,0.382398568,73
10,0.882352941,1.742969305,0.675098982,darkblue,1.247311619,0.382398568,73
59,0.89,0.100168489,0.003955316,darkblue,1.851263071,0.39004654,66
61,0.92,0.075423762,0.123894214,darkblue,1.446533065,0.42005012,16
99,0.92,1.180396926,0.291321855,darkblue,1.346066321,0.42005012,16
73,0.931110713,0.292608905,0.2979273,darkblue,1.343431766,0.431162158,105
60,0.936088419,0.085522173,0.175059798,darkblue,1.405911682,0.436140458,105
87,0.95,0.727134089,0.00518941,darkblue,1.819353502,0.4500537,66
94,0.97,1.041638258,0.021683753,darkblue,1.651328189,0.470056086,66
3,0.98,3.663561646,0.044109139,darkblue,1.567887535,0.480057279,96
29,0.982814619,0.820466659,0.224454649,darkblue,1.376706307,0.482872234,105
45,0.98707739,0.397153764,0.037916952,darkblue,1.585662345,0.487135514,105
89,0.99,0.790962058,0.002703027,darkblue,1.895995797,0.490058473,3
5,1,2.240709689,0.262203863,darkblue,1.358440335,0.500059666,91
53,1,0.167557239,0.005106123,darkblue,1.821254684,0.500059666,42
67,1,0.055879152,0.005162277,darkblue,1.819969492,0.500059666,42
71,1,0.216990752,0.090964921,darkblue,1.482836684,0.500059666,42
75,1,0.380592577,0.484816719,darkblue,1.286216122,0.500059666,42
79,1,0.503085819,1.084476758,darkblue,1.191615059,0.500059666,42
86,1,0.656132,0.057978613,darkblue,1.535760853,0.500059666,42
