,Unit_ID,Entry,Study,Expt,Ygen,Yspec,Smax,Y.treatment,T.mean,T.sd,T.N,C.mean,C.sd,C.N,X,col,scale,Sys1,pr.st
372,372,481,74,146,SST,g aboveground plant biomass m-2,16,Y1,125.138,53.252,35,300.186,91.848,35,0.9375,darkgreen,1.035322023,T,1.117813703
389,389,485,74,146,SST,g aboveground plant biomass m-2,16,Y2,159.659,109.542,35,345.896,90.699,35,0.875,darkgreen,1.01777653,T,0.826361984
352,352,476,74,146,SST,g aboveground plant biomass m-2,16,Y1,85.784,57.17,30,182.041,122.161,35,0.9375,darkgreen,1.009713238,T,1.117813703
360,360,478,74,146,SST,g aboveground plant biomass m-2,16,Y1,139.644,90.15,35,281.45,95.042,35,0.9375,darkgreen,1.018074755,T,1.117813703
381,381,483,74,146,SST,g aboveground plant biomass m-2,16,Y2,200.94,128.403,35,386.489,135.161,35,0.875,darkgreen,1.018080225,T,0.826361984
390,390,485,74,146,SST,g aboveground plant biomass m-2,16,Y4,181.942,94.583,29,345.896,90.699,35,0.75,darkgreen,1.024440459,T,0.243458546
365,365,479,74,146,SST,g aboveground plant biomass m-2,16,Y2,152.772,89.809,35,285.878,119.835,35,0.875,darkgreen,1.018411804,T,0.826361984
377,377,482,74,146,SST,g aboveground plant biomass m-2,16,Y2,210.918,115.946,35,383.929,117.955,35,0.875,darkgreen,1.024335885,T,0.826361984
382,382,483,74,146,SST,g aboveground plant biomass m-2,16,Y4,215.097,145.078,29,386.489,135.161,35,0.75,darkgreen,1.014201413,T,0.243458546
385,385,484,74,146,SST,g aboveground plant biomass m-2,16,Y2,205.413,138.956,35,363.204,71.988,35,0.875,darkgreen,1.019336819,T,0.826361984
373,373,481,74,146,SST,g aboveground plant biomass m-2,16,Y2,173.507,98.067,35,300.186,91.848,35,0.875,darkgreen,1.023347335,T,0.826361984
369,369,480,74,146,SST,g aboveground plant biomass m-2,16,Y2,188.207,103.524,35,325.168,113.578,35,0.875,darkgreen,1.022704014,T,0.826361984
386,386,484,74,146,SST,g aboveground plant biomass m-2,16,Y4,217.532,109.82,29,363.204,71.988,35,0.75,darkgreen,1.027883708,T,0.243458546
378,378,482,74,146,SST,g aboveground plant biomass m-2,16,Y4,248.967,119.351,29,383.929,117.955,35,0.75,darkgreen,1.025990256,T,0.243458546
356,356,477,74,146,SST,g aboveground plant biomass m-2,16,Y1,136.663,87.34,35,210.204,104.587,35,0.9375,darkgreen,1.014543677,T,1.117813703
374,374,481,74,146,SST,g aboveground plant biomass m-2,16,Y4,201.524,111.8,29,300.186,91.848,35,0.75,darkgreen,1.02068947,T,0.243458546
370,370,480,74,146,SST,g aboveground plant biomass m-2,16,Y4,219.966,113.556,29,325.168,113.578,35,0.75,darkgreen,1.021708853,T,0.243458546
353,353,476,74,146,SST,g aboveground plant biomass m-2,16,Y2,124.319,113.214,35,182.041,122.161,35,0.875,darkgreen,1.007247638,T,0.826361984
366,366,479,74,146,SST,g aboveground plant biomass m-2,16,Y4,203.98,98.604,29,285.878,119.835,35,0.75,darkgreen,1.021027669,T,0.243458546
391,391,485,74,146,SST,g aboveground plant biomass m-2,16,Y8,255.409,101.257,30,345.896,90.699,35,0.5,darkgreen,1.038523985,T,-0.92234833
383,383,483,74,146,SST,g aboveground plant biomass m-2,16,Y8,292.399,119.722,30,386.489,135.161,35,0.5,darkgreen,1.030465982,T,-0.92234833
387,387,484,74,146,SST,g aboveground plant biomass m-2,16,Y8,277.843,125.286,30,363.204,71.988,35,0.5,darkgreen,1.035089589,T,-0.92234833
361,361,478,74,146,SST,g aboveground plant biomass m-2,16,Y2,223.14,152.362,35,281.45,95.042,35,0.875,darkgreen,1.016497507,T,0.826361984
371,371,480,74,146,SST,g aboveground plant biomass m-2,16,Y8,266.185,88.549,30,325.168,113.578,35,0.5,darkgreen,1.038681442,T,-0.92234833
375,375,481,74,146,SST,g aboveground plant biomass m-2,16,Y8,252.137,87.823,30,300.186,91.848,35,0.5,darkgreen,1.041333715,T,-0.92234833
357,357,477,74,146,SST,g aboveground plant biomass m-2,16,Y2,178.192,114.726,35,210.204,104.587,35,0.875,darkgreen,1.014406081,T,0.826361984
362,362,478,74,146,SST,g aboveground plant biomass m-2,16,Y4,242.758,135.08,29,281.45,95.042,35,0.75,darkgreen,1.019708847,T,0.243458546
367,367,479,74,146,SST,g aboveground plant biomass m-2,16,Y8,254.602,93.25,30,285.878,119.835,35,0.5,darkgreen,1.029133697,T,-0.92234833
354,354,476,74,146,SST,g aboveground plant biomass m-2,16,Y4,166.238,145.542,29,182.041,122.161,35,0.75,darkgreen,1.006713287,T,0.243458546
379,379,482,74,146,SST,g aboveground plant biomass m-2,16,Y8,352.423,145.993,30,383.929,117.955,35,0.5,darkgreen,1.032908185,T,-0.92234833
355,355,476,74,146,SST,g aboveground plant biomass m-2,16,Y8,169.898,90.136,30,182.041,122.161,35,0.5,darkgreen,1.012184679,T,-0.92234833
358,358,477,74,146,SST,g aboveground plant biomass m-2,16,Y4,197.284,109.301,29,210.204,104.587,35,0.75,darkgreen,1.015463736,T,0.243458546
363,363,478,74,146,SST,g aboveground plant biomass m-2,16,Y8,301.63,109.892,30,281.45,95.042,35,0.5,darkgreen,1.036095558,T,-0.92234833
359,359,477,74,146,SST,g aboveground plant biomass m-2,16,Y8,243.424,121.059,30,210.204,104.587,35,0.5,darkgreen,1.017891568,T,-0.92234833
392,392,493,76,149,SST,g aboveground plant biomass m-2,8,Y1,135,33.553,7,270,120.541,20,0.875,darkgreen,1.014505596,T,0.826361984
394,394,493,76,149,SST,g aboveground plant biomass m-2,8,Y4,167.339,81.562,11,270,120.541,20,0.5,darkgreen,1.008463101,T,-0.92234833
393,393,493,76,149,SST,g aboveground plant biomass m-2,8,Y2,172.247,66.251,12,270,120.541,20,0.75,darkgreen,1.012158944,T,0.243458546
404,404,498,77,150,SST,g aboveground plant biomass m-2,8,Y1,122.45,96.035,48,265.833,57.645,6,0.875,darkgreen,1.013159914,T,0.826361984
401,401,497,77,150,SST,g aboveground plant biomass m-2,8,Y1,117.47,57.172,48,205.926,35.999,6,0.875,darkgreen,1.027552756,T,0.826361984
402,402,497,77,150,SST,g aboveground plant biomass m-2,8,Y2,149.713,55.869,24,205.926,35.999,6,0.75,darkgreen,1.025324776,T,0.243458546
405,405,498,77,150,SST,g aboveground plant biomass m-2,8,Y2,200.053,128.758,24,265.833,57.645,6,0.75,darkgreen,1.010753161,T,0.243458546
398,398,496,77,150,SST,g aboveground plant biomass m-2,8,Y1,212.78,58.243,48,261.866,21.705,6,0.875,darkgreen,1.103264863,T,0.826361984
403,403,497,77,150,SST,g aboveground plant biomass m-2,8,Y4,168.903,60.691,24,205.926,35.999,6,0.5,darkgreen,1.026364101,T,-0.92234833
399,399,496,77,150,SST,g aboveground plant biomass m-2,8,Y2,228.112,57.736,24,261.866,21.705,6,0.75,darkgreen,1.073135462,T,0.243458546
406,406,498,77,150,SST,g aboveground plant biomass m-2,8,Y4,233.219,120.003,24,265.833,57.645,6,0.5,darkgreen,1.014443547,T,-0.92234833
400,400,496,77,150,SST,g aboveground plant biomass m-2,8,Y4,241.535,41.588,24,261.866,21.705,6,0.5,darkgreen,1.117451272,T,-0.92234833
395,395,495,77,150,SST,g aboveground plant biomass m-2,8,Y1,282.33,119.814,48,302.2,54.165,6,0.875,darkgreen,1.030385689,T,0.826361984
396,396,495,77,150,SST,g aboveground plant biomass m-2,8,Y2,291.576,90.257,24,302.2,54.165,6,0.75,darkgreen,1.029592712,T,0.243458546
397,397,495,77,150,SST,g aboveground plant biomass m-2,8,Y4,297.159,77.888,24,302.2,54.165,6,0.5,darkgreen,1.033720994,T,-0.92234833
407,407,501,79,152,SST,g plant biomass experimental unit-1,9,Y1,97.4,71.218,9,171,NA,1,0.888888889,darkgreen,1.00099604,T,0.891129034
408,408,501,79,152,SST,g plant biomass experimental unit-1,9,Y3,129.767,63.481,6,171,NA,1,0.666666667,darkgreen,1.001152318,T,-0.145143744
409,409,504,80,153,SST,g algal biomass L-1,3,Y1,0.002,0.003,21,0.008,0.004,7,0.666666667,blue,1.001537425,A,-0.145143744
415,415,507,80,153,SST,g algal biomass L-1,3,Y1,0.081,0.047,21,0.187,0.04,7,0.666666667,blue,1.012005549,A,-0.145143744
411,411,505,80,153,SST,g algal biomass L-1,3,Y1,0.026,0.029,21,0.059,0.022,7,0.666666667,blue,1.003120318,A,-0.145143744
413,413,506,80,153,SST,g algal biomass L-1,3,Y1,0.058,0.041,21,0.128,0.019,7,0.666666667,blue,1.009987297,A,-0.145143744
410,410,504,80,153,SST,g algal biomass L-1,3,Y2,0.004,0.003,21,0.008,0.004,7,0.333333333,blue,1.004062678,A,-1.699552916
433,433,516,80,154,SST,g algal biomass L-1,3,Y1,0.081,0.047,21,0.141,0.033,7,0.666666667,blue,1.011333997,A,-0.145143744
431,431,515,80,154,SST,g algal biomass L-1,3,Y1,0.058,0.041,21,0.09,0.013,7,0.666666667,blue,1.010052276,A,-0.145143744
417,417,508,80,153,SST,g algal biomass L-1,3,Y1,0.12,0.074,21,0.185,0.023,7,0.666666667,blue,1.013383941,A,-0.145143744
416,416,507,80,153,SST,g algal biomass L-1,3,Y2,0.125,0.033,21,0.187,0.04,7,0.333333333,blue,1.02804379,A,-1.699552916
414,414,506,80,153,SST,g algal biomass L-1,3,Y2,0.091,0.039,21,0.128,0.019,7,0.333333333,blue,1.023163641,A,-1.699552916
412,412,505,80,153,SST,g algal biomass L-1,3,Y2,0.044,0.027,21,0.059,0.022,7,0.333333333,blue,1.006997393,A,-1.699552916
434,434,516,80,154,SST,g algal biomass L-1,3,Y2,0.116,0.045,21,0.141,0.033,7,0.333333333,blue,1.018289716,A,-1.699552916
435,435,517,80,154,SST,g algal biomass L-1,3,Y1,0.12,0.074,21,0.141,0.029,7,0.666666667,blue,1.011190958,A,-0.145143744
419,419,509,80,153,SST,g algal biomass L-1,3,Y1,0.166,0.123,21,0.194,0.03,7,0.666666667,blue,1.009065233,A,-0.145143744
418,418,508,80,153,SST,g algal biomass L-1,3,Y2,0.161,0.044,21,0.185,0.023,7,0.333333333,blue,1.04824631,A,-1.699552916
429,429,514,80,154,SST,g algal biomass L-1,3,Y1,0.026,0.029,21,0.029,0.013,7,0.666666667,blue,1.002763626,A,-0.145143744
420,420,509,80,153,SST,g algal biomass L-1,3,Y2,0.178,0.048,21,0.194,0.03,7,0.333333333,blue,1.040362086,A,-1.699552916
438,438,518,80,154,SST,g algal biomass L-1,3,Y2,0.162,0.076,21,0.171,0.039,7,0.333333333,blue,1.015238552,A,-1.699552916
430,430,514,80,154,SST,g algal biomass L-1,3,Y2,0.028,0.018,21,0.029,0.013,7,0.333333333,blue,1.005372125,A,-1.699552916
437,437,518,80,154,SST,g algal biomass L-1,3,Y1,0.166,0.123,21,0.171,0.039,7,0.666666667,blue,1.007930256,A,-0.145143744
436,436,517,80,154,SST,g algal biomass L-1,3,Y2,0.138,0.055,21,0.141,0.029,7,0.333333333,blue,1.020193823,A,-1.699552916
422,422,510,80,153,SST,g algal biomass L-1,3,Y2,0.222,0.108,21,0.222,0.028,7,0.333333333,blue,1.020292089,A,-1.699552916
427,427,513,80,154,SST,g algal biomass L-1,3,Y1,0.002,0.003,21,0.002,0.002,7,0.666666667,blue,1.000695674,A,-0.145143744
432,432,515,80,154,SST,g algal biomass L-1,3,Y2,0.09,0.032,21,0.09,0.013,7,0.333333333,blue,1.030747265,A,-1.699552916
424,424,511,80,153,SST,g algal biomass L-1,3,Y2,0.295,0.201,21,0.262,0.033,7,0.333333333,blue,1.011085267,A,-1.699552916
440,440,519,80,154,SST,g algal biomass L-1,3,Y2,0.233,0.14,21,0.199,0.05,7,0.333333333,blue,1.01027836,A,-1.699552916
426,426,512,80,153,SST,g algal biomass L-1,3,Y2,0.55,0.5,21,0.462,0.174,7,0.333333333,blue,1.004279683,A,-1.699552916
421,421,510,80,153,SST,g algal biomass L-1,3,Y1,0.31,0.243,21,0.222,0.028,7,0.666666667,blue,1.008471649,A,-0.145143744
428,428,513,80,154,SST,g algal biomass L-1,3,Y2,0.003,0.003,21,0.002,0.002,7,0.333333333,blue,1.001046404,A,-1.699552916
439,439,519,80,154,SST,g algal biomass L-1,3,Y1,0.31,0.243,21,0.199,0.05,7,0.666666667,blue,1.00690345,A,-0.145143744
442,442,520,80,154,SST,g algal biomass L-1,3,Y2,0.343,0.265,21,0.219,0.04,7,0.333333333,blue,1.008027274,A,-1.699552916
423,423,511,80,153,SST,g algal biomass L-1,3,Y1,0.44,0.408,21,0.262,0.033,7,0.666666667,blue,1.006066699,A,-0.145143744
425,425,512,80,153,SST,g algal biomass L-1,3,Y1,0.854,0.65,21,0.462,0.174,7,0.666666667,blue,1.005437184,A,-0.145143744
441,441,520,80,154,SST,g algal biomass L-1,3,Y1,0.44,0.408,21,0.219,0.04,7,0.666666667,blue,1.005711644,A,-0.145143744
444,444,521,80,154,SST,g algal biomass L-1,3,Y2,0.592,0.526,21,0.291,0.131,7,0.333333333,blue,1.003789864,A,-1.699552916
443,443,521,80,154,SST,g algal biomass L-1,3,Y1,0.854,0.65,21,0.291,0.131,7,0.666666667,blue,1.004536185,A,-0.145143744
446,446,524,82,157,SST,g aboveground plant biomass m-2,8,Y2,564.767,15.836,6,1082,318.864,6,0.75,darkgreen,1.018784038,T,0.243458546
445,445,524,82,157,SST,g aboveground plant biomass m-2,8,Y1,661.812,509.04,39,1082,318.864,6,0.875,darkgreen,1.009038445,T,0.826361984
449,449,525,82,157,SST,g aboveground plant biomass m-2,8,Y2,535.355,143.985,6,818.909,144.039,6,0.75,darkgreen,1.015874789,T,0.243458546
448,448,525,82,157,SST,g aboveground plant biomass m-2,8,Y1,541.067,95.467,39,818.909,144.039,6,0.875,darkgreen,1.046694256,T,0.826361984
447,447,524,82,157,SST,g aboveground plant biomass m-2,8,Y4,941.583,322.097,6,1082,318.864,6,0.5,darkgreen,1.007831214,T,-0.92234833
450,450,525,82,157,SST,g aboveground plant biomass m-2,8,Y4,861.373,143.985,6,818.909,144.039,6,0.5,darkgreen,1.028165711,T,-0.92234833
452,452,545,85,164,SST,g algal biomass L-1,5,Y1,1.836,0.679,15,2.803,0.107,5,0.8,blue,1.029392491,A,0.476619921
451,451,544,85,163,SST,g algal biomass L-1,5,Y1,2.199,1.142,15,2.934,0.439,5,0.8,blue,1.012067288,A,0.476619921
