Unit_ID,X.1,X,LRR,var.LRR,col,scale,pr.st,row,Study
38,102,2.1,0.09,0.001974022,darkgreen,1.166269172,-0.120689655,102,m14_2_Luo_2009
39,113,3.6,0.15,0.014923146,darkgreen,1.473969619,0.137931034,113,m14_2_Michelsen_1996
40,114,2.8,0.58,0.009487666,darkgreen,1.405074453,0,114,m14_2_Michelsen_1996
41,115,3.4,1.02,0.234192037,darkgreen,1.892771566,0.103448276,115,m14_2_Michelsen_1996
42,116,4.7,-0.33,0.473933649,darkgreen,2,0.327586207,116,m14_2_Michelsen_1996
43,119,4,-0.42,0.011203227,darkgreen,1.43035704,0.206896552,119,m14_2_Norby_2004
44,133,4,0.09,0.000661669,darkgreen,1,0.206896552,133,m14_2_Press_1998
45,134,5,0.31,0.031338139,darkgreen,1.58682571,0.379310345,134,m14_2_Richardson_2002
46,146,0.9,-0.01,0.010061374,darkgreen,1.414005183,-0.327586207,146,m14_2_Saleska_2002
47,151,1,0.41,0.119904077,darkgreen,1.790939569,-0.310344828,151,m14_2_Sardans_2008
48,152,1,0.06,0.115207373,darkgreen,1.784861388,-0.310344828,152,m14_2_Sardans_2008
49,165,0.9,0.53,0.012232416,darkgreen,1.443725899,-0.327586207,165,m14_2_Shaw_2002
50,175,1.4,0.01,0.03235199,darkgreen,1.591668942,-0.24137931,175,m14_2_Sjogersten_2008
51,176,1.4,0.33,0.045934773,darkgreen,1.644991702,-0.24137931,176,m14_2_Sjogersten_2008
52,177,1.6,-0.11,0.066445183,darkgreen,1.701144981,-0.206896552,177,m14_2_Sorensen_2008
53,188,2.9,-0.03,0.069589422,darkgreen,1.708177973,0.017241379,188,m14_2_Updegraff_2001
54,189,2.9,-0.17,0.084530854,darkgreen,1.737764575,0.017241379,189,m14_2_Updegraff_2001
55,190,2.9,0.13,0.194174757,darkgreen,1.864268181,0.017241379,190,m14_2_Updegraff_2001
56,191,2.9,0.17,0.106723586,darkgreen,1.773226022,0.017241379,191,m14_2_Updegraff_2001
57,192,3,0.41,0.011223345,darkgreen,1.43062995,0.034482759,192,m14_2_Usami_2001
58,193,5,0.38,0.010647359,darkgreen,1.422616022,0.379310345,193,m14_2_Usami_2001
59,195,3,-0.05,0.006666667,darkgreen,1.351397912,0.034482759,195,m14_2_Volder_2004
60,196,3,-0.15,0.004156621,darkgreen,1.279537058,0.034482759,196,m14_2_Volder_2007
61,198,1.7,0.05,0.003266373,darkgreen,1.242874387,-0.189655172,198,m14_2_Wan_2005
62,207,2.9,0.01,0.008670019,darkgreen,1.391365773,0.017241379,207,m14_2_Weltzin_2000
63,208,2.9,-0.05,0.00775314,darkgreen,1.374363629,0.017241379,208,m14_2_Weltzin_2000
64,209,2.9,0.23,0.008710043,darkgreen,1.39206636,0.017241379,209,m14_2_Weltzin_2000
65,210,2.9,0.23,0.006901311,darkgreen,1.356659723,0.017241379,210,m14_2_Weltzin_2000
66,214,1.79,-0.02,0.019790224,darkgreen,1.516907279,-0.174137931,214,m14_2_Xia_2009
67,215,2.2,0.3,0.023073373,darkgreen,1.540255299,-0.103448276,215,m14_2_Xu_2009
68,218,0.51,0.37,0.008630362,darkgreen,1.390668397,-0.394827586,218,m14_2_Yin_2008
69,219,0.51,0.25,0.002318196,darkgreen,1.190716185,-0.394827586,219,m14_2_Yin_2008
70,220,0.69,0.52,0.001033154,darkgreen,1.067782528,-0.363793103,220,m14_2_Yin_2008
71,221,0.69,0.04,0.002411382,darkgreen,1.196711086,-0.363793103,221,m14_2_Yin_2008
