Unit_ID,X.1,X,LRR,var.LRR,col,scale,Study,Sys1,pr.st
288,1035,0.9375,-0.977298992,0.035147452,darkgreen,1.007556384,m1_165,T,1.117813703
289,1036,0.75,-0.248890229,0.030741537,darkgreen,1.008700523,m1_165,T,0.243458546
290,1037,0.875,-0.534143817,0.012398868,darkgreen,1.02220312,m1_165,T,0.826361984
291,1063,0.84375,-0.045595925,0.011314262,darkgreen,1.024372453,m1_167,T,0.680636125
292,1064,0.625,0.042829634,0.067189737,darkgreen,1.003749329,m1_167,T,-0.339444892
293,1065,0.84375,-0.130755926,0.015705756,darkgreen,1.017438361,m1_167,T,0.680636125
294,1066,0.625,-0.282507417,0.037138485,darkgreen,1.007128404,m1_167,T,-0.339444892
295,1088,0.4,-0.102573505,0.009844743,darkgreen,1.028074202,m1_172,T,-1.388671081
296,1089,0.3,-0.075764921,0.005583424,darkgreen,1.049826314,m1_172,T,-1.854993831
297,1090,0.9,-0.43287203,0.039041927,darkgreen,1.006760066,m1_172,T,0.942942672
298,1091,0.5,-0.191977042,0.020419932,darkgreen,1.013314015,m1_172,T,-0.92234833
299,1092,0.1,0.02814275,0.014575706,darkgreen,1.01882343,m1_172,T,-2.787639332
300,1093,0.6,-0.069064733,0.013277634,darkgreen,1.020705392,m1_172,T,-0.45602558
301,1094,0.7,-0.038730466,0.031117526,darkgreen,1.008590241,m1_172,T,0.010297171
302,1095,0.2,-0.060913897,0.01112959,darkgreen,1.024783941,m1_172,T,-2.321316582
303,1096,0.8,-0.270477992,0.019535435,darkgreen,1.013936145,m1_172,T,0.476619921
304,1115,0.833333333,-0.102310548,0.046857845,darkgreen,1.005561316,m1_173,T,0.632060837
305,1116,0.5,-0.290426493,0.015942576,darkgreen,1.017172984,m1_173,T,-0.92234833
306,1117,0.666666667,-0.347560215,0.018698096,darkgreen,1.014579341,m1_173,T,-0.145143744
307,1118,0.75,-0.365403985,0.024209327,darkgreen,1.011163239,m1_173,T,0.243458546
308,1119,0.958333333,-0.465835278,0.038570727,darkgreen,1.006847863,m1_173,T,1.214964275
309,1120,0.916666667,-0.480121161,0.032212466,darkgreen,1.008283746,m1_173,T,1.020663132
310,1121,0.958333333,-0.48443664,0.039049484,darkgreen,1.006758675,m1_173,T,1.214964275
311,1122,0.5,-0.249050621,0.025625732,darkgreen,1.010522633,m1_173,T,-0.92234833
312,1123,0.75,0.029874583,0.039559396,darkgreen,1.006666058,m1_173,T,0.243458546
313,1124,0.833333333,-0.022743072,0.040098161,darkgreen,1.006570759,m1_173,T,0.632060837
314,1125,0.666666667,-0.262614345,0.017410267,darkgreen,1.015689328,m1_173,T,-0.145143744
315,1126,0.916666667,-0.061625321,0.033303834,darkgreen,1.007998305,m1_173,T,1.020663132
316,1127,0.833333333,0.042823049,0.040299544,darkgreen,1.006535792,m1_173,T,0.632060837
317,1128,0.916666667,-0.379940571,0.040736542,darkgreen,1.006461103,m1_173,T,1.020663132
318,1129,0.5,-0.08604318,0.027842348,darkgreen,1.009650926,m1_173,T,-0.92234833
319,1130,0.666666667,-0.092815398,0.034633684,darkgreen,1.007674807,m1_173,T,-0.145143744
320,1131,0.958333333,-0.310204494,0.072852153,darkgreen,1.003424752,m1_173,T,1.214964275
321,1132,0.75,0.06415806,0.039961248,darkgreen,1.006594733,m1_173,T,0.243458546
322,1133,0.916666667,-0.300765296,0.023098631,darkgreen,1.011720538,m1_173,T,1.020663132
323,1134,0.75,-0.078819442,0.018351167,darkgreen,1.01486303,m1_173,T,0.243458546
324,1135,0.958333333,-0.637020672,0.042334211,darkgreen,1.006201163,m1_173,T,1.214964275
325,1136,0.5,-0.196021992,0.018757355,darkgreen,1.014531934,m1_173,T,-0.92234833
326,1137,0.833333333,-0.145769792,0.034363131,darkgreen,1.007738593,m1_173,T,0.632060837
327,1138,0.666666667,-0.339608867,0.034352017,darkgreen,1.007741234,m1_173,T,-0.145143744
328,1139,0.958333333,-0.626721077,0.033283368,darkgreen,1.008003486,m1_173,T,1.214964275
329,1140,0.75,-0.261033758,0.016891863,darkgreen,1.016183921,m1_173,T,0.243458546
330,1141,0.666666667,-0.455411441,0.011468996,darkgreen,1.024037875,m1_173,T,-0.145143744
331,1142,0.5,-0.108134118,0.017358976,darkgreen,1.015736946,m1_173,T,-0.92234833
332,1143,0.916666667,-0.603409272,0.022993818,darkgreen,1.011775909,m1_173,T,1.020663132
333,1144,0.833333333,-0.293751471,0.015851532,darkgreen,1.017274068,m1_173,T,0.632060837
334,1145,0.958333333,-0.532835751,0.033047066,darkgreen,1.008063765,m1_173,T,1.214964275
335,1146,0.75,-0.244838874,0.021683704,darkgreen,1.01251318,m1_173,T,0.243458546
336,1147,0.5,-0.14485245,0.016094095,darkgreen,1.01700729,m1_173,T,-0.92234833
337,1148,0.916666667,-0.780429359,0.028162572,darkgreen,1.009536338,m1_173,T,1.020663132
338,1149,0.666666667,-0.21413231,0.023487118,darkgreen,1.011519618,m1_173,T,-0.145143744
339,1150,0.833333333,-0.404510223,0.014008341,darkgreen,1.019603096,m1_173,T,0.632060837
340,1151,0.958333333,-0.832334988,0.017687263,darkgreen,1.015436939,m1_173,T,1.214964275
341,1152,0.833333333,-0.359054603,0.014729164,darkgreen,1.01862287,m1_173,T,0.632060837
342,1153,0.75,-0.166813031,0.017687283,darkgreen,1.015436921,m1_173,T,0.243458546
343,1154,0.5,-0.14767842,0.013491723,darkgreen,1.020370065,m1_173,T,-0.92234833
344,1155,0.666666667,-0.302483587,0.013224895,darkgreen,1.020789664,m1_173,T,-0.145143744
345,1156,0.916666667,-0.528613054,0.028025789,darkgreen,1.009584964,m1_173,T,1.020663132
346,1157,0.5,-0.062260907,0.008969473,darkgreen,1.030855407,m1_173,T,-0.92234833
347,1158,0.666666667,-0.020455082,0.016916027,darkgreen,1.016160193,m1_173,T,-0.145143744
348,1159,0.75,-0.248531978,0.013903615,darkgreen,1.019753966,m1_173,T,0.243458546
349,1160,0.958333333,-0.661376273,0.01520523,darkgreen,1.018026442,m1_173,T,1.214964275
350,1161,0.833333333,-0.249858293,0.009488244,darkgreen,1.029145056,m1_173,T,0.632060837
351,1162,0.916666667,-0.498177691,0.013849779,darkgreen,1.019832411,m1_173,T,1.020663132
352,1217,0.75,-0.09081144,0.039297721,darkgreen,1.006713287,m1_174,T,0.243458546
353,1218,0.875,-0.381381094,0.036561476,darkgreen,1.007247638,m1_174,T,0.826361984
354,1219,0.5,-0.069033679,0.022248521,darkgreen,1.012184679,m1_174,T,-0.92234833
355,1220,0.9375,-0.752399428,0.027671249,darkgreen,1.009713238,m1_174,T,1.117813703
356,1221,0.75,-0.063434173,0.017657436,darkgreen,1.015463736,m1_174,T,0.243458546
357,1222,0.9375,-0.430560446,0.018742641,darkgreen,1.014543677,m1_174,T,1.117813703
358,1223,0.875,-0.165216867,0.018916507,darkgreen,1.014406081,m1_174,T,0.826361984
359,1224,0.5,0.146726291,0.015317183,darkgreen,1.017891568,m1_174,T,-0.92234833
360,1225,0.9375,-0.700858485,0.015165524,darkgreen,1.018074755,m1_174,T,1.117813703
361,1226,0.75,-0.14788975,0.01393477,darkgreen,1.019708847,m1_174,T,0.243458546
362,1227,0.875,-0.232155435,0.016578875,darkgreen,1.016497507,m1_174,T,0.826361984
363,1228,0.5,0.069246289,0.007682547,darkgreen,1.036095558,m1_174,T,-0.92234833
364,1229,0.75,-0.337543197,0.013078184,darkgreen,1.021027669,m1_174,T,0.243458546
365,1230,0.5,-0.115863605,0.00949189,darkgreen,1.029133697,m1_174,T,-0.92234833
366,1231,0.9375,-0.935790304,0.014903564,darkgreen,1.018399955,m1_174,T,1.117813703
367,1232,0.875,-0.626618533,0.01489419,darkgreen,1.018411804,m1_174,T,0.826361984
368,1233,0.75,-0.390868983,0.012675724,darkgreen,1.021708853,m1_174,T,0.243458546
369,1234,0.5,-0.200150416,0.007174566,darkgreen,1.038681442,m1_174,T,-0.92234833
370,1235,0.9375,-1.017767477,0.014337049,darkgreen,1.019143871,m1_174,T,1.117813703
371,1236,0.875,-0.546799551,0.012130371,darkgreen,1.022704014,m1_174,T,0.826361984
372,1237,0.9375,-0.874985154,0.007848783,darkgreen,1.035322023,m1_174,T,1.117813703
373,1238,0.5,-0.174429692,0.006718897,darkgreen,1.041333715,m1_174,T,-0.92234833
374,1239,0.875,-0.548184338,0.011802125,darkgreen,1.023347335,m1_174,T,0.826361984
375,1240,0.75,-0.398493802,0.013287646,darkgreen,1.02068947,m1_174,T,0.243458546
376,1241,0.5,-0.085625481,0.008417128,darkgreen,1.032908185,m1_174,T,-0.92234833
377,1242,0.875,-0.598988207,0.01133097,darkgreen,1.024335885,m1_174,T,0.826361984
378,1243,0.75,-0.433137282,0.010621363,darkgreen,1.025990256,m1_174,T,0.243458546
379,1244,0.9375,-0.973599767,0.009612448,darkgreen,1.028762955,m1_174,T,1.117813703
380,1245,0.5,-0.278984099,0.00908254,darkgreen,1.030465982,m1_174,T,-0.92234833
381,1246,0.75,-0.586014318,0.019181177,darkgreen,1.014201413,m1_174,T,0.243458546
382,1247,0.9375,-0.917945446,0.023207532,darkgreen,1.011663538,m1_174,T,1.117813703
383,1248,0.875,-0.654097051,0.015161042,darkgreen,1.018080225,m1_174,T,0.826361984
384,1249,0.875,-0.569942073,0.014197078,darkgreen,1.019336819,m1_174,T,0.826361984
385,1250,0.75,-0.512618694,0.009910986,darkgreen,1.027883708,m1_174,T,0.243458546
386,1251,0.5,-0.267908454,0.007900149,darkgreen,1.035089589,m1_174,T,-0.92234833
387,1252,0.9375,-1.156094346,0.012108644,darkgreen,1.022745518,m1_174,T,1.117813703
388,1253,0.75,-0.642450197,0.01128332,darkgreen,1.024440459,m1_174,T,0.243458546
389,1254,0.5,-0.30327197,0.007203569,darkgreen,1.038523985,m1_174,T,-0.92234833
390,1255,0.875,-0.773097861,0.015413983,darkgreen,1.01777653,m1_174,T,0.826361984
391,1256,0.9375,-1.269069131,0.019494968,darkgreen,1.013965959,m1_174,T,1.117813703
392,1285,0.75,-0.449492466,0.022294015,darkgreen,1.012158944,m1_176,T,0.243458546
393,1286,0.5,-0.478400264,0.031562563,darkgreen,1.008463101,m1_176,T,-0.92234833
394,1287,0.875,-0.693147181,0.01879044,darkgreen,1.014505596,m1_176,T,0.826361984
395,1291,0.875,-0.06801245,0.009106208,darkgreen,1.030385689,m1_177,T,0.826361984
396,1292,0.75,-0.035788358,0.009346753,darkgreen,1.029592712,m1_177,T,0.243458546
397,1293,0.5,-0.016821701,0.008216777,darkgreen,1.033720994,m1_177,T,-0.92234833
398,1294,0.875,-0.207574154,0.002705946,darkgreen,1.103264863,m1_177,T,0.826361984
399,1295,0.5,-0.080818532,0.00238029,darkgreen,1.117451272,m1_177,T,-0.92234833
400,1296,0.75,-0.137996186,0.003814241,darkgreen,1.073135462,m1_177,T,0.243458546
401,1297,0.5,-0.198192295,0.01047315,darkgreen,1.026364101,m1_177,T,-0.92234833
402,1298,0.75,-0.318796753,0.010895845,darkgreen,1.025324776,m1_177,T,0.243458546
403,1299,0.875,-0.561333899,0.010028217,darkgreen,1.027552756,m1_177,T,0.826361984
404,1300,0.75,-0.284285961,0.025097329,darkgreen,1.010753161,m1_177,T,0.243458546
405,1301,0.5,-0.130890366,0.018868847,darkgreen,1.014443547,m1_177,T,-0.92234833
406,1302,0.875,-0.775165509,0.020651538,darkgreen,1.013159914,m1_177,T,0.826361984
407,1315,0.888888889,-0.562837346,0.197219092,darkgreen,1.00099604,m1_179,T,0.891129034
408,1316,0.666666667,-0.275923022,0.177699451,darkgreen,1.001152318,m1_179,T,-0.145143744
409,1321,0.333333333,-0.693147181,0.0625,blue,1.004062678,m1_180,A,-1.699552916
410,1322,0.666666667,-1.386294361,0.142857143,blue,1.001537425,m1_180,A,-0.145143744
411,1323,0.333333333,-0.29334781,0.037793862,blue,1.006997393,m1_180,A,-1.699552916
412,1324,0.666666667,-0.819440906,0.079104969,blue,1.003120318,m1_180,A,-0.145143744
413,1325,0.333333333,-0.341170757,0.011894026,blue,1.023163641,m1_180,A,-1.699552916
414,1326,0.666666667,-0.791587253,0.026943039,blue,1.009987297,m1_180,A,-0.145143744
415,1327,0.333333333,-0.40279488,0.009855259,blue,1.02804379,m1_180,A,-1.699552916
416,1328,0.666666667,-0.836659462,0.022569091,blue,1.012005549,m1_180,A,-0.145143744
417,1329,0.333333333,-0.13895146,0.005764671,blue,1.04824631,m1_180,A,-1.699552916
418,1330,0.666666667,-0.432864082,0.020316542,blue,1.013383941,m1_180,A,-0.145143744
419,1331,0.333333333,-0.086074609,0.006878948,blue,1.040362086,m1_180,A,-1.699552916
420,1332,0.666666667,-0.155870371,0.029560346,blue,1.009065233,m1_180,A,-0.145143744
421,1333,0.666666667,0.333894916,0.031532243,blue,1.008471649,m1_180,A,-0.145143744
422,1334,0.333333333,0,0.0135425,blue,1.020292089,m1_180,A,-1.699552916
423,1335,0.333333333,0.118630853,0.024373299,blue,1.011085267,m1_180,A,-1.699552916
424,1336,0.666666667,0.518430223,0.043210861,blue,1.006066699,m1_180,A,-0.145143744
425,1337,0.666666667,0.614366303,0.047849782,blue,1.005437184,m1_180,A,-0.145143744
426,1338,0.333333333,0.174353387,0.05961818,blue,1.004279683,m1_180,A,-1.699552916
427,1339,0.333333333,0.405465108,0.19047619,blue,1.001046404,m1_180,A,-1.699552916
428,1340,0.666666667,0,0.25,blue,1.000695674,m1_180,A,-0.145143744
429,1341,0.666666667,-0.109199292,0.087949361,blue,1.002763626,m1_180,A,-0.145143744
430,1342,0.333333333,-0.03509132,0.048386622,blue,1.005372125,m1_180,A,-1.699552916
431,1343,0.333333333,0,0.009000588,blue,1.030747265,m1_180,A,-1.699552916
432,1344,0.666666667,-0.43936666,0.026775968,blue,1.010052276,m1_180,A,-0.145143744
433,1345,0.666666667,-0.554310736,0.023857821,blue,1.011333997,m1_180,A,-0.145143744
434,1346,0.333333333,-0.195169699,0.014991345,blue,1.018289716,m1_180,A,-1.699552916
435,1347,0.333333333,-0.021506205,0.013607036,blue,1.020193823,m1_180,A,-1.699552916
436,1348,0.666666667,-0.161268148,0.024151565,blue,1.011190958,m1_180,A,-0.145143744
437,1349,0.666666667,-0.029675768,0.033575021,blue,1.007930256,m1_180,A,-0.145143744
438,1350,0.333333333,-0.054067221,0.017911258,blue,1.015238552,m1_180,A,-1.699552916
439,1351,0.333333333,0.157733629,0.026210473,blue,1.01027836,m1_180,A,-1.699552916
440,1352,0.666666667,0.443267473,0.038278231,blue,1.00690345,m1_180,A,-0.145143744
441,1353,0.333333333,0.448658717,0.033189713,blue,1.008027274,m1_180,A,-1.699552916
442,1354,0.666666667,0.697702997,0.045710287,blue,1.005711644,m1_180,A,-0.145143744
443,1355,0.666666667,1.076607927,0.056536854,blue,1.004536185,m1_180,A,-0.145143744
444,1356,0.333333333,0.710183368,0.066543822,blue,1.003789864,m1_180,A,-1.699552916
445,1359,0.75,-0.650153203,0.014605594,darkgreen,1.018784038,m1_182,T,0.243458546
446,1360,0.875,-0.491584932,0.029644008,darkgreen,1.009038445,m1_182,T,0.826361984
447,1361,0.5,-0.139003958,0.03397771,darkgreen,1.007831214,m1_182,T,-0.92234833
448,1362,0.5,0.050554661,0.009813235,darkgreen,1.028165711,m1_182,T,-0.92234833
449,1363,0.875,-0.414429851,0.005954546,darkgreen,1.046694256,m1_182,T,0.826361984
450,1364,0.75,-0.425042888,0.017212191,darkgreen,1.015874789,m1_182,T,0.243458546
451,1409,0.8,-0.288363968,0.022457566,blue,1.012067288,m1_185,A,0.476619921
452,1410,0.8,-0.42310098,0.009409512,blue,1.029392491,m1_185,A,0.476619921
