Unit_ID,X,LRR,var.LRR,scale,col,Study,ID.case,system,pr.st
48,-0.294266098,-0.084557388,0.018024969,1.451947464,darkblue,m2_2_BBH078,48,freshwater,-0.304805711
49,-0.294266098,0.087011377,0.039868381,1.406080437,darkblue,m2_2_BBH078,49,freshwater,-0.304805711
50,-0.265068355,-0.117783036,0.016484053,1.45711092,darkblue,m2_2_BBH079,50,freshwater,-0.274912341
52,-0.252545129,0.182321557,0.039259259,1.406970027,darkblue,m2_2_BBH080,52,freshwater,-0.262090754
53,-0.252545129,-0.207639365,0.02872288,1.425025806,darkblue,m2_2_BBH080,53,freshwater,-0.262090754
54,-0.402423007,0.502091944,0.015403896,1.461026825,darkblue,m2_2_BBH081,54,freshwater,-0.415539419
55,-0.402423007,0.459532329,0.02795732,1.426586722,darkblue,m2_2_BBH081,55,freshwater,-0.415539419
56,-0.391699394,0.296265816,0.013415304,1.46901339,darkblue,m2_2_BBH082,56,freshwater,-0.40456032
57,-0.391699394,0.200670695,0.030024572,1.422464886,darkblue,m2_2_BBH082,57,freshwater,-0.40456032
58,-0.389400015,0.606135804,0.005136537,1.524482916,darkblue,m2_2_BBH083,58,freshwater,-0.40220616
59,-0.389400015,0.660990069,0.000566034,1.651915001,darkblue,m2_2_BBH083,59,freshwater,-0.40220616
62,-0.426711597,0.826678573,0.004630368,1.530477143,darkblue,m2_2_BBH085,62,freshwater,-0.440406676
63,-0.426711597,1.15267951,0.010625064,1.482486489,darkblue,m2_2_BBH085,63,freshwater,-0.440406676
64,-0.44639156,1.06784063,0.014473571,1.464626281,darkblue,m2_2_BBH086,64,freshwater,-0.460555508
65,-0.44639156,0.652325186,0.007114815,1.505658271,darkblue,m2_2_BBH086,65,freshwater,-0.460555508
66,-0.425766885,0.889857475,0.007432841,1.503131626,darkblue,m2_2_BBH087,66,freshwater,-0.439439457
67,-0.425766885,1.003302109,0.004674778,1.529925613,darkblue,m2_2_BBH087,67,freshwater,-0.439439457
68,-0.433226401,0.54522705,0.000489666,1.660288956,darkblue,m2_2_BBH088,68,freshwater,-0.447076694
69,-0.433226401,0.575364145,0.001929459,1.581057327,darkblue,m2_2_BBH088,69,freshwater,-0.447076694
70,-0.264000454,0,0.003748558,1.542683977,darkblue,m2_2_BBH089,70,freshwater,-0.273818998
71,-0.264000454,0,0.003000923,1.555537151,darkblue,m2_2_BBH089,71,freshwater,-0.273818998
72,-0.388838505,0.603535022,0.005480442,1.5207384,darkblue,m2_2_BBH090,72,freshwater,-0.401631272
73,-0.388838505,0.843429384,0.011024984,1.480351629,darkblue,m2_2_BBH090,73,freshwater,-0.401631272
74,-0.444920008,0.843429384,0.012729391,1.472045816,darkblue,m2_2_BBH091,74,freshwater,-0.459048896
75,-0.444920008,1.048601868,0.001012333,1.618324228,darkblue,m2_2_BBH091,75,freshwater,-0.459048896
76,-0.449377596,1.084013489,0.003673881,1.543846655,darkblue,m2_2_BBH092,76,freshwater,-0.463612685
77,-0.449377596,0.980829253,0.012011054,1.475402019,darkblue,m2_2_BBH092,77,freshwater,-0.463612685
80,-0.397565245,2.295175157,0.133035874,1.336453828,darkblue,m2_2_BBH152,80,freshwater,-0.410565923
81,-0.397565245,2.054897086,0.152931312,1.328401063,darkblue,m2_2_BBH152,81,freshwater,-0.410565923
116,1.443530787,-1.039904688,0.143558832,1.332055282,darkgreen,m2_2_DSG002,116,terrestrial,1.474393565
117,1.443530787,-0.097769701,0.046219803,1.397539161,darkgreen,m2_2_DSG002,117,terrestrial,1.474393565
118,1.443530787,1.223775432,0.181945906,1.318363538,darkgreen,m2_2_DSG002,118,terrestrial,1.474393565
119,1.443530787,-0.154898343,0.142671098,1.332413687,darkgreen,m2_2_DSG002,119,terrestrial,1.474393565
120,1.39645447,0.655259336,0.016100808,1.458470131,darkgreen,m2_2_DSG017,120,terrestrial,1.426195672
121,1.39645447,0.531820193,0.036992124,1.410406898,darkgreen,m2_2_DSG017,121,terrestrial,1.426195672
122,1.39645447,0.016667209,0.037941001,1.408943492,darkgreen,m2_2_DSG018,122,terrestrial,1.426195672
123,1.39645447,0.315384438,0.081261925,1.364935838,darkgreen,m2_2_DSG018,123,terrestrial,1.426195672
132,1.063827541,0.7282385,0.124355167,1.340352636,darkgreen,m2_2_DSG046,132,terrestrial,1.085644025
133,1.063827541,0.693147181,0.09837963,1.353890886,darkgreen,m2_2_DSG046,133,terrestrial,1.085644025
134,1.063827541,0.540806456,0.188138752,1.316429632,darkgreen,m2_2_DSG046,134,terrestrial,1.085644025
135,1.063827541,0.784118959,0.384927711,1.275066522,darkgreen,m2_2_DSG046,135,terrestrial,1.085644025
141,1.214765713,2.381585896,0.02720813,1.428156207,darkgreen,m2_2_DSG055,141,terrestrial,1.240178245
142,1.214765713,2.102357418,0.017935821,1.452233939,darkgreen,m2_2_DSG055,142,terrestrial,1.240178245
143,1.214765713,1.871885392,0.016439024,1.457268974,darkgreen,m2_2_DSG055,143,terrestrial,1.240178245
144,0.492251445,1.708042033,0.360899727,1.278790738,darkblue,m2_2_DSG056,144,freshwater,0.500450332
145,0.492251445,0.901144747,0.201083182,1.312585031,darkblue,m2_2_DSG056,145,freshwater,0.500450332
146,-0.001389194,2.004592771,0.038423791,1.408212897,darkblue,m2_2_DSG059,146,freshwater,-0.004951119
147,-0.001389194,0.869034515,0.210100347,1.310050431,darkblue,m2_2_DSG059,147,freshwater,-0.004951119
148,-0.001389194,0.240391937,0.018741262,1.449695807,darkblue,m2_2_DSG059,148,freshwater,-0.004951119
149,-0.001389194,0.036683912,0.039118295,1.407177865,darkblue,m2_2_DSG059,149,freshwater,-0.004951119
151,-0.769411001,1.141694399,0.01605211,1.458645155,darkblue,m2_2_EEC002,151,freshwater,-0.791270771
160,0.785819791,0.550983983,0.005048202,1.525485213,darkgreen,m2_2_EEC014,160,terrestrial,0.801012839
161,0.785819791,0.648005525,0.000275545,1.693510727,darkgreen,m2_2_EEC015,161,terrestrial,0.801012839
162,1.228374199,0.419490188,0.038969679,1.407397796,darkgreen,m2_2_EEC018,162,terrestrial,1.254110948
169,1.325695083,0.85520304,0.015383685,1.461102686,darkgreen,m2_2_EEC030,169,terrestrial,1.353750467
170,1.552613359,0.726990219,0.009566518,1.488550266,darkgreen,m2_2_EEC031,170,terrestrial,1.586074991
171,1.552613359,0.775129323,0.042220082,1.402768941,darkgreen,m2_2_EEC032,171,terrestrial,1.586074991
172,1.710242555,0.291197015,1.37E-06,2,darkgreen,m2_2_EEC036,172,terrestrial,1.747459646
173,1.710242555,0.150282203,0.565980723,1.252792179,darkgreen,m2_2_EEC036,173,terrestrial,1.747459646
