Unit_ID,X.1,X,LRR,var.LRR,scale,col,Study,pr.st
290,1026,4.5,-0.0018,0.0061,1.828065672,darkgreen,Luomala et al. 2003,1.131837103
291,1027,4.5,-0.0784,0.0029,1.879174951,darkgreen,Luomala et al. 2003,1.131837103
292,1028,4.5,-0.087,0.0017,1.915884711,darkgreen,Luomala et al. 2003,1.131837103
293,1029,4.5,0.0097,0.0066,1.822650727,darkgreen,Luomala et al. 2003,1.131837103
294,1034,2.4,0.0431,0.0904,1.642761188,darkgreen,Michelsen et al.1996,-0.308713916
295,1035,2.4,0.4522,0.0851,1.646913921,darkgreen,Michelsen et al.1996,-0.308713916
296,1036,2.8,-0.058,0.0741,1.656427532,darkgreen,Michelsen et al.1996,-0.034323246
297,1037,2.8,0.3002,0.1632,1.602157654,darkgreen,Michelsen et al.1996,-0.034323246
298,1038,2.8,-0.4552,0.3023,1.559786874,darkgreen,Michelsen et al.1996,-0.034323246
299,1039,3.9,0.3625,0.0517,1.681168959,darkgreen,Michelsen et al.1996,0.720251097
300,1040,3.9,0.8544,0.1082,1.630407093,darkgreen,Michelsen et al.1996,0.720251097
301,1041,3.9,0.4794,0.2311,1.57824679,darkgreen,Michelsen et al.1996,0.720251097
302,1042,4.9,0.0431,0.065,1.665433662,darkgreen,Michelsen et al.1996,1.406227773
303,1043,4.9,0.2951,0.0584,1.672793133,darkgreen,Michelsen et al.1996,1.406227773
304,1044,2.4,0.258,0.1177,1.62462258,darkgreen,Michelsen et al.1996,-0.308713916
305,1045,2.4,0.8326,0.4224,1.53679301,darkgreen,Michelsen et al.1996,-0.308713916
306,1046,2.8,0.1357,0.1084,1.63028016,darkgreen,Michelsen et al.1996,-0.034323246
307,1047,2.8,0.17,0.1668,1.600657938,darkgreen,Michelsen et al.1996,-0.034323246
308,1048,2.8,1.0156,0.2203,1.581536429,darkgreen,Michelsen et al.1996,-0.034323246
309,1049,3.9,0.5978,0.0368,1.704535851,darkgreen,Michelsen et al.1996,0.720251097
310,1050,3.9,0.5752,0.1034,1.633526006,darkgreen,Michelsen et al.1996,0.720251097
311,1051,3.9,-0.3857,0.5767,1.515391263,darkgreen,Michelsen et al.1996,0.720251097
312,1052,4.9,0.9848,0.0945,1.639712441,darkgreen,Michelsen et al.1996,1.406227773
313,1053,4.9,1.4584,0.3362,1.552481363,darkgreen,Michelsen et al.1996,1.406227773
314,1072,3.7,-0.0924,0.0107,1.789440117,darkgreen,Moya et al. 1998,0.583055762
315,1073,3.7,-0.1575,0.0151,1.765764535,darkgreen,Moya et al. 1998,0.583055762
316,1074,3.7,0.1671,0.0025,1.889376489,darkgreen,Moya et al. 1998,0.583055762
317,1075,3.7,0.0953,0.0075,1.813864196,darkgreen,Moya et al. 1998,0.583055762
318,1076,3.7,-0.5082,0.024,1.733915895,darkgreen,Moya et al. 1998,0.583055762
319,1077,3.7,-0.3392,0.016,1.761785236,darkgreen,Moya et al. 1998,0.583055762
320,1078,3.7,0.1484,0.0163,1.760508402,darkgreen,Moya et al. 1998,0.583055762
321,1079,3.7,0.0217,0.021,1.743094076,darkgreen,Moya et al. 1998,0.583055762
322,1080,3.7,-0.2798,0.0562,1.675432469,darkgreen,Moya et al. 1998,0.583055762
323,1081,3.7,-0.6061,0.0386,1.701253486,darkgreen,Moya et al. 1998,0.583055762
324,1082,3.7,0.1681,0.0057,1.832727407,darkgreen,Moya et al. 1998,0.583055762
325,1083,3.7,-0.05,0.0223,1.738965605,darkgreen,Moya et al. 1998,0.583055762
326,1090,3.7,-0.5436,0.0251,1.730835637,darkgreen,Moya et al. 1998,0.583055762
327,1091,3.7,-0.0177,0.0041,1.855373913,darkgreen,Moya et al. 1998,0.583055762
328,1092,3.7,0,0.0389,1.700721347,darkgreen,Moya et al. 1998,0.583055762
329,1093,3.7,0.2189,0.0236,1.73507112,darkgreen,Moya et al. 1998,0.583055762
330,1094,3.7,-0.5718,0.0392,1.700193296,darkgreen,Moya et al. 1998,0.583055762
331,1095,3.7,-0.2029,0.0167,1.758842036,darkgreen,Moya et al. 1998,0.583055762
332,1113,4,-0.2423,0.0351,1.707786755,darkgreen,Norby & Luo 2004,0.788848765
333,1114,4,0.1522,0.0183,1.752553378,darkgreen,Norby & Luo 2004,0.788848765
334,1115,4,-0.4055,0.0386,1.701253486,darkgreen,Norby & Luo 2004,0.788848765
335,1116,4,-0.4724,0.0306,1.717217171,darkgreen,Norby & Luo 2004,0.788848765
336,1117,3.5,-0.2305,0.0364,1.705287052,darkgreen,Norby et al. 2000,0.445860427
337,1118,3.5,-0.2617,0.0662,1.664176293,darkgreen,Norby et al. 2000,0.445860427
338,1119,3.5,-0.5821,0.1246,1.620706818,darkgreen,Norby et al. 2000,0.445860427
339,1120,3.5,-0.7065,0.0316,1.715006876,darkgreen,Norby et al. 2000,0.445860427
340,1145,2.3,0.8742,0.0158,1.762649829,darkgreen,Nyléhn & Totland 1999,-0.377311584
341,1146,2.3,0.2231,0.0048,1.844539406,darkgreen,Nyléhn & Totland 1999,-0.377311584
342,1167,1.3,0.3059,0.1099,1.629335561,darkgreen,Pedersen & Post 2008,-1.063288259
343,1168,1.3,0.0553,0.0929,1.64088616,darkgreen,Pedersen & Post 2008,-1.063288259
344,1169,1.3,-0.2877,0.0906,1.642609289,darkgreen,Pedersen & Post 2008,-1.063288259
345,1170,1.3,0.1335,0.2384,1.576109194,darkgreen,Pedersen & Post 2008,-1.063288259
346,1171,1.3,0.21,0.0821,1.649380726,darkgreen,Pedersen & Post 2008,-1.063288259
347,1172,1.3,0.2014,0.1095,1.629586187,darkgreen,Pedersen & Post 2008,-1.063288259
348,1173,1.3,0.1836,0.1246,1.620706818,darkgreen,Pedersen & Post 2008,-1.063288259
349,1174,1.3,0.0997,0.1137,1.626999109,darkgreen,Pedersen & Post 2008,-1.063288259
350,1175,1.3,-0.5025,0.2415,1.57522118,darkgreen,Pedersen & Post 2008,-1.063288259
351,1176,1.3,-0.2311,0.3637,1.547077261,darkgreen,Pedersen & Post 2008,-1.063288259
352,1177,1.3,-0.2171,0.3232,1.555191891,darkgreen,Pedersen & Post 2008,-1.063288259
353,1178,1.3,-0.3949,0.2538,1.571806663,darkgreen,Pedersen & Post 2008,-1.063288259
354,1179,1.3,-0.3185,0.151,1.607498072,darkgreen,Pedersen & Post 2008,-1.063288259
355,1180,1.3,0.2454,0.0885,1.644221221,darkgreen,Pedersen & Post 2008,-1.063288259
356,1181,1.3,-0.2829,0.2471,1.57364554,darkgreen,Pedersen & Post 2008,-1.063288259
357,1182,1.3,-0.3514,0.2392,1.575878929,darkgreen,Pedersen & Post 2008,-1.063288259
358,1183,1.3,0.0367,0.1465,1.609577586,darkgreen,Pedersen & Post 2008,-1.063288259
359,1184,1.3,0.3556,0.0996,1.636099609,darkgreen,Pedersen & Post 2008,-1.063288259
360,1185,1.3,-0.5769,0.176,1.596967699,darkgreen,Pedersen & Post 2008,-1.063288259
361,1186,1.3,-0.36,0.3289,1.55399025,darkgreen,Pedersen & Post 2008,-1.063288259
362,1187,1.3,-0.2809,0.0485,1.685560664,darkgreen,Pedersen & Post 2008,-1.063288259
363,1188,1.3,0.1699,0.1943,1.59016855,darkgreen,Pedersen & Post 2008,-1.063288259
364,1189,1.3,-0.5274,0.104,1.633128314,darkgreen,Pedersen & Post 2008,-1.063288259
365,1190,1.3,-0.1527,0.0776,1.653255316,darkgreen,Pedersen & Post 2008,-1.063288259
366,1191,1.3,0.619,0.1994,1.58838768,darkgreen,Pedersen & Post 2008,-1.063288259
367,1192,1.3,0.4128,0.1324,1.61653334,darkgreen,Pedersen & Post 2008,-1.063288259
368,1193,1.3,0,0.8325,1.490158161,darkgreen,Pedersen & Post 2008,-1.063288259
369,1194,1.3,0.2822,0.4633,1.530440449,darkgreen,Pedersen & Post 2008,-1.063288259
370,1195,1.3,-0.0994,0.0969,1.637988608,darkgreen,Pedersen & Post 2008,-1.063288259
371,1196,1.3,-0.1927,0.1158,1.625741192,darkgreen,Pedersen & Post 2008,-1.063288259
372,1197,1.3,0.08,0.1729,1.598189148,darkgreen,Pedersen & Post 2008,-1.063288259
373,1198,1.3,-0.0651,0.0918,1.641704878,darkgreen,Pedersen & Post 2008,-1.063288259
374,1199,4,-0.1335,0.0361,1.705855891,darkgreen,Potter et al.1995,0.788848765
375,1200,4,-0.1777,0.0056,1.833943974,darkgreen,Potter et al.1995,0.788848765
376,1201,4,-0.6419,0.0413,1.696606347,darkgreen,Potter et al.1995,0.788848765
377,1210,4,0.0115,0.0155,1.763967459,darkgreen,Press et al. 1998,0.788848765
378,1211,4,-0.0445,0.0437,1.692723852,darkgreen,Press et al. 1998,0.788848765
379,1212,4,0.8099,0.1254,1.620266917,darkgreen,Press et al. 1998,0.788848765
380,1213,4,0.1469,0.0461,1.689048986,darkgreen,Press et al. 1998,0.788848765
381,1214,4,0.635,0.2852,1.563789215,darkgreen,Press et al. 1998,0.788848765
382,1215,4,0.1978,0.5567,1.517817287,darkgreen,Press et al. 1998,0.788848765
383,1216,4,0.1513,0.0056,1.833943974,darkgreen,Press et al. 1998,0.788848765
384,1217,4,-0.5789,0.1343,1.615553983,darkgreen,Press et al. 1998,0.788848765
385,1218,4,-0.2449,0.0671,1.663248134,darkgreen,Press et al. 1998,0.788848765
386,1219,4.2,0.1265,0.0277,1.724060876,darkgreen,Rasmussen et al. 2002,0.9260441
387,1220,4.2,0.0518,0.0206,1.744415929,darkgreen,Rasmussen et al. 2002,0.9260441
388,1235,3,0.3983,0.3792,1.544208677,darkgreen,Richardson et al. 2002,0.102872089
389,1236,3,-0.1131,0.1841,1.593874995,darkgreen,Richardson et al. 2002,0.102872089
390,1237,3,0.5511,0.2797,1.565127683,darkgreen,Richardson et al. 2002,0.102872089
391,1238,3,0.1279,0.2452,1.574176094,darkgreen,Richardson et al. 2002,0.102872089
392,1239,3,-0.0636,0.089,1.643833985,darkgreen,Richardson et al. 2002,0.102872089
393,1240,3,-0.5727,0.1461,1.609765513,darkgreen,Richardson et al. 2002,0.102872089
394,1241,3,-0.1027,0.0237,1.734780488,darkgreen,Richardson et al. 2002,0.102872089
395,1242,3,0.5306,0.1043,1.632930328,darkgreen,Richardson et al. 2002,0.102872089
396,1243,3,0.0241,0.0426,1.694476152,darkgreen,Richardson et al. 2002,0.102872089
397,1244,3,-0.3145,0.0725,1.65792793,darkgreen,Richardson et al. 2002,0.102872089
398,1245,3,0.7036,0.4597,1.530976624,darkgreen,Richardson et al. 2002,0.102872089
399,1246,3,-0.6931,0.2438,1.574569665,darkgreen,Richardson et al. 2002,0.102872089
400,1247,3,-0.4055,0.2352,1.57703805,darkgreen,Richardson et al. 2002,0.102872089
401,1248,3,-8.8537,1.3951,1.454671481,darkgreen,Richardson et al. 2002,0.102872089
402,1249,3,0.025,0.0387,1.701075648,darkgreen,Richardson et al. 2002,0.102872089
403,1250,3,0.1166,0.0372,1.70379277,darkgreen,Richardson et al. 2002,0.102872089
404,1251,3,0,0.0239,1.734202886,darkgreen,Richardson et al. 2002,0.102872089
405,1252,3,0.4467,0.0473,1.687282698,darkgreen,Richardson et al. 2002,0.102872089
406,1253,3,0.0423,0.262,1.569621054,darkgreen,Richardson et al. 2002,0.102872089
407,1254,3,-1.1391,0.1366,1.614386817,darkgreen,Richardson et al. 2002,0.102872089
408,1255,3,0.4852,0.6225,1.510138493,darkgreen,Richardson et al. 2002,0.102872089
409,1256,3,-0.8105,0.1382,1.613586409,darkgreen,Richardson et al. 2002,0.102872089
410,1257,3,0.0526,0.0158,1.762649829,darkgreen,Richardson et al. 2002,0.102872089
411,1258,3,0.3285,0.0355,1.707007888,darkgreen,Richardson et al. 2002,0.102872089
412,1296,1,0.2729,0.8451,1.489125653,darkgreen,Sardans et al. 2008,-1.269081262
413,1297,1,-1.8345,7.653,1.337676737,darkgreen,Sardans et al. 2008,-1.269081262
414,1298,1,0.4674,0.5662,1.516654243,darkgreen,Sardans et al. 2008,-1.269081262
415,1299,1,0.4644,0.2467,1.573756896,darkgreen,Sardans et al. 2008,-1.269081262
416,1300,1,0.4124,0.6357,1.508696234,darkgreen,Sardans et al. 2008,-1.269081262
417,1301,1,0.055,0.3457,1.550566075,darkgreen,Sardans et al. 2008,-1.269081262
418,1310,5.6,-9.4611,1.469,1.451123708,darkgreen,Shaver et al. 1998,1.886411446
419,1311,5.6,0.0361,0.0599,1.67104999,darkgreen,Shaver et al. 1998,1.886411446
420,1312,5.6,-0.3598,0.0319,1.714357414,darkgreen,Shaver et al. 1998,1.886411446
421,1313,5.6,-5.6034,1.0136,1.476629171,darkgreen,Shaver et al. 1998,1.886411446
422,1314,5.6,-4.4173,1.9504,1.431640807,darkgreen,Shaver et al. 1998,1.886411446
423,1315,5.6,0.8426,0.4245,1.536452138,darkgreen,Shaver et al. 1998,1.886411446
424,1316,5.6,1.2294,0.0987,1.636723525,darkgreen,Shaver et al. 1998,1.886411446
425,1317,5.6,-0.3769,0.0574,1.673980283,darkgreen,Shaver et al. 1998,1.886411446
426,1318,5.6,-0.3976,0.028,1.723320464,darkgreen,Shaver et al. 1998,1.886411446
427,1321,5.6,-0.216,1.4793,1.450643455,darkgreen,Shaver et al. 1998,1.886411446
428,1322,5.6,0.2633,0.1339,1.615759007,darkgreen,Shaver et al. 1998,1.886411446
429,1323,5.6,0.5787,0.0293,1.720201097,darkgreen,Shaver et al. 1998,1.886411446
430,1324,5.6,9.8315,1.494,1.449963804,darkgreen,Shaver et al. 1998,1.886411446
431,1325,5.6,7.03,2,1.429914704,darkgreen,Shaver et al. 1998,1.886411446
432,1326,5.6,1.9932,0.58,1.514999072,darkgreen,Shaver et al. 1998,1.886411446
433,1327,5.6,1.0769,0.1191,1.623809834,darkgreen,Shaver et al. 1998,1.886411446
434,1328,5.6,0.948,0.1722,1.598467989,darkgreen,Shaver et al. 1998,1.886411446
435,1329,5.6,0.6468,0.0401,1.698633057,darkgreen,Shaver et al. 1998,1.886411446
436,1330,5.6,0.5787,0.0293,1.720201097,darkgreen,Shaver et al. 1998,1.886411446
437,1333,4.4,0.5878,0.0468,1.688013143,darkgreen,Sherry et al. 2008,1.063239435
438,1334,4.4,-0.2264,0.0264,1.727364821,darkgreen,Sherry et al. 2008,1.063239435
439,1335,4.2,0.6581,0.0517,1.681168959,darkgreen,Sherry et al. 2008,0.9260441
440,1336,4.2,0.1798,0.0336,1.710788728,darkgreen,Sherry et al. 2008,0.9260441
441,1337,1.5,-0.5855,0.1614,1.602919964,darkgreen,Sjögersten et al. 2008,-0.926092924
442,1338,1.5,-0.6134,0.1342,1.615605181,darkgreen,Sjögersten et al. 2008,-0.926092924
443,1339,1.5,0.0968,0.0377,1.702875077,darkgreen,Sjögersten et al. 2008,-0.926092924
444,1340,1.5,0.3133,0.1134,1.627180705,darkgreen,Sjögersten et al. 2008,-0.926092924
445,1343,1.5,-0.4254,0.0969,1.637988608,darkgreen,Sjögersten et al. 2008,-0.926092924
446,1344,1.5,-0.0553,0.0912,1.642155596,darkgreen,Sjögersten et al. 2008,-0.926092924
447,1345,1.5,-0.164,0.0687,1.661628401,darkgreen,Sjögersten et al. 2008,-0.926092924
448,1346,1.5,0.1735,0.0648,1.665645478,darkgreen,Sjögersten et al. 2008,-0.926092924
449,1347,1.5,0.3226,0.018,1.753689507,darkgreen,Sjögersten et al. 2008,-0.926092924
450,1348,1.5,0.104,0.1231,1.621539298,darkgreen,Sjögersten et al. 2008,-0.926092924
451,1349,1.5,0.0089,0.0324,1.713288431,darkgreen,Sjögersten et al. 2008,-0.926092924
452,1350,1.5,0.3331,0.0459,1.689347831,darkgreen,Sjögersten et al. 2008,-0.926092924
453,1375,3.9,1.3143,3.5892,1.38972014,darkgreen,Sorensen et al. 2008,0.720251097
454,1376,3.9,-0.3884,0.3215,1.555554381,darkgreen,Sorensen et al. 2008,0.720251097
455,1377,3.9,-0.6225,0.6909,1.502972846,darkgreen,Sorensen et al. 2008,0.720251097
456,1378,3.9,-0.3747,3.1792,1.398057587,darkgreen,Sorensen et al. 2008,0.720251097
457,1379,3.9,-0.0572,0.7672,1.495772767,darkgreen,Sorensen et al. 2008,0.720251097
458,1380,3.9,-2.0794,1040.9455,1,darkgreen,Sorensen et al. 2008,0.720251097
459,1383,3.9,2.0971,15.1188,1.290879622,darkgreen,Sorensen et al. 2008,0.720251097
460,1384,3.9,-0.6932,15.0977,1.290975615,darkgreen,Sorensen et al. 2008,0.720251097
461,1385,3.9,-1.5261,32.7378,1.237776132,darkgreen,Sorensen et al. 2008,0.720251097
462,1386,3.9,-0.6539,5.8055,1.35666746,darkgreen,Sorensen et al. 2008,0.720251097
463,1389,0.84,0.3456,0.01,1.794090584,darkgreen,Sullivan & Welker 2005,-1.37883753
464,1390,0.84,0.3041,0.0091,1.800572958,darkgreen,Sullivan & Welker 2005,-1.37883753
465,1391,0.84,0.3218,0.0098,1.795479202,darkgreen,Sullivan & Welker 2005,-1.37883753
466,1392,0.84,0.3211,0.0101,1.793406655,darkgreen,Sullivan & Welker 2005,-1.37883753
467,1393,0.84,0.3112,0.0105,1.790737028,darkgreen,Sullivan & Welker 2005,-1.37883753
468,1394,0.84,0.3115,0.0091,1.800572958,darkgreen,Sullivan & Welker 2005,-1.37883753
469,1395,0.84,0.2772,0.0151,1.765764535,darkgreen,Sullivan & Welker 2005,-1.37883753
470,1396,0.84,0.2659,0.0173,1.756415869,darkgreen,Sullivan & Welker 2005,-1.37883753
471,1397,0.84,0.2153,0.0176,1.755234162,darkgreen,Sullivan & Welker 2005,-1.37883753
472,1398,0.84,0.1066,0.018,1.753689507,darkgreen,Sullivan & Welker 2005,-1.37883753
473,1399,0.84,0.0408,0.0216,1.741157771,darkgreen,Sullivan & Welker 2005,-1.37883753
474,1400,0.84,0.0747,0.0301,1.718349557,darkgreen,Sullivan & Welker 2005,-1.37883753
475,1401,0.84,0.0982,0.0229,1.737140695,darkgreen,Sullivan & Welker 2005,-1.37883753
476,1402,0.84,0.1789,0.0282,1.72283125,darkgreen,Sullivan & Welker 2005,-1.37883753
477,1425,2.3,0.4586,0.043,1.693833772,darkgreen,Totland & Nyléhn 1998,-0.377311584
478,1426,2.3,0.4055,0.0193,1.748896438,darkgreen,Totland & Nyléhn 1998,-0.377311584
479,1443,3,-0.0155,0.0143,1.769506098,darkgreen,Volde et al. 2004,0.102872089
480,1444,3,-0.1226,0.016,1.761785236,darkgreen,Volde et al. 2004,0.102872089
481,1445,3,-0.0561,0.0093,1.799078676,darkgreen,Volde et al. 2004,0.102872089
482,1446,3,-0.0821,0.0095,1.79761619,darkgreen,Volde et al. 2004,0.102872089
483,1447,3,-0.2485,0.1258,1.620048018,darkgreen,Volde et al. 2004,0.102872089
484,1448,3,-0.0202,0.0971,1.637846888,darkgreen,Volde et al. 2004,0.102872089
485,1449,3,-0.0723,0.1387,1.613338181,darkgreen,Volde et al. 2004,0.102872089
486,1450,3,0.19,0.1083,1.630343597,darkgreen,Volde et al. 2004,0.102872089
487,1451,2.93,0.1823,0.0038,1.860596748,darkgreen,Volde et al. 2004,0.054853722
488,1452,2.93,-0.2899,0.0012,1.939825311,darkgreen,Volde et al. 2004,0.054853722
489,1453,2.93,0.091,0.001,1.952357047,darkgreen,Volde et al. 2004,0.054853722
490,1454,2.93,0.2344,0.0027,1.88408663,darkgreen,Volde et al. 2004,0.054853722
491,1455,2.93,-0.1782,0.002,1.904714094,darkgreen,Volde et al. 2004,0.054853722
492,1456,2.93,-0.4595,0.0053,1.837728467,darkgreen,Volde et al. 2004,0.054853722
493,1457,2.93,0.1562,0.0036,1.864313018,darkgreen,Volde et al. 2004,0.054853722
494,1458,2.96,0.2831,0.0039,1.858811342,darkgreen,Volde et al. 2004,0.075433022
495,1459,2.96,-0.0756,0.0012,1.939825311,darkgreen,Volde et al. 2004,0.075433022
496,1460,2.96,0.0645,0.0011,1.945805973,darkgreen,Volde et al. 2004,0.075433022
497,1461,2.96,0.3202,0.003,1.876844754,darkgreen,Volde et al. 2004,0.075433022
498,1462,2.96,-0.2166,0.002,1.904714094,darkgreen,Volde et al. 2004,0.075433022
499,1463,2.96,-0.6172,0.0097,1.796184175,darkgreen,Volde et al. 2004,0.075433022
500,1464,2.96,0.2147,0.0026,1.886680683,darkgreen,Volde et al. 2004,0.075433022
501,1477,3,0.0924,0.0142,1.769988446,darkgreen,Volder et al. 2004,0.102872089
502,1478,3,0.0701,0.0145,1.768551441,darkgreen,Volder et al. 2004,0.102872089
503,1479,3,0.028,0.0075,1.813864196,darkgreen,Volder et al. 2004,0.102872089
504,1480,3,-0.0645,0.0082,1.807730961,darkgreen,Volder et al. 2004,0.102872089
505,1481,3,-0.1719,0.0883,1.644376729,darkgreen,Volder et al. 2004,0.102872089
506,1482,3,-0.1512,0.0862,1.646031157,darkgreen,Volder et al. 2004,0.102872089
507,1483,3,-0.1358,0.0693,1.661030708,darkgreen,Volder et al. 2004,0.102872089
508,1484,3,-0.1542,0.0708,1.659558826,darkgreen,Volder et al. 2004,0.102872089
509,1497,1.5,1.31,0.3888,1.542490231,darkgreen,Wada et al. 2002,-0.926092924
510,1498,1.5,1.4039,0.089,1.643833985,darkgreen,Wada et al. 2002,-0.926092924
511,1499,1.5,0,0.02,1.746447631,darkgreen,Wada et al. 2002,-0.926092924
512,1500,1.5,0.0274,0.0063,1.825848245,darkgreen,Wada et al. 2002,-0.926092924
513,1501,1.5,-0.4832,0.0857,1.646431009,darkgreen,Wada et al. 2002,-0.926092924
514,1502,1.5,-0.5749,0.0163,1.760508402,darkgreen,Wada et al. 2002,-0.926092924
515,1503,1.5,0.3737,0.0487,1.685277807,darkgreen,Wada et al. 2002,-0.926092924
516,1504,1.5,0.6084,0.009,1.80133246,darkgreen,Wada et al. 2002,-0.926092924
517,1505,1.5,1.4698,0.0958,1.638773335,darkgreen,Wada et al. 2002,-0.926092924
518,1506,1.5,0.0996,0.018,1.753689507,darkgreen,Wada et al. 2002,-0.926092924
519,1507,1.5,-0.481,0.0346,1.708772916,darkgreen,Wada et al. 2002,-0.926092924
520,1508,1.5,0.8594,0.2319,1.578009263,darkgreen,Wada et al. 2002,-0.926092924
521,1509,1.2,-0.3295,0.1858,1.593243207,darkgreen,Wan et al. 2002,-1.131885927
522,1510,1.2,0.3285,0.0208,1.743751825,darkgreen,Wan et al. 2002,-1.131885927
523,1511,1.2,0.3403,0.0359,1.706237749,darkgreen,Wan et al. 2002,-1.131885927
524,1512,1.2,-0.0183,0.2339,1.577419012,darkgreen,Wan et al. 2002,-1.131885927
525,1513,1.2,0.466,0.1074,1.630917182,darkgreen,Wan et al. 2002,-1.131885927
526,1514,1.2,0.7161,0.0814,1.64996928,darkgreen,Wan et al. 2002,-1.131885927
527,1551,3.5,-0.0541,0.0411,1.69694001,darkgreen,Welker et al. 1993,0.445860427
528,1552,3.5,-0.0364,0.0321,1.713927824,darkgreen,Welker et al. 1993,0.445860427
529,1553,3.5,-0.1226,0.0826,1.648963395,darkgreen,Welker et al. 1993,0.445860427
530,1554,3.5,-0.1841,0.0306,1.717217171,darkgreen,Welker et al. 1993,0.445860427
531,1555,2,0.4138,0.0081,1.808574336,darkgreen,Weltzin et al. 2000,-0.583104586
532,1557,2,-0.0206,0.0064,1.824765794,darkgreen,Weltzin et al. 2000,-0.583104586
533,1559,3,0.3629,0.007,1.818606369,darkgreen,Weltzin et al. 2000,0.102872089
534,1561,3,0.1276,0.0045,1.848975413,darkgreen,Weltzin et al. 2000,0.102872089
535,1563,2,0.0752,0.0052,1.83903773,darkgreen,Weltzin et al. 2000,-0.583104586
536,1565,2,0.0313,0.0036,1.864313018,darkgreen,Weltzin et al. 2000,-0.583104586
537,1567,3,0.1316,0.005,1.841733537,darkgreen,Weltzin et al. 2000,0.102872089
538,1569,3,-0.1238,0.0049,1.843122155,darkgreen,Weltzin et al. 2000,0.102872089
539,1571,2,0.2318,0.0089,1.802100448,darkgreen,Weltzin et al. 2000,-0.583104586
540,1572,2,0.2331,0.0022,1.898163021,darkgreen,Weltzin et al. 2000,-0.583104586
541,1576,2,0.0125,0.0114,1.785084454,darkgreen,Weltzin et al. 2000,-0.583104586
542,1577,2,0.0114,0.0022,1.898163021,darkgreen,Weltzin et al. 2000,-0.583104586
543,1580,3,0.2231,0.0052,1.83903773,darkgreen,Weltzin et al. 2000,0.102872089
544,1581,3,0.2281,0.0017,1.915884711,darkgreen,Weltzin et al. 2000,0.102872089
545,1585,3,-0.1417,0.0096,1.796896453,darkgreen,Weltzin et al. 2000,0.102872089
546,1586,3,-0.0499,0.0019,1.908239701,darkgreen,Weltzin et al. 2000,0.102872089
547,1625,3.5,0.6562,0.0631,1.667472766,darkgreen,Wookey et al.1995,0.445860427
548,1626,3.5,2.5727,0.4968,1.525641923,darkgreen,Wookey et al.1995,0.445860427
549,1627,3.5,0.3066,0.1545,1.605923077,darkgreen,Wookey et al.1995,0.445860427
550,1628,3.5,1.0205,0.2591,1.570386095,darkgreen,Wookey et al.1995,0.445860427
551,1629,3.5,0.0972,0.1077,1.630725455,darkgreen,Wookey et al.1995,0.445860427
552,1630,3.5,0.5291,0.2003,1.588078143,darkgreen,Wookey et al.1995,0.445860427
553,1631,3.5,0.5732,0.0714,1.658978787,darkgreen,Wookey et al.1995,0.445860427
554,1632,3.5,-0.6571,0.0597,1.671279871,darkgreen,Wookey et al.1995,0.445860427
555,1671,0.51,0.6444,0.0018,1.911955971,darkgreen,Yin et al. 2008,-1.605209833
556,1672,0.51,0.3716,0.0087,1.803662658,darkgreen,Yin et al. 2008,-1.605209833
557,1675,0.51,0.4166,0.0021,1.901360539,darkgreen,Yin et al. 2008,-1.605209833
558,1676,0.51,0.3567,0.0342,1.709572161,darkgreen,Yin et al. 2008,-1.605209833
559,1679,0.69,0.1178,0.0161,1.761356984,darkgreen,Yin et al. 2008,-1.481734031
560,1680,0.69,0.1431,0.0028,1.881586927,darkgreen,Yin et al. 2008,-1.481734031
561,1683,0.69,0.012,0.002,1.904714094,darkgreen,Yin et al. 2008,-1.481734031
562,1684,0.69,0.3545,0.0059,1.830357025,darkgreen,Yin et al. 2008,-1.481734031
