Unit_ID,X.1,X,LRR,var.LRR,scale,col,Study,pr.st
32,139,5,-0.0759,0.0192,1.7492535,darkgreen,Chapin & Shaver 1985,1.47482544
33,140,5,0.2231,0.008,1.809428189,darkgreen,Chapin & Shaver 1985,1.47482544
34,141,5,0.2838,0.0058,1.831531999,darkgreen,Chapin & Shaver 1985,1.47482544
35,142,5,0.3075,0.0082,1.807730961,darkgreen,Chapin & Shaver 1985,1.47482544
36,143,5,0.1373,0.0084,1.806074633,darkgreen,Chapin & Shaver 1985,1.47482544
37,144,5,-0.1759,0.0035,1.866249322,darkgreen,Chapin & Shaver 1985,1.47482544
38,145,5,-0.0756,0.0045,1.848975413,darkgreen,Chapin & Shaver 1985,1.47482544
39,146,5,-0.1823,0.0302,1.718121583,darkgreen,Chapin & Shaver 1985,1.47482544
40,147,5,0.2744,0.0101,1.793406655,darkgreen,Chapin & Shaver 1985,1.47482544
41,148,5,0.0953,0.0062,1.826948017,darkgreen,Chapin & Shaver 1985,1.47482544
42,149,5,0.2834,0.0086,1.804457282,darkgreen,Chapin & Shaver 1985,1.47482544
43,150,5,0.4186,0.0029,1.879174951,darkgreen,Chapin & Shaver 1985,1.47482544
44,151,5,0.0572,0.0125,1.778752979,darkgreen,Chapin & Shaver 1985,1.47482544
45,152,5,-0.2469,0.0417,1.695943844,darkgreen,Chapin & Shaver 1985,1.47482544
46,153,5,-0.4722,0.0204,1.745086512,darkgreen,Chapin & Shaver 1985,1.47482544
47,154,5,-0.2432,0.0075,1.813864196,darkgreen,Chapin & Shaver 1985,1.47482544
48,155,5,-0.5851,0.0298,1.719038053,darkgreen,Chapin & Shaver 1985,1.47482544
49,156,5,0.1617,0.0195,1.748187832,darkgreen,Chapin & Shaver 1985,1.47482544
50,157,5,0.3807,0.0136,1.772955853,darkgreen,Chapin & Shaver 1985,1.47482544
51,158,5,-0.0645,0.0361,1.705855891,darkgreen,Chapin & Shaver 1985,1.47482544
52,159,5,0.0887,0.0077,1.812055295,darkgreen,Chapin & Shaver 1985,1.47482544
53,160,5,-0.2696,0.0106,1.790085514,darkgreen,Chapin & Shaver 1985,1.47482544
54,161,5,-0.4896,0.0067,1.82161711,darkgreen,Chapin & Shaver 1985,1.47482544
55,162,5,-0.2838,0.0091,1.800572958,darkgreen,Chapin & Shaver 1985,1.47482544
56,163,5,-0.2412,0.0167,1.758842036,darkgreen,Chapin & Shaver 1985,1.47482544
57,164,3.5,0.2021,0.0381,1.702149642,darkgreen,Chapin et al. 1995,0.445860427
58,165,3.5,0.0696,0.0332,1.711611902,darkgreen,Chapin et al. 1995,0.445860427
59,166,3.5,-0.2542,0.1509,1.607543606,darkgreen,Chapin et al. 1995,0.445860427
60,167,3.5,-1.6487,0.1369,1.614236029,darkgreen,Chapin et al. 1995,0.445860427
61,168,3.5,-0.2406,0.0446,1.691322652,darkgreen,Chapin et al. 1995,0.445860427
62,169,3.5,0.0259,0.1033,1.633592512,darkgreen,Chapin et al. 1995,0.445860427
63,170,3.5,0.0408,0.2136,1.583659296,darkgreen,Chapin et al. 1995,0.445860427
64,171,3.5,0.8575,0.2139,1.583562827,darkgreen,Chapin et al. 1995,0.445860427
65,172,3.5,-0.0924,0.0615,1.669238109,darkgreen,Chapin et al. 1995,0.445860427
66,173,3.5,-0.9205,0.1669,1.600616743,darkgreen,Chapin et al. 1995,0.445860427
67,174,3.5,0.0935,0.0744,1.656149818,darkgreen,Chapin et al. 1995,0.445860427
68,175,3.5,-2.615,0.545,1.51927725,darkgreen,Chapin et al. 1995,0.445860427
69,176,3.5,-0.2801,0.1202,1.623177923,darkgreen,Chapin et al. 1995,0.445860427
70,177,3.5,0.3818,0.0412,1.696772976,darkgreen,Chapin et al. 1995,0.445860427
71,178,3.5,0.1562,0.0258,1.728944989,darkgreen,Chapin et al. 1995,0.445860427
72,179,3.5,0.2154,0.0342,1.709572161,darkgreen,Chapin et al. 1995,0.445860427
73,180,3.5,-0.2167,0.1073,1.630981211,darkgreen,Chapin et al. 1995,0.445860427
74,181,3.5,-0.8473,0.5001,1.525186864,darkgreen,Chapin et al. 1995,0.445860427
75,182,3.5,-0.6617,0.1036,1.633393186,darkgreen,Chapin et al. 1995,0.445860427
76,183,3.5,-2.5802,0.7722,1.495326265,darkgreen,Chapin et al. 1995,0.445860427
77,184,3.5,-1.0531,0.1141,1.626757724,darkgreen,Chapin et al. 1995,0.445860427
78,185,3.5,-0.9555,0.2794,1.565201446,darkgreen,Chapin et al. 1995,0.445860427
79,186,3.5,-0.6259,0.2651,1.56881256,darkgreen,Chapin et al. 1995,0.445860427
80,187,3.5,-0.0723,0.2679,1.568090393,darkgreen,Chapin et al. 1995,0.445860427
81,188,3.5,-0.8979,0.2094,1.585024277,darkgreen,Chapin et al. 1995,0.445860427
82,189,3.5,0.6833,0.1687,1.599879419,darkgreen,Chapin et al. 1995,0.445860427
83,190,3.5,0.1994,0.1857,1.593280211,darkgreen,Chapin et al. 1995,0.445860427
84,191,3.5,0.3054,0.2387,1.576022754,darkgreen,Chapin et al. 1995,0.445860427
85,192,3.5,-0.4595,0.4241,1.536516936,darkgreen,Chapin et al. 1995,0.445860427
86,193,3.5,0.2034,0.0712,1.65917159,darkgreen,Chapin et al. 1995,0.445860427
87,230,0.2,0.389,0.0596,1.6713951,darkgreen,Day et al. 2008,-1.817862602
88,231,1.3,0.4638,0.0659,1.664488485,darkgreen,Day et al. 2008,-1.063288259
89,232,0.2,0.1234,0.0524,1.680244565,darkgreen,Day et al. 2008,-1.817862602
90,233,1.3,0.2877,0.045,1.690708949,darkgreen,Day et al. 2008,-1.063288259
91,234,0.8,0.5644,0.0695,1.660832627,darkgreen,Day et al. 2009,-1.406276597
92,235,0.8,0.3389,0.0547,1.67729194,darkgreen,Day et al. 2009,-1.406276597
93,236,0.8,0.1744,0.0938,1.640223479,darkgreen,Day et al. 2009,-1.406276597
94,237,0.8,-0.3438,0.1584,1.604209575,darkgreen,Day et al. 2009,-1.406276597
95,238,0.8,0.147,0.1197,1.623464435,darkgreen,Day et al. 2009,-1.406276597
96,239,0.8,0.4787,0.0642,1.666284871,darkgreen,Day et al. 2009,-1.406276597
97,240,0.8,-0.0071,0.0763,1.654416546,darkgreen,Day et al. 2009,-1.406276597
98,241,0.8,-0.9163,0.5703,1.516158314,darkgreen,Day et al. 2009,-1.406276597
99,242,0.8,0,0.082,1.649464497,darkgreen,Day et al. 2009,-1.406276597
100,243,0.8,0.3083,0.055,1.676915999,darkgreen,Day et al. 2009,-1.406276597
101,265,1,-1.9042,0.6187,1.510559362,darkgreen,De Dato et al. 2008,-1.269081262
102,266,1,0.4507,0.2082,1.585419302,darkgreen,De Dato et al. 2008,-1.269081262
103,267,1,0.4055,0.8919,1.485420942,darkgreen,De Dato et al. 2008,-1.269081262
104,268,1,0.6592,0.561,1.517288417,darkgreen,De Dato et al. 2008,-1.269081262
105,269,1,-0.2314,0.6012,1.512531543,darkgreen,De Dato et al. 2008,-1.269081262
106,270,1,0.0369,0.1573,1.604688561,darkgreen,De Dato et al. 2008,-1.269081262
107,319,1,-0.1886,0.0209,1.743422163,darkgreen,Dukes et al. 2005,-1.269081262
108,320,1,-0.0392,0.0315,1.715224735,darkgreen,Dukes et al. 2005,-1.269081262
109,321,1,-0.1195,0.0094,1.798343543,darkgreen,Dukes et al. 2005,-1.269081262
110,322,1,0.0157,0.0475,1.686992679,darkgreen,Dukes et al. 2005,-1.269081262
111,323,1,0.2458,0.0629,1.667690971,darkgreen,Dukes et al. 2005,-1.269081262
112,334,1,-0.1683,0.136,1.61468939,darkgreen,Dukes et al. 2005,-1.269081262
113,335,1,-0.1823,0.0265,1.727104956,darkgreen,Dukes et al. 2005,-1.269081262
114,336,1,0.1054,0.0536,1.678688251,darkgreen,Dukes et al. 2005,-1.269081262
115,337,1,0.1103,0.078,1.652901926,darkgreen,Dukes et al. 2005,-1.269081262
116,338,1,0.1961,0.0453,1.690252242,darkgreen,Dukes et al. 2005,-1.269081262
117,349,1,-0.1733,0.0391,1.700368863,darkgreen,Dukes et al. 2005,-1.269081262
118,350,1,0.016,0.0203,1.745424273,darkgreen,Dukes et al. 2005,-1.269081262
119,351,1,-0.0645,0.0842,1.647644711,darkgreen,Dukes et al. 2005,-1.269081262
120,352,1,0.1206,0.0547,1.67729194,darkgreen,Dukes et al. 2005,-1.269081262
121,353,1,0.0217,0.0558,1.67592343,darkgreen,Dukes et al. 2005,-1.269081262
122,364,1,-0.0247,0.0424,1.694799608,darkgreen,Dukes et al. 2005,-1.269081262
123,365,1,-0.1313,0.1296,1.618002525,darkgreen,Dukes et al. 2005,-1.269081262
124,366,1,0.2605,0.0575,1.673860641,darkgreen,Dukes et al. 2005,-1.269081262
125,367,1,-0.1335,0.0293,1.720201097,darkgreen,Dukes et al. 2005,-1.269081262
126,368,1,-0.2252,0.0247,1.731939826,darkgreen,Dukes et al. 2005,-1.269081262
127,379,1,-0.1476,0.0351,1.707786755,darkgreen,Dukes et al. 2005,-1.269081262
128,380,1,0.058,0.0307,1.716992916,darkgreen,Dukes et al. 2005,-1.269081262
129,381,1,0.1942,0.0758,1.65486845,darkgreen,Dukes et al. 2005,-1.269081262
130,382,1,0.1245,0.0237,1.734780488,darkgreen,Dukes et al. 2005,-1.269081262
131,383,1,-0.113,0.0282,1.72283125,darkgreen,Dukes et al. 2005,-1.269081262
132,394,1,0.1398,0.0232,1.736246093,darkgreen,Dukes et al. 2005,-1.269081262
133,395,1,-0.3584,0.0283,1.722587942,darkgreen,Dukes et al. 2005,-1.269081262
134,396,1,0.1584,0.051,1.682105954,darkgreen,Dukes et al. 2005,-1.269081262
135,397,1,0.1738,0.045,1.690708949,darkgreen,Dukes et al. 2005,-1.269081262
136,398,1,0.1011,0.0548,1.677166398,darkgreen,Dukes et al. 2005,-1.269081262
137,409,1,0.0458,0.0175,1.755625811,darkgreen,Dukes et al. 2005,-1.269081262
138,410,1,0.3254,0.0878,1.644767043,darkgreen,Dukes et al. 2005,-1.269081262
139,411,1,0.3642,0.0131,1.775530471,darkgreen,Dukes et al. 2005,-1.269081262
140,412,1,-0.2162,0.0302,1.718121583,darkgreen,Dukes et al. 2005,-1.269081262
141,413,1,-0.0339,0.029,1.720908488,darkgreen,Dukes et al. 2005,-1.269081262
142,424,1,0.4574,0.0258,1.728944989,darkgreen,Dukes et al. 2005,-1.269081262
143,425,1,-0.171,0.0177,1.754844732,darkgreen,Dukes et al. 2005,-1.269081262
144,426,1,0.1193,0.0286,1.721863146,darkgreen,Dukes et al. 2005,-1.269081262
145,427,1,0.1854,0.0073,1.815721991,darkgreen,Dukes et al. 2005,-1.269081262
146,428,1,0.0883,0.0314,1.715443286,darkgreen,Dukes et al. 2005,-1.269081262
147,544,5,-1.2408,0.1497,1.608092386,darkgreen,Gough & Hobbie 2003,1.47482544
148,552,5,0.7342,0.1224,1.621931266,darkgreen,Gough & Hobbie 2003,1.47482544
149,560,5,-1.825,0.2713,1.567223554,darkgreen,Gough & Hobbie 2003,1.47482544
150,565,5,-0.7286,0.3095,1.558168994,darkgreen,Gough & Hobbie 2003,1.47482544
151,570,5,-0.2039,0.1042,1.63299626,darkgreen,Gough & Hobbie 2003,1.47482544
152,577,5,-1.5391,0.1884,1.592288039,darkgreen,Gough & Hobbie 2003,1.47482544
153,578,5,-1.6698,0.1721,1.598507916,darkgreen,Gough & Hobbie 2003,1.47482544
154,583,5,-0.0632,0.033,1.712027216,darkgreen,Gough & Hobbie 2003,1.47482544
155,590,5,-0.1789,0.041,1.69710745,darkgreen,Gough & Hobbie 2003,1.47482544
156,591,5,-1.5907,0.0411,1.69694001,darkgreen,Gough & Hobbie 2003,1.47482544
157,596,3,0.1133,0.1442,1.610665251,darkgreen,Grime et al. 2008,0.102872089
158,597,3,-0.0035,0.1301,1.617737857,darkgreen,Grime et al. 2008,0.102872089
159,598,3,-0.0976,0.0386,1.701253486,darkgreen,Grime et al. 2008,0.102872089
160,599,3,-0.0479,0.0345,1.708971858,darkgreen,Grogan & Chapin 2000,0.102872089
161,600,3,-1.6642,0.1946,1.590062506,darkgreen,Grogan & Chapin 2000,0.102872089
162,601,3,-0.0235,0.1357,1.614841177,darkgreen,Grogan & Chapin 2000,0.102872089
163,602,3,0.445,0.044,1.692253604,darkgreen,Grogan & Chapin 2000,0.102872089
164,603,3,0.4778,0.1235,1.621316315,darkgreen,Grogan & Chapin 2000,0.102872089
165,604,3,0.4869,0.056,1.675677511,darkgreen,Grogan & Chapin 2000,0.102872089
166,611,0.8,0,0.0066,1.822650727,darkgreen,Gugerli & Bauert 2001,-1.406276597
167,612,1,0,0.007,1.818606369,darkgreen,Gugerli & Bauert 2001,-1.269081262
168,613,1.3,0.1054,0.0035,1.866249322,darkgreen,Gugerli & Bauert 2001,-1.063288259
169,637,4.4,0.6357,0.0759,1.654777831,darkgreen,Hobbie & Chapin 1998,1.063239435
170,638,4.4,-0.3075,0.5351,1.520537297,darkgreen,Hobbie & Chapin 1998,1.063239435
171,639,4.4,-0.9676,0.874,1.486814436,darkgreen,Hobbie & Chapin 1998,1.063239435
172,640,4.4,-0.3301,0.0394,1.699843503,darkgreen,Hobbie & Chapin 1998,1.063239435
173,645,4.4,-0.8755,1.6502,1.443128911,darkgreen,Hobbie & Chapin 1998,1.063239435
174,646,4.4,-0.4638,0.2681,1.568039098,darkgreen,Hobbie & Chapin 1998,1.063239435
175,647,4.4,0.1744,0.5681,1.516423977,darkgreen,Hobbie & Chapin 1998,1.063239435
176,648,4.4,0.178,0.0702,1.660143802,darkgreen,Hobbie & Chapin 1998,1.063239435
177,653,4.4,-0.3185,0.3043,1.55933363,darkgreen,Hobbie & Chapin 1998,1.063239435
178,654,4.4,0.6931,0.2517,1.572377752,darkgreen,Hobbie & Chapin 1998,1.063239435
179,657,4.4,1.0716,0.2516,1.572405065,darkgreen,Hobbie & Chapin 1998,1.063239435
180,658,4.4,-0.4411,0.2001,1.588146809,darkgreen,Hobbie & Chapin 1998,1.063239435
181,668,4.4,0.0189,0.0116,1.783889046,darkgreen,Hobbie & Chapin 1998,1.063239435
182,669,4.4,0.0156,0.0376,1.703057638,darkgreen,Hobbie & Chapin 1998,1.063239435
183,670,4.4,0.2412,0.0399,1.698976729,darkgreen,Hobbie & Chapin 1998,1.063239435
184,671,4.4,-0.0574,0.0288,1.721384159,darkgreen,Hobbie & Chapin 1998,1.063239435
185,672,4.4,-0.1203,0.0292,1.720436086,darkgreen,Hobbie & Chapin 1998,1.063239435
186,673,4.4,0.0599,0.0266,1.72684607,darkgreen,Hobbie & Chapin 1998,1.063239435
187,674,4.4,0.1292,0.117,1.625032585,darkgreen,Hobbie & Chapin 1998,1.063239435
188,729,2.04,-0.1088,0.0029,1.879174951,darkgreen,Hovenden et al. 2008,-0.555665519
189,731,1.99,-0.4664,0.0024,1.892182359,darkgreen,Hovenden et al. 2008,-0.589964353
190,744,2.4,-0.768,0.5386,1.520089181,darkgreen,Jonasson et al. 1999,-0.308713916
191,745,2.8,0.413,0.2045,1.586651789,darkgreen,Jonasson et al. 1999,-0.034323246
192,746,3.9,0.4702,0.1518,1.607134878,darkgreen,Jonasson et al. 1999,0.720251097
193,747,4.9,-1.741,0.893,1.485336223,darkgreen,Jonasson et al. 1999,1.406227773
194,748,2.4,0.7321,0.4382,1.534268903,darkgreen,Jonasson et al. 1999,-0.308713916
195,749,2.8,0.0585,0.1823,1.594550337,darkgreen,Jonasson et al. 1999,-0.034323246
196,750,3.9,0.8066,0.2057,1.586249637,darkgreen,Jonasson et al. 1999,0.720251097
197,751,4.9,-0.1919,0.5975,1.512955865,darkgreen,Jonasson et al. 1999,1.406227773
198,752,2.4,0.3109,0.0802,1.650990104,darkgreen,Jonasson et al. 1999,-0.308713916
199,753,2.8,-0.0296,0.0758,1.65486845,darkgreen,Jonasson et al. 1999,-0.034323246
200,754,3.9,0.5418,0.0128,1.777122841,darkgreen,Jonasson et al. 1999,0.720251097
201,755,4.9,0.2232,0.0503,1.6830559,darkgreen,Jonasson et al. 1999,1.406227773
202,756,2.4,0.4278,0.1367,1.614336518,darkgreen,Jonasson et al. 1999,-0.308713916
203,757,2.8,0.5847,0.0933,1.640590846,darkgreen,Jonasson et al. 1999,-0.034323246
204,758,3.9,0.025,0.1288,1.618428125,darkgreen,Jonasson et al. 1999,0.720251097
205,759,4.9,1.0685,0.0884,1.644298931,darkgreen,Jonasson et al. 1999,1.406227773
206,760,2.4,2.8332,0.552,1.518400046,darkgreen,Jonasson et al. 1999,-0.308713916
207,761,2.8,0.4245,0.0733,1.657173637,darkgreen,Jonasson et al. 1999,-0.034323246
208,762,3.9,-0.4369,0.1327,1.616377774,darkgreen,Jonasson et al. 1999,0.720251097
209,763,4.9,3.0573,0.7052,1.501564732,darkgreen,Jonasson et al. 1999,1.406227773
210,768,2.4,-0.6865,0.1297,1.61794951,darkgreen,Jonasson et al. 1999,-0.308713916
211,770,2.8,-0.3283,0.0867,1.645633619,darkgreen,Jonasson et al. 1999,-0.034323246
212,772,3.9,-1.4955,0.0927,1.641034294,darkgreen,Jonasson et al. 1999,0.720251097
213,774,4.9,-0.8317,0.3409,1.551527129,darkgreen,Jonasson et al. 1999,1.406227773
214,776,2.4,0.1876,0.401,1.540366594,darkgreen,Jonasson et al. 1999,-0.308713916
215,777,2.8,0.1807,0.2231,1.580668326,darkgreen,Jonasson et al. 1999,-0.034323246
216,778,3.9,0.2877,0.1214,1.622495127,darkgreen,Jonasson et al. 1999,0.720251097
217,779,4.9,0,0.5152,1.52314222,darkgreen,Jonasson et al. 1999,1.406227773
218,784,2.4,0.6257,0.1119,1.628095955,darkgreen,Jonasson et al. 1999,-0.308713916
219,786,2.8,0.1694,0.0937,1.640296795,darkgreen,Jonasson et al. 1999,-0.034323246
220,788,3.9,0.1564,0.1619,1.602707362,darkgreen,Jonasson et al. 1999,0.720251097
221,790,4.9,0.3302,0.1862,1.593095392,darkgreen,Jonasson et al. 1999,1.406227773
222,792,2.6,-0.3036,0.0526,1.67998272,darkgreen,Jónsdóttir et al. 2005,-0.171518581
223,793,2.6,-0.2491,0.0564,1.675188297,darkgreen,Jónsdóttir et al. 2005,-0.171518581
224,794,2.6,-0.4813,0.1816,1.594814772,darkgreen,Jónsdóttir et al. 2005,-0.171518581
225,795,2.6,0.1633,0.0355,1.707007888,darkgreen,Jónsdóttir et al. 2005,-0.171518581
226,796,2.6,0.1729,0.0918,1.641704878,darkgreen,Jónsdóttir et al. 2005,-0.171518581
227,797,2.6,0.4104,0.1136,1.627059588,darkgreen,Jónsdóttir et al. 2005,-0.171518581
228,798,2.6,0.4175,0.0484,1.68570253,darkgreen,Jónsdóttir et al. 2005,-0.171518581
229,799,2.6,-0.0074,0.0923,1.641331524,darkgreen,Jónsdóttir et al. 2005,-0.171518581
230,800,2.6,-0.6837,0.0173,1.756415869,darkgreen,Jónsdóttir et al. 2005,-0.171518581
231,801,2.6,0.6105,0.1123,1.627850695,darkgreen,Jónsdóttir et al. 2005,-0.171518581
232,802,2.6,0.3368,0.0539,1.678304617,darkgreen,Jónsdóttir et al. 2005,-0.171518581
233,803,2.6,0.837,0.0738,1.656706373,darkgreen,Jónsdóttir et al. 2005,-0.171518581
234,804,2.6,1.3345,0.0544,1.677669947,darkgreen,Jónsdóttir et al. 2005,-0.171518581
235,805,2.6,0.156,0.0444,1.691631571,darkgreen,Jónsdóttir et al. 2005,-0.171518581
236,806,2.6,0.2089,0.0621,1.668570781,darkgreen,Jónsdóttir et al. 2005,-0.171518581
237,807,2.6,0.7252,0.0559,1.67580036,darkgreen,Jónsdóttir et al. 2005,-0.171518581
238,808,2.6,0.0633,0.0413,1.696606347,darkgreen,Jónsdóttir et al. 2005,-0.171518581
239,809,2.6,-0.1284,0.072,1.658403602,darkgreen,Jónsdóttir et al. 2005,-0.171518581
240,810,2.6,-0.3723,0.0377,1.702875077,darkgreen,Jónsdóttir et al. 2005,-0.171518581
241,811,2.6,-0.1368,0.041,1.69710745,darkgreen,Jónsdóttir et al. 2005,-0.171518581
242,812,2.6,0.9548,0.0377,1.702875077,darkgreen,Jónsdóttir et al. 2005,-0.171518581
243,813,2.6,-0.7323,0.0875,1.645002301,darkgreen,Jónsdóttir et al. 2005,-0.171518581
244,814,2.6,-0.0858,0.1205,1.623006587,darkgreen,Jónsdóttir et al. 2005,-0.171518581
245,815,2.6,0.3857,0.048,1.686272942,darkgreen,Jónsdóttir et al. 2005,-0.171518581
246,870,1.5,-2.2438,0.6021,1.512428724,darkgreen,Klein et al. 2007,-0.926092924
247,871,1.5,-2.4849,0.4601,1.530916842,darkgreen,Klein et al. 2007,-0.926092924
248,872,1.5,0.307,0.0436,1.692881319,darkgreen,Klein et al. 2007,-0.926092924
249,873,1.5,2.0541,1.1929,1.465433807,darkgreen,Klein et al. 2007,-0.926092924
250,874,1.5,-1.1405,0.0879,1.644688803,darkgreen,Klein et al. 2007,-0.926092924
251,875,1.5,2.5389,1.277,1.460751199,darkgreen,Klein et al. 2007,-0.926092924
252,876,1.5,-0.0066,0.0031,1.87459097,darkgreen,Klein et al. 2007,-0.926092924
253,877,1.5,-0.0465,0.008,1.809428189,darkgreen,Klein et al. 2007,-0.926092924
254,878,1.5,-0.1841,0.0054,1.836443677,darkgreen,Klein et al. 2007,-0.926092924
255,879,1.5,-0.3677,0.0097,1.796184175,darkgreen,Klein et al. 2007,-0.926092924
256,880,1.5,0.178,0.0058,1.831531999,darkgreen,Klein et al. 2007,-0.926092924
257,881,1.5,-0.1275,0.0015,1.924487706,darkgreen,Klein et al. 2007,-0.926092924
258,882,1.5,-0.0478,5.00E-04,2,darkgreen,Klein et al. 2007,-0.926092924
259,883,4.2,-3.0445,1.2859,1.46027382,darkgreen,Kostiainen et al. 2009,0.9260441
260,884,4.2,-0.2126,0.0483,1.68584469,darkgreen,Kostiainen et al. 2009,0.9260441
261,885,4.2,-0.1617,0.0909,1.642382068,darkgreen,Kostiainen et al. 2009,0.9260441
262,886,4.2,-0.3198,0.0799,1.651247697,darkgreen,Kostiainen et al. 2009,0.9260441
263,887,4.2,0.3773,0.221,1.581318373,darkgreen,Kostiainen et al. 2009,0.9260441
264,888,4.2,0.2479,0.0581,1.67314713,darkgreen,Kostiainen et al. 2009,0.9260441
265,889,4.2,1.5195,1.0189,1.476270703,darkgreen,Kostiainen et al. 2009,0.9260441
266,890,4.2,0.4206,0.1347,1.615349569,darkgreen,Kostiainen et al. 2009,0.9260441
267,891,1.9,0.3877,0.0389,1.700721347,darkgreen,Kudo & Suzuki 2003,-0.651702254
268,892,1.9,0.3544,0.0317,1.714789706,darkgreen,Kudo & Suzuki 2003,-0.651702254
269,893,1.9,0.4323,0.2869,1.563380725,darkgreen,Kudo & Suzuki 2003,-0.651702254
270,894,1.9,0.6592,0.138,1.613685952,darkgreen,Kudo & Suzuki 2003,-0.651702254
271,895,1.9,0.5206,0.0683,1.66202977,darkgreen,Kudo & Suzuki 2003,-0.651702254
272,896,1.9,-0.3227,0.042,1.695451123,darkgreen,Kudo & Suzuki 2003,-0.651702254
273,897,1.9,-0.1037,0.0349,1.708179523,darkgreen,Kudo & Suzuki 2003,-0.651702254
274,898,1.9,0.733,0.111,1.628651013,darkgreen,Kudo & Suzuki 2003,-0.651702254
275,899,1.9,1.078,0.1256,1.62015738,darkgreen,Kudo & Suzuki 2003,-0.651702254
276,900,1.9,0.7339,0.0723,1.658117804,darkgreen,Kudo & Suzuki 2003,-0.651702254
277,901,1.9,0.7691,0.1219,1.622212618,darkgreen,Kudo & Suzuki 2003,-0.651702254
278,902,1.9,-0.0752,0.0833,1.648383355,darkgreen,Kudo & Suzuki 2003,-0.651702254
279,903,1.9,0.0229,0.0943,1.639858065,darkgreen,Kudo & Suzuki 2003,-0.651702254
280,904,1.9,0.1625,0.086,1.646190819,darkgreen,Kudo & Suzuki 2003,-0.651702254
281,905,1.9,-0.2085,0.0604,1.67047863,darkgreen,Kudo & Suzuki 2003,-0.651702254
282,1018,0.35,0.1021,0.0328,1.712445055,darkgreen,Llorens et al. 2004,-1.714966101
283,1019,0.35,0.3254,0.0456,1.689798549,darkgreen,Llorens et al. 2004,-1.714966101
284,1020,0.35,0.2474,0.0678,1.6625348,darkgreen,Llorens et al. 2004,-1.714966101
285,1021,0.35,0.2476,0.0432,1.693514819,darkgreen,Llorens et al. 2004,-1.714966101
286,1022,0.35,-0.0083,0.0582,1.673028928,darkgreen,Llorens et al. 2004,-1.714966101
287,1023,0.35,0.0509,0.0381,1.702149642,darkgreen,Llorens et al. 2004,-1.714966101
288,1024,4.5,-0.0299,0.004,1.857071142,darkgreen,Luomala et al. 2003,1.131837103
289,1025,4.5,-0.0264,0.0045,1.848975413,darkgreen,Luomala et al. 2003,1.131837103
