Unit_ID,X.1,X,LRR,var.LRR,col,scale,Study,Sys1,pr.st
41,657,0.9375,-0.196362529,0.041326815,darkgreen,1.014943727,59,T,1.052739215
42,706,0.4375,-0.013675427,0.096592765,darkgreen,1.0063923,59,T,-1.311161451
43,707,0.75,-0.029287192,0.098982974,darkgreen,1.006237885,59,T,0.166276465
44,708,0.9375,-0.987073951,0.815494275,darkgreen,1.000755127,59,T,1.052739215
45,709,0.9375,-0.479674034,0.149013638,darkgreen,1.004142773,59,T,1.052739215
46,710,0.4375,-0.010554188,0.08158801,darkgreen,1.007568322,59,T,-1.311161451
47,711,0.75,-0.025699243,0.083241662,darkgreen,1.007417927,59,T,0.166276465
48,712,0.75,-0.063971651,0.086040204,darkgreen,1.007176577,59,T,0.166276465
49,713,0.9375,-0.52880731,0.154216462,darkgreen,1.004002931,59,T,1.052739215
50,714,0.4375,-0.013455861,0.061566875,darkgreen,1.010030235,59,T,-1.311161451
51,715,0.9375,-0.107231361,0.012801738,darkgreen,1.048246735,59,T,1.052739215
52,716,0.4375,0.014907849,0.011862968,darkgreen,1.052064898,59,T,-1.311161451
53,717,0.75,0.001200841,0.012978714,darkgreen,1.047588818,59,T,0.166276465
54,718,0.75,-0.382992252,1.267609169,darkgreen,1.00048498,59,T,0.166276465
55,719,0.4375,-0.327642157,1.211767181,darkgreen,1.000507435,59,T,-1.311161451
56,720,0.9375,-0.439863763,0.8615698,darkgreen,1.000714621,59,T,1.052739215
57,721,0.75,-0.365591261,1.240793928,darkgreen,1.00049551,59,T,0.166276465
58,722,0.9375,-0.993877807,2.48806592,darkgreen,1.000245961,59,T,1.052739215
59,723,0.4375,0.137602219,0.745619593,darkgreen,1.000826107,59,T,-1.311161451
60,724,0.9375,-0.325490356,0.032111671,darkgreen,1.019232814,59,T,1.052739215
61,725,0.4375,0.036004757,0.009960083,darkgreen,1.062012393,59,T,-1.311161451
62,726,0.75,0.030878731,0.010255612,darkgreen,1.060225358,59,T,0.166276465
63,727,0.4375,-0.152574112,0.102798085,darkgreen,1.006006296,59,T,-1.311161451
64,728,0.9375,-0.595891167,0.145605974,darkgreen,1.004239782,59,T,1.052739215
65,729,0.75,-0.01556647,0.079626979,darkgreen,1.007754769,59,T,0.166276465
66,778,0.4375,0.002701487,0.074383168,darkgreen,1.008301621,59,T,-1.311161451
67,779,0.75,-0.062316765,0.109023538,darkgreen,1.005663194,59,T,0.166276465
68,780,0.9375,-0.169598511,0.083786125,darkgreen,1.007369708,59,T,1.052739215
69,781,0.75,-0.03985032,0.103022349,darkgreen,1.005993216,59,T,0.166276465
70,782,0.4375,-0.059235191,0.105787933,darkgreen,1.005836477,59,T,-1.311161451
71,783,0.9375,-0.400323709,0.167625686,darkgreen,1.003682532,59,T,1.052739215
72,784,0.4375,0.033269868,0.046904897,darkgreen,1.013166298,59,T,-1.311161451
73,785,0.75,-0.017747906,0.059302329,darkgreen,1.010413342,59,T,0.166276465
74,786,0.9375,-0.323031174,0.107223099,darkgreen,1.005758326,59,T,1.052739215
75,787,0.4375,-0.07986504,0.013638922,darkgreen,1.045285114,59,T,-1.311161451
76,788,0.9375,-0.219242145,0.010111795,darkgreen,1.061081957,59,T,1.052739215
77,789,0.75,0.01761229,0.004904352,darkgreen,1.12594124,59,T,0.166276465
78,790,0.4375,-0.482198902,3.219473368,darkgreen,1.000189562,59,T,-1.311161451
79,791,0.75,0.858597416,2.054109727,darkgreen,1.000298407,59,T,0.166276465
80,792,0.9375,-0.200670695,1.883675972,darkgreen,1.000325614,59,T,1.052739215
81,793,0.75,0.434973343,1.828518806,darkgreen,1.000335506,59,T,0.166276465
82,794,0.9375,-1.221044788,6.359875279,darkgreen,1.000094827,59,T,1.052739215
83,795,0.4375,-0.023155883,0.16073379,darkgreen,1.003840529,59,T,-1.311161451
84,796,0.75,-0.531057528,0.825189638,darkgreen,1.000746227,59,T,0.166276465
85,797,0.9375,-0.239732464,0.174631081,darkgreen,1.003534714,59,T,1.052739215
86,798,0.75,0.016997576,0.237903741,darkgreen,1.002594015,59,T,0.166276465
87,799,0.9375,-0.122975062,0.211554296,darkgreen,1.00291739,59,T,1.052739215
88,800,0.4375,0.074974943,0.226221301,darkgreen,1.002728093,59,T,-1.311161451
89,849,0.75,-0.026366876,0.060693191,darkgreen,1.010174654,59,T,0.166276465
90,850,0.4375,0.014760416,0.055330889,darkgreen,1.011160936,59,T,-1.311161451
91,851,0.4375,-0.048251951,0.184203027,darkgreen,1.003350917,59,T,-1.311161451
92,852,0.75,-0.084201185,0.205563518,darkgreen,1.003002478,59,T,0.166276465
93,853,0.9375,-0.993924947,0.839846099,darkgreen,1.000733165,59,T,1.052739215
94,854,0.4375,-0.043802623,0.299753702,darkgreen,1.002058303,59,T,-1.311161451
95,855,0.75,-1.113001026,4.7520858,darkgreen,1.000127686,59,T,0.166276465
96,856,0.4375,-0.22733643,0.199121081,darkgreen,1.003099696,59,T,-1.311161451
97,857,0.75,-0.160306267,0.067468828,darkgreen,1.009152622,59,T,0.166276465
98,858,0.9375,-0.627563181,0.165285647,darkgreen,1.003734701,59,T,1.052739215
99,859,0.9375,-0.34257602,0.798041735,darkgreen,1.000771691,59,T,1.052739215
100,860,0.4375,-0.953485102,2.31946318,darkgreen,1.000264006,59,T,-1.311161451
101,861,0.75,-0.362778727,1.863880328,darkgreen,1.000329097,59,T,0.166276465
102,862,0.4375,-0.223452146,0.078342971,darkgreen,1.007881904,59,T,-1.311161451
103,863,0.75,-0.351267981,0.083499976,darkgreen,1.007394972,59,T,0.166276465
104,864,0.9375,-0.970495094,0.320559446,darkgreen,1.001924561,59,T,1.052739215
105,865,0.4375,0.025205189,0.148373646,darkgreen,1.004160653,59,T,-1.311161451
106,866,0.9375,-0.553254681,0.453581457,darkgreen,1.001359472,59,T,1.052739215
107,867,0.75,-0.022780028,0.177733915,darkgreen,1.003472966,59,T,0.166276465
108,868,0.75,-0.118282961,0.069477949,darkgreen,1.008887886,59,T,0.166276465
109,869,0.4375,0.000799361,0.056837614,darkgreen,1.010865007,59,T,-1.311161451
110,870,0.9375,-0.366259774,0.089731661,darkgreen,1.006881246,59,T,1.052739215
111,878,0.933333333,-0.661398482,0.139521983,darkgreen,1.004424761,61,T,1.033040041
112,879,0.966666667,-0.175890666,0.266673676,darkgreen,1.002313914,61,T,1.190633422
113,880,0.733333333,-0.087598059,0.160419392,darkgreen,1.003848061,61,T,0.087479775
114,881,0.866666667,-0.678205601,0.164036648,darkgreen,1.003763155,61,T,0.717853289
115,882,0.983333333,-0.900290391,0.15475301,darkgreen,1.003989044,61,T,1.269430108
116,922,0.875,-0.806849768,0.06450965,darkgreen,1.009572575,65,T,0.757251632
117,923,0.9375,-0.939135365,0.057153969,darkgreen,1.010804855,65,T,1.052739215
118,924,0.75,-0.656445814,0.040269652,darkgreen,1.015336092,65,T,0.166276465
119,925,0.5,-0.494602788,0.045476086,darkgreen,1.013580042,65,T,-1.015673868
120,938,0.944444444,-0.388851307,0.201930555,darkgreen,1.003056538,65,T,1.085571167
121,939,0.555555556,-0.729896723,0.156562608,darkgreen,1.003942911,65,T,-0.753018236
122,940,0.888888889,-0.455673804,0.18468425,darkgreen,1.00334218,65,T,0.82291554
123,941,0.777777778,-0.419741794,0.179540925,darkgreen,1.003437989,65,T,0.297604281
124,974,0.428571429,0.137783702,0.180819265,darkgreen,1.003413667,65,T,-1.353373961
125,975,0.928571429,-0.95097629,0.092413601,darkgreen,1.006681479,65,T,1.010526705
126,976,0.857142857,-0.146603474,0.143685064,darkgreen,1.004296493,65,T,0.672826607
127,977,0.714285714,-0.186877373,0.098742421,darkgreen,1.006253087,65,T,-0.002573584
128,1006,0.272727273,0.268009307,0.030374214,darkgreen,1.020333095,65,T,-2.09017417
129,1007,0.636363636,-0.15162861,0.031133092,darkgreen,1.019837414,65,T,-0.370973688
130,1008,0.818181818,0.060879237,0.0525115,darkgreen,1.0117603,65,T,0.488626555
131,1009,0.909090909,-0.294923234,0.033057035,darkgreen,1.018682729,65,T,0.918426677
132,1022,0.333333333,-0.431762828,0.222877601,darkgreen,1.002769055,65,T,-1.803640759
133,1023,0.666666667,-0.593483567,0.238837441,darkgreen,1.002583865,65,T,-0.227706978
134,1024,0.916666667,-1.337550838,0.243235328,darkgreen,1.002537105,65,T,0.954243356
135,1025,0.833333333,-0.881165639,0.288326694,darkgreen,1.002139969,65,T,0.560259908
136,1042,0.75,-0.120002792,0.052076992,darkgreen,1.011858442,65,T,0.166276465
137,1043,0.96875,-1.221118211,0.027355813,darkgreen,1.022576872,65,T,1.200483007
138,1044,0.875,-0.419982393,0.028395552,darkgreen,1.021750107,65,T,0.757251632
139,1045,0.9375,-0.883930155,0.054731148,darkgreen,1.011283263,65,T,1.052739215
140,1106,0.8,0,0.05449777,darkgreen,1.011331591,72,T,0.402666532
141,1107,0.6,0.023258953,0.057214181,darkgreen,1.010793482,72,T,-0.542893735
142,1108,0.9,0.040348571,0.04627094,darkgreen,1.013346721,72,T,0.875446665
143,1109,0.7,0.028983742,0.052621595,darkgreen,1.01173569,72,T,-0.070113601
144,1110,0.2,-0.060672626,0.080658629,darkgreen,1.007655554,72,T,-2.434014268
145,1111,0.3,-0.048206682,0.091648677,darkgreen,1.006737263,72,T,-1.961234135
146,1112,0.4,0,0.073859529,darkgreen,1.008360493,72,T,-1.488454001
147,1113,0.5,-0.048206682,0.06791896,darkgreen,1.009091948,72,T,-1.015673868
148,1114,0.1,0.023258953,0.047140378,darkgreen,1.013100517,72,T,-2.906794402
149,1365,0.5,-0.009606577,0.046799758,darkgreen,1.013195882,82,T,-1.015673868
150,1366,0.875,-0.363871211,0.024257612,darkgreen,1.0254607,82,T,0.757251632
151,1367,0.75,-0.574526923,0.074045443,darkgreen,1.008339495,82,T,0.166276465
