"X.1","Unit_ID","Entry","Study","Expt","Ygen","Yspec","Smax","Y.treatment","T_mean","T_sd","T_N","C_mean","C_sd","C_N","X","col","scale","Sys1","pr.st","RR","VRR","CVR","VCVR","VR","VVR","power_RR","power_CVR","power_VR","d20_power_RR","d20_power_CVR","d20_power_VR"
46,46,148,28,"54","SST","g algae L-1",7,"Y1",0.117,0.133,14,0.527,0.377,2,0.857142857,"blue",1.000379203,"A",0.743090064,-1.50502661374361,0.348177519196566,0.00159209297888774,0.886639057658104,-1.50343452076472,0.538461538461538,0.0824079507988771,0.0625974493418332,0.0708351852380696,0.0610071605709045,0.0543057697269663,0.0571015616055611
47,47,149,28,"54","SST","g algae L-1",7,"Y1",0.4,0.475,14,0.596,0.629,2,0.857142857,"blue",1,"A",0.743090064,-0.398776119957368,0.657627444086335,-0.343578794246893,1.19608898254787,-0.742354914204261,0.538461538461538,0.0670254389183647,0.0593210824694888,0.0708351852380696,0.0558103491034364,0.0531896719303807,0.0571015616055611
44,44,140,28,"53","SST","g herbivore L-1",7,"Y1",0.025,0.02,12,0.028,0.019,6,0.857142857,"blue",1.001730405,"A",0.743090064,-0.113328685307003,0.130076530612245,0.110076525149099,0.27553107606679,-0.00325216015790407,0.145454545454545,0.138628683223775,0.0911167512552921,0.129021941799513,0.0797530696359035,0.0639319179258132,0.0765658231821913
41,41,137,28,"53","SST","g algae L-1",7,"Y1",0.057,0.032,42,0.063,0.016,6,0.857142857,"blue",1.014944318,"A",0.743090064,-0.100083458556983,0.0182541194720766,0.705425761068147,0.130449241423296,0.605342302511165,0.11219512195122,0.634119845074554,0.138368600060885,0.153171990168229,0.271228945639476,0.0796668190668546,0.0845743310816734
48,48,150,28,"54","SST","g herbivore L-1",7,"Y1",0.03,0.003,4,0.03,0.013,2,0.857142857,"blue",1.002484294,"A",0.743090064,0,0.0963888888888889,-1.79967040212676,0.763055555555556,-1.79967040212676,0.666666666666667,0.170592116912287,0.0646542969260593,0.0667924950765129,0.0903502666242029,0.0550051926723094,0.0557313024375085
38,38,134,28,"52","SST","g algae L-1",7,"Y1",0.068,0.028,14,0.065,0.018,2,0.857142857,"blue",1.005134526,"A",0.743090064,0.0451204352804696,0.0504539219098708,-0.0648261445398919,0.588915460371409,-0.0197057092594222,0.538461538461538,0.283095833662545,0.0690321914119957,0.0708351852380696,0.128216484920049,0.0564908507935102,0.0571015616055611
45,45,147,28,"54","SST","g algae L-1",7,"Y1",0.057,0.035,14,0.048,0.008,2,0.857142857,"blue",1.006446978,"A",0.743090064,0.171850256926659,0.0408202523853493,0.842517801344457,0.579281790846888,1.01436805827112,0.538461538461538,0.337441243487342,0.0693519648667743,0.0708351852380696,0.147230105177493,0.0565992119473562,0.0571015616055611
40,40,136,28,"52","SST","g algae L-1",7,"Y1",0.48,0.231,13,0.356,0.006,2,0.857142857,"blue",1.015198185,"A",0.743090064,0.298855373049906,0.0179575323294699,2.8934695349105,0.559624198996136,3.19232490796041,0.541666666666667,0.641219690931228,0.0700389556522839,0.0707105564224048,0.274897878760797,0.0568319421156216,0.0570593680043658
43,43,139,28,"53","SST","g algae L-1",7,"Y1",0.458,0.306,42,0.257,0.102,5,0.857142857,"blue",1.006232948,"A",0.743090064,0.577793099218965,0.0421321541628731,0.408014311400364,0.179327276114093,0.985807410619329,0.13719512195122,0.328683019988969,0.113757483157849,0.133909389823998,0.144120732635182,0.0714924523821034,0.0781877322930126
51,51,172,29,"58","SST","g aboveground plant biomass m-2",9,"Y1",248.15,369.629,54,520.65,334.861,30,0.888888889,"darkgreen",1.00468639,"T",0.891129034,-0.741044628942455,0.0548759755983655,0.832021491442597,0.0815513171728613,0.090976862500142,0.0266753415744958,0.264242325723646,0.193155665801119,0.478090203843725,0.121757704421668,0.0978468160627256,0.200478150539518
53,53,173,29,"59","SST","g aboveground plant biomass m-2",9,"Y1",399.75,463.56,54,805.83,322.801,30,0.888888889,"darkgreen",1.008848445,"T",0.891129034,-0.701033450432067,0.0302512647932177,1.05512582556764,0.0569266063677135,0.354092375135569,0.0266753415744958,0.432117502153641,0.256460221183217,0.478090203843725,0.182274453441303,0.119108863995388,0.200478150539518
52,52,172,29,"58","SST","g aboveground plant biomass m-2",9,"Y2",276.467,237.622,30,520.65,334.861,30,0.777777778,"darkgreen",1.006877759,"T",0.372992645,-0.6329865661416,0.0384128595731691,0.289952221589672,0.0728956181938587,-0.343034344551927,0.0344827586206897,0.354927324973809,0.210574606312235,0.388131504275452,0.153497053842389,0.103656073783623,0.165636010183531
54,54,173,29,"59","SST","g aboveground plant biomass m-2",9,"Y2",607.65,477.05,30,805.83,322.801,30,0.777777778,"darkgreen",1.010409383,"T",0.372992645,-0.282273743829322,0.0258935524234837,0.672859016742749,0.0603763110441734,0.390585272913427,0.0344827586206897,0.489461030285082,0.24453003865185,0.388131504275452,0.205128560069065,0.115065645254812,0.165636010183531
49,49,171,29,"57","SST","g aboveground plant biomass m-2",9,"Y1",82.748,133.153,54,109.227,108.843,30,0.888888889,"darkgreen",1.003035204,"T",0.891129034,-0.277628440715332,0.0810498710345729,0.471413389724365,0.107725212609069,0.193784949009034,0.0266753415744958,0.194063274674052,0.157573646606216,0.478090203843725,0.0981489470890817,0.0860333587129155,0.200478150539518
50,50,171,29,"57","SST","g aboveground plant biomass m-2",9,"Y2",85.533,188.867,30,109.227,108.843,30,0.777777778,"darkgreen",1.001007628,"T",0.372992645,-0.244526019106436,0.195625615285754,0.795662605815712,0.230108373906443,0.551136586709276,0.0344827586206897,0.108325815263763,0.0994086358067776,0.388131504275452,0.0696832581503506,0.0667072041484872,0.165636010183531
61,61,177,30,"63","SST","g aboveground plant biomass m-2",6,"Y1",173.11,280.946,21,561.181,353.972,21,0.833333333,"darkgreen",1.001516841,"T",0.632060837,-1.17611626104373,0.144370204383844,0.945060927131475,0.194370204383844,-0.231055333912257,0.05,0.129631160596352,0.108711259102317,0.285211819099624,0.0767680456320703,0.0698117251785086,0.128945306874205
57,57,175,30,"61","SST","g aboveground plant biomass m-2",6,"Y1",271.97,349.204,21,827.848,270.786,21,0.833333333,"darkgreen",1.002929611,"T",0.632060837,-1.1131377965586,0.0835998205947242,1.36746523418107,0.133599820594724,0.254327437622473,0.05,0.189561287602217,0.136228999416393,0.285211819099624,0.0966508164149689,0.0789572023888019,0.128945306874205
59,59,176,30,"62","SST","g aboveground plant biomass m-2",6,"Y1",113,173.25,21,325.581,190.901,21,0.833333333,"darkgreen",1.00176015,"T",0.632060837,-1.05822345990504,0.128307277557528,0.961204128912389,0.178307277557528,-0.0970193309926524,0.05,0.139884245609146,0.11413103751212,0.285211819099624,0.0801694250560939,0.0716167895725917,0.128945306874205
55,55,174,30,"60","SST","g aboveground plant biomass m-2",6,"Y1",279.01,290.34,21,506.152,131.577,21,0.833333333,"darkgreen",1.004695074,"T",0.632060837,-0.595589395961808,0.0547829329267092,1.38704981441476,0.104782932926709,0.791460418452952,0.05,0.264608796242078,0.16067872726952,0.285211819099624,0.121882677356529,0.087062711243036,0.128945306874205
60,60,176,30,"62","SST","g aboveground plant biomass m-2",6,"Y2",204.99,167.401,21,325.581,190.901,21,0.666666667,"darkgreen",1.00540334,"T",-0.145143744,-0.462650081156585,0.0481275568252918,0.331287243847104,0.0981275568252918,-0.131362837309481,0.05,0.29434147818062,0.168397950614354,0.285211819099624,0.132099638484125,0.0896224109677952,0.128945306874205
62,62,177,30,"63","SST","g aboveground plant biomass m-2",6,"Y2",365.486,376.226,21,561.181,353.972,21,0.666666667,"darkgreen",1.003616065,"T",-0.145143744,-0.428815516869712,0.0694045741911375,0.489787729562561,0.119404574191138,0.0609722126928495,0.05,0.218824989464805,0.146776281190085,0.285211819099624,0.106416723202201,0.0824543592477411,0.128945306874205
56,56,174,30,"60","SST","g aboveground plant biomass m-2",6,"Y2",445.105,178.888,21,506.152,131.577,21,0.666666667,"darkgreen",1.025292374,"T",-0.145143744,-0.128526810045357,0.0109095723099889,0.435694490150871,0.0609095723099889,0.307167680105514,0.05,0.845822115592668,0.242803678656309,0.285211819099624,0.415220518485704,0.114482220077965,0.128945306874205
58,58,175,30,"61","SST","g aboveground plant biomass m-2",6,"Y2",729.352,408.234,21,827.848,270.786,21,0.666666667,"darkgreen",1.013593171,"T",-0.145143744,-0.126673093957956,0.0200133399978777,0.537184792337655,0.0700133399978777,0.410511698379699,0.05,0.594549661737614,0.217327490419294,0.285211819099624,0.251630723442345,0.105915154848665,0.128945306874205
71,71,187,31,"64g","SST","g ciliates L-1",3,"Y1",0.001,0.002,15,0.025,0.007,5,0.666666667,"blue",1.000567095,"A",-0.145143744,-3.2188758248682,0.282346666666667,1.87682714208712,0.443060952380952,-1.34204868278108,0.160714285714286,0.0901061733472944,0.0753803513494475,0.121334664029897,0.063593081560479,0.0586383196290247,0.0740125820342684
72,72,187,31,"64g","SST","g ciliates L-1",3,"Y2",0.009,0.001,15,0.025,0.007,5,0.333333333,"blue",1.016575272,"A",-1.699552916,-1.02165124753198,0.0165030452674897,-1.01354461580905,0.177217330981775,-2.03519586334103,0.160714285714286,0.677909695545862,0.114535046958936,0.121334664029897,0.294712550687472,0.0717512518167718,0.0740125820342684
65,65,179,31,"64b","SST","g algae L-1",3,"Y1",0.002,0.002,44,0.004,0.003,15,0.666666667,"blue",1.004232087,"A",-0.145143744,-0.693147180559945,0.0602272727272727,0.263595693714239,0.107569465418303,-0.429551486845706,0.0473421926910299,0.245017878099998,0.157733699879372,0.298374443568245,0.115230584056952,0.086086414597689,0.133498251838357
66,66,179,31,"64b","SST","g algae L-1",3,"Y2",0.003,0.002,45,0.004,0.003,15,0.333333333,"blue",1.005495757,"A",-1.699552916,-0.287682072451781,0.0473765432098765,-0.142133685007033,0.0944544652877986,-0.429815757458814,0.0470779220779221,0.298195404865633,0.173129189787298,0.299760100545859,0.133436092488811,0.0911920609993226,0.133979550657472
67,67,180,31,"64c","SST","g algae L-1",3,"Y1",0.001,0.002,45,0.001,0.001,15,0.333333333,"blue",1.002729906,"A",-1.699552916,0,0.155555555555556,0.668796531209296,0.202633477633478,0.668796531209296,0.0470779220779221,0.123761738666795,0.106263468170257,0.299760100545859,0.0748190427580379,0.0689956566102947,0.133979550657472
68,68,180,31,"64c","SST","g algae L-1",3,"Y2",0.001,0.001,45,0.001,0.001,15,0.666666667,"blue",1.001377092,"A",-0.145143744,0,0.0888888888888889,-0.0243506493506493,0.135966810966811,-0.0243506493506493,0.0470779220779221,0.181049989733708,0.134687841476692,0.299760100545859,0.0938217414717414,0.0784459824208387,0.133979550657472
73,73,188,32,"65","SST","g aboveground plant biomass m-2",13,"Y1",620,297,9,679,100,4,0.923076923,"darkgreen",1.008648023,"T",1.050555614,-0.0909016495195589,0.0309193894818418,1.0752969356675,0.260086056148508,0.984395286147942,0.229166666666667,0.424498458002101,0.0936060966734962,0.0996159357472874,0.179342044795884,0.0647659937662184,0.0667764828717407
78,78,234,45,"91","SST","g aboveground plant biomass m-2",16,"Y1",60.024,49.671,32,171.93,30.524,8,0.9375,"darkgreen",1.010646291,"T",1.117813703,-1.05234293498833,0.02533955479921,1.48395139818402,0.112897158485846,0.43160846319569,0.0875576036866359,0.49784179523843,0.152512769246256,0.183094979948006,0.208597268768415,0.0843558245719147,0.094501126474595
79,79,234,45,"91","SST","g aboveground plant biomass m-2",16,"Y2",86.697,56.107,16,171.93,30.524,8,0.875,"darkgreen",1.008890072,"T",0.826361984,-0.68466813612005,0.0301161019502675,1.25532022052565,0.134878006712172,0.570652084405601,0.104761904761905,0.433692922397121,0.135389935812579,0.160701554610867,0.182883609618334,0.0786788843300393,0.0870702791129133
74,74,233,45,"90","SST","g aboveground plant biomass m-2",16,"Y1",61.612,47.113,32,110.018,30.206,8,0.9375,"darkgreen",1.009704475,"T",1.117813703,-0.579787332006872,0.0276951854027791,0.96899618412382,0.115252789089415,0.389208852116948,0.0875576036866359,0.464013807304172,0.150360306094321,0.183094979948006,0.194806145672477,0.083642365400404,0.094501126474595
75,75,233,45,"90","SST","g aboveground plant biomass m-2",16,"Y2",68.712,52.226,16,110.018,30.206,8,0.875,"darkgreen",1.005736044,"T",0.826361984,-0.470720132305159,0.0455293083176857,0.980164769242746,0.15029121307959,0.509444636937586,0.104761904761905,0.308184135568396,0.126413421002861,0.160701554610867,0.136914182404061,0.0756997689919044,0.0870702791129133
80,80,234,45,"91","SST","g aboveground plant biomass m-2",16,"Y4",123.189,51.132,14,171.93,30.524,8,0.75,"darkgreen",1.016844439,"T",0.243458546,-0.333367655832829,0.0162458477480039,0.816297887744184,0.126135957638114,0.482930231911356,0.10989010989011,0.684725959495083,0.141474069343426,0.155396486052589,0.298566750798669,0.0806965746577801,0.0853116758125957
