"X.1","Unit_ID","Entry","Study","Expt","Ygen","Yspec","Smax","Y.treatment","T_mean","T_sd","T_N","C_mean","C_sd","C_N","X","col","scale","Sys1","pr.st","RR","VRR","CVR","VCVR","VR","VVR","individual_power.Stanley_RR","individual_power.Stanley_CVR","individual_power.Stanley_VR","true_power.Stanley_RR","true_power.Stanley_CVR","true_power.Stanley_VR","individual_power.two.tail.Shinichi_RR","individual_power.two.tail.Shinichi_CVR","individual_power.two.tail.Shinichi_VR","individual_power.one.tail.Shinichi_RR","individual_power.one.tail.Shinichi_CVR","individual_power.one.tail.Shinichi_VR"
128,128,299,59,"114","SST","g aboveground plant biomass m-2",16,"Y1",243.431,182.703,32,438.023,87.325,12,0.9375,"darkgreen",1.012988633,"T",1.117813703,-0.587437885603291,0.0209152083653327,1.29633746532431,0.0824987860779427,0.70889957972102,0.06158357771261,0.999999999137982,0.994665189178241,0.815048379817102,0.999980320778456,0.356223195519285,0.0731018917090569,0.982221226860741,0.994665189226195,0.815049110005764,0.992176815279755,0.997937540602572,0.887198821764875
144,144,304,59,"114","SST","g aboveground plant biomass m-2",16,"Y4",258.618,149.771,15,457.109,289.365,12,0.75,"darkgreen",1.004605967,"T",0.243458546,-0.569569805005895,0.0557529206638835,-0.0987518608557267,0.136921751832715,-0.668321665861621,0.0811688311688312,0.999993848920554,0.987021005633204,0.999991679461826,0.999476490662158,0.234322239988261,0.0644516283818152,0.674456334392689,0.0581983282631512,0.650199085219827,0.778561922374488,0.0841050547553555,0.758331610951341
162,162,326,59,"115","SST","g aboveground plant biomass m-2",16,"Y4",174.549,154.582,15,306.429,201.012,12,0.75,"darkgreen",1.002756503,"T",0.243458546,-0.562780576390064,0.0881461729591012,0.290400408759664,0.169315004127932,-0.2723801676304,0.0811688311688312,0.999942258825048,0.104881709803833,0.998227329841203,0.998684549722486,0.197907273138786,0.0644516283818152,0.474381730778141,0.108722986661851,0.15948283033473,0.59897915274139,0.173838192896929,0.245473586416502
191,191,352,59,"116","SST","g aboveground plant biomass m-2",16,"Y1",193.118,110.535,32,329.968,135.326,12,0.9375,"darkgreen",1.011141807,"T",1.117813703,-0.535694279021274,0.0242541769993908,0.30401429643854,0.0858377547120008,-0.231679982582734,0.06158357771261,0.999999966621757,0.178184866555581,0.99809545418451,0.999962155682317,0.344640516077364,0.0731018917090569,0.930531530393918,0.179545334931188,0.154262144269234,0.963662910982552,0.271861017717317,0.238460352007568
116,116,279,59,"113","SST","g aboveground plant biomass m-2",16,"Y1",177.019,137.646,32,284.069,156.366,12,0.9375,"darkgreen",1.005929402,"T",1.117813703,-0.472960094952657,0.044144259776456,0.31612034054048,0.105727837489066,-0.156839754412177,0.06158357771261,0.999987289302626,0.161635303598153,0.995228645493877,0.999709920578126,0.289714033808349,0.0731018917090569,0.614524380041391,0.163318322306894,0.0968679478238528,0.727811671484293,0.250585369167924,0.155567340877594
168,168,328,59,"115","SST","g aboveground plant biomass m-2",16,"Y4",234.675,181.151,15,365.946,145.705,12,0.75,"darkgreen",1.004873845,"T",0.243458546,-0.444284203309463,0.052935266062757,0.652290851479855,0.134104097231588,0.208006648170393,0.0811688311688312,0.999950082156358,0.429073715048095,0.109374091133489,0.99953715734055,0.238301557819672,0.0644516283818152,0.488507298980404,0.429165288698005,0.112946003170147,0.612627290303254,0.55423855099643,0.180160589920189
104,104,275,59,"113","SST","g aboveground plant biomass m-2",16,"Y1",210.944,159.05,32,320.7,95.138,12,0.9375,"darkgreen",1.010752183,"T",1.117813703,-0.418913411292212,0.0250995249795547,0.903478047160009,0.0866831026921646,0.484564635867797,0.06158357771261,0.999997929200827,0.866221781172232,0.497072934622476,0.999956405338136,0.341836211664429,0.0731018917090569,0.753083641011556,0.86622202816362,0.497118590209051,0.841182426046178,0.922750379992683,0.620872552413667
171,171,329,59,"115","SST","g aboveground plant biomass m-2",16,"Y4",293.253,163.959,15,440.401,138.833,12,0.75,"darkgreen",1.009208334,"T",0.243458546,-0.406649957848696,0.0291213106005253,0.563254322701904,0.110290141769357,0.156604364853208,0.0811688311688312,0.999992969800587,0.395919390290714,0.0792277884674922,0.999922553063285,0.27974383394886,0.0644516283818152,0.663854985636949,0.396047478791657,0.0852704508082744,0.769772628803332,0.520411643149386,0.136720089369255
152,152,323,59,"115","SST","g aboveground plant biomass m-2",16,"Y1",242.859,169.899,32,362.626,149.206,12,0.9375,"darkgreen",1.009116243,"T",1.117813703,-0.400890972088956,0.0294023365061418,0.501441700299562,0.0909859142187517,0.100550728210607,0.06158357771261,0.999991379376303,0.383014821007141,0.0599992915855039,0.999919789106589,0.328300343329997,0.0731018917090569,0.647288399933875,0.383160787165893,0.0690107146583518,0.755875691810786,0.506996326208954,0.107548889843719
118,118,279,59,"113","SST","g aboveground plant biomass m-2",16,"Y9",194.945,95.393,15,284.069,156.366,12,0.4375,"darkgreen",1.00638151,"T",-1.213800049,-0.37649969890048,0.0412127826545475,-0.127434773513638,0.122381613823379,-0.503934472414118,0.0811688311688312,0.999931786328875,0.989943666675381,0.999903790444121,0.999760724333779,0.256760889001517,0.0644516283818152,0.458109013750263,0.0653355044495872,0.424295873750616,0.583064532487869,0.100170928765592,0.549322248438468
185,185,350,59,"116","SST","g aboveground plant biomass m-2",16,"Y1",179.041,141.694,32,260.277,154.245,12,0.9375,"darkgreen",1.005318416,"T",1.117813703,-0.374131618619413,0.048838978123356,0.259933660895691,0.110422555835966,-0.114197957723722,0.06158357771261,0.999870353535337,0.11945103455286,0.992242776592673,0.999621087608598,0.279466146769789,0.0731018917090569,0.394854336664665,0.122502563012757,0.0745921516110998,0.51917561677143,0.194171800714108,0.118072867024218
124,124,281,59,"113","SST","g aboveground plant biomass m-2",16,"Y9",303.725,119.915,15,439.762,150.115,12,0.4375,"darkgreen",1.01353122,"T",-1.213800049,-0.370110984736495,0.020102168564665,0.135752216434206,0.101270999733496,-0.234358768302288,0.0811688311688312,0.999997565852321,0.0625911067293318,0.997303404753784,0.999983684808653,0.300271202138873,0.0644516283818152,0.742303837256437,0.0710948047303135,0.130388824968891,0.83286959362388,0.111560730173934,0.205465126088634
158,158,325,59,"115","SST","g aboveground plant biomass m-2",16,"Y1",161.08,102.203,32,231.457,74.619,12,0.9375,"darkgreen",1.012782519,"T",1.117813703,-0.362492975149881,0.0212415669196242,0.647733327029314,0.0828251446322342,0.285240351879432,0.06158357771261,0.999995648920327,0.614368493287384,0.208813612612322,0.999978857281636,0.355054051643442,0.0731018917090569,0.700980773243928,0.614381225069821,0.209751004136209,0.800195916076426,0.727687363915823,0.31014680360512
182,182,349,59,"116","SST","g aboveground plant biomass m-2",16,"Y1",223.022,149.001,32,317.203,63.721,12,0.9375,"darkgreen",1.015781237,"T",1.117813703,-0.352271526168745,0.0173115399842901,1.17238485172613,0.0788951176969001,0.820113325557388,0.06158357771261,0.999998235408819,0.98658443258573,0.910656266745588,0.999992357632085,0.3697054518385,0.0731018917090569,0.763442425343492,0.986584433014499,0.910656336941335,0.84908673041962,0.994281838804914,0.951534492424971
138,138,302,59,"114","SST","g aboveground plant biomass m-2",16,"Y4",198.818,112.324,15,279.464,171.735,12,0.75,"darkgreen",1.004892694,"T",0.243458546,-0.340483649485173,0.0527476942011624,-0.0938216491199704,0.133916525369994,-0.434305298605143,0.0811688311688312,0.999711779034945,0.986666060603941,0.999753350926079,0.999541115967012,0.23857224267628,0.0644516283818152,0.316803882041721,0.0575634583438691,0.331825165644755,0.435513450564514,0.0824965996858019,0.45206404945151
164,164,327,59,"115","SST","g aboveground plant biomass m-2",16,"Y1",212.847,249.669,32,298.425,159.091,12,0.9375,"darkgreen",1.003781205,"T",1.117813703,-0.337945047238967,0.0666807541682933,0.759279209094719,0.128264331880903,0.421334161855752,0.06158357771261,0.999459750269898,0.563598057303401,0.396609091798115,0.999224005933824,0.247089124944403,0.0731018917090569,0.257983870381782,0.563620572639371,0.396736289470345,0.368384022629497,0.682680760689267,0.521124652631774
156,156,324,59,"115","SST","g aboveground plant biomass m-2",16,"Y4",265.155,152.414,15,369.952,288.497,12,0.75,"darkgreen",1.003432592,"T",0.243458546,-0.333058706836955,0.0727041409876096,-0.314765737633463,0.153872972156441,-0.647824444470418,0.0811688311688312,0.99930127004299,0.997131026155288,0.999988512182983,0.999076512594865,0.213390356926413,0.0644516283818152,0.235000580363709,0.126395775162199,0.62320941800132,0.341034131324606,0.199774983870382,0.735325781180287
157,157,324,59,"115","SST","g aboveground plant biomass m-2",16,"Y9",265.968,119.341,15,369.952,288.497,12,0.4375,"darkgreen",1.003950665,"T",-1.213800049,-0.329997266699808,0.064099338271423,-0.56244273884205,0.145268169440254,-0.892440005541857,0.0811688311688312,0.999449544032799,0.999704429681454,0.999999823235033,0.999285685332167,0.223418783752117,0.0644516283818152,0.256286761622089,0.314388814866984,0.879499527426577,0.366387665858709,0.432831227540126,0.931571539905966
115,115,278,59,"113","SST","g aboveground plant biomass m-2",16,"Y9",223.512,226.469,15,309.533,208.718,12,0.4375,"darkgreen",1.002212083,"T",-1.213800049,-0.325599606139724,0.106332300824341,0.397483358046318,0.187501131993172,0.071883751906595,0.0811688311688312,0.998454155015321,0.148701606494118,0.0438503702957492,0.998216159050172,0.182900878452618,0.0644516283818152,0.169707154441346,0.150703204995493,0.0573242074243381,0.259027561498686,0.233641187817958,0.0818790631113961
145,145,304,59,"114","SST","g aboveground plant biomass m-2",16,"Y9",332.091,124.982,15,457.109,289.365,12,0.4375,"darkgreen",1.006123406,"T",-1.213800049,-0.319512846745263,0.0428367665858888,-0.529746553069653,0.12400559775472,-0.849259399814916,0.0811688311688312,0.999770600294849,0.999734202399856,0.999999611091088,0.999733057712325,0.254002390121904,0.0644516283818152,0.338860031775897,0.324597851345756,0.846355262594529,0.459738350529131,0.444129133476507,0.909231045367207
194,194,353,59,"116","SST","g aboveground plant biomass m-2",16,"Y1",316.343,231.04,32,434.423,102.022,12,0.9375,"darkgreen",1.012767996,"T",1.117813703,-0.317191645853576,0.0212649456493777,1.10526851205972,0.0828485233619877,0.78807686620614,0.06158357771261,0.999982261226087,0.969944912887445,0.887952585800082,0.999978749919736,0.354970617186022,0.0731018917090569,0.585207353960976,0.96994491620492,0.887952726393185,0.702047447043697,0.985921607243303,0.937093291342841
108,108,276,59,"113","SST","g aboveground plant biomass m-2",16,"Y4",231.587,83.683,15,299.76,127.497,12,0.75,"darkgreen",1.011372382,"T",0.243458546,-0.258026541622804,0.0237802074082343,-0.172770702492944,0.104949038577065,-0.430797244115748,0.0811688311688312,0.999860034722919,0.993671468113795,0.999741755875301,0.999965173319238,0.291497871619485,0.0644516283818152,0.387299328994379,0.083168561372531,0.32738110685089,0.511320429092341,0.133167512161325,0.447191026634956
121,121,280,59,"113","SST","g aboveground plant biomass m-2",16,"Y9",333.853,192.401,15,431.95,250.087,12,0.4375,"darkgreen",1.005176512,"T",-1.213800049,-0.257609064469801,0.050075852977475,-0.0143583168714532,0.131244684146306,-0.271967381341254,0.0811688311688312,0.999068210949858,0.977228128318162,0.998219080395206,0.999596323635319,0.242509549456331,0.0644516283818152,0.210254335641833,0.0501799571580163,0.159142120661778,0.310771835719967,0.0542226872781405,0.245017866102745
150,150,322,59,"115","SST","g aboveground plant biomass m-2",16,"Y4",324.124,137.382,15,413.86,147.248,12,0.75,"darkgreen",1.01202937,"T",0.243458546,-0.244401593759078,0.0225259288666389,0.165308460761932,0.10369476003547,-0.0790931329971456,0.0811688311688312,0.999833624035376,0.0740030487568768,0.987375763494026,0.999972450672003,0.294423903761917,0.0644516283818152,0.370277880497108,0.080696303539959,0.0588749049580369,0.493438620443278,0.128922362116494,0.0857753814671787
110,110,277,59,"113","SST","g aboveground plant biomass m-2",16,"Y1",166.678,101.894,32,209.82,41.137,12,0.9375,"darkgreen",1.018427433,"T",1.117813703,-0.230186212861153,0.0148818427770038,1.10788579706843,0.0764654204896138,0.877699584207279,0.06158357771261,0.999940182520811,0.979646947863808,0.942586117414523,0.999996762858614,0.379428748173405,0.0731018917090569,0.470940991734344,0.979646949076244,0.942586136753098,0.595631364346026,0.990902396497608,0.970752528144185
177,177,347,59,"116","SST","g aboveground plant biomass m-2",16,"Y4",426.167,137.298,15,535.433,76.561,12,0.75,"darkgreen",1.032110947,"T",0.243458546,-0.228244477117275,0.00862336471940402,0.802570154692069,0.0897921958882352,0.574325677574793,0.0811688311688312,0.999995015642977,0.76373346642395,0.522293631141388,0.999999945266445,0.33193662604883,0.0644516283818152,0.690735807584599,0.763735222927993,0.522328696932438,0.791900517907909,0.849308945932963,0.64468917391705
163,163,326,59,"115","SST","g aboveground plant biomass m-2",16,"Y9",244.963,158.472,15,306.429,201.012,12,0.4375,"darkgreen",1.003973965,"T",-1.213800049,-0.223878902175391,0.0637599525956036,-0.0236480437740388,0.144928783764435,-0.24752694594943,0.0811688311688312,0.997790469865626,0.978416061772534,0.997663709924373,0.999293713728787,0.223838211815921,0.0644516283818152,0.143768690153577,0.050442129104037,0.1399401877484,0.224156576259628,0.0567408742489307,0.218863400794321
148,148,305,59,"114","SST","g aboveground plant biomass m-2",16,"Y9",343.135,87.502,15,426.268,119.569,12,0.4375,"darkgreen",1.025333789,"T",-1.213800049,-0.216944300708005,0.0108920332411811,-0.105027919381734,0.0920608644100123,-0.321972220089739,0.0811688311688312,0.999973122816343,0.989447932552967,0.998999493419332,0.99999961138893,0.325100027204295,0.0644516283818152,0.547288323978882,0.0638362085194262,0.204313413937488,0.667803387415384,0.0970232264970545,0.303368854172623
172,172,329,59,"115","SST","g aboveground plant biomass m-2",16,"Y9",359.733,175.437,15,440.401,138.833,12,0.4375,"darkgreen",1.011197794,"T",-1.213800049,-0.202323585896279,0.0241373606467082,0.426591558280725,0.105306191815539,0.224267972384446,0.0811688311688312,0.999447314119114,0.259337505705798,0.120440697294764,0.999962913153913,0.290676719924693,0.0644516283818152,0.255920646697595,0.259866678752589,0.123446558043332,0.365956523912424,0.370594645444903,0.195535632117779
136,136,301,59,"114","SST","g aboveground plant biomass m-2",16,"Y9",236.551,81.064,15,289.468,113.752,12,0.4375,"darkgreen",1.013129486,"T",-1.213800049,-0.201880925993408,0.0206978917729748,-0.146641007694908,0.101866722941806,-0.348521933688317,0.0811688311688312,0.999614784182977,0.992227254491158,0.999271893762453,0.999981259066591,0.298809798129798,0.0644516283818152,0.289243534415978,0.0745135410822713,0.231393598988182,0.404540126925981,0.117929160946562,0.336677993648961
181,181,348,59,"116","SST","g aboveground plant biomass m-2",16,"Y9",302.305,91.526,15,369.11,152.183,12,0.4375,"darkgreen",1.013411097,"T",-1.213800049,-0.199658261087996,0.0202766710929625,-0.318542657780385,0.101445502261794,-0.518200918868381,0.0811688311688312,0.99961323409796,0.998462213587463,0.999921220270105,0.999982996263721,0.299841451644935,0.0644516283818152,0.288866386371207,0.170104129072955,0.443979725694828,0.40411059502596,0.259549230306307,0.569076784696742
187,187,350,59,"116","SST","g aboveground plant biomass m-2",16,"Y9",216.099,155.142,15,260.277,154.245,12,0.4375,"darkgreen",1.003983153,"T",-1.213800049,-0.186009812496628,0.0636271033443554,0.182068131968532,0.144795934513187,-0.00394168052809659,0.0811688311688312,0.996505666022205,0.0692376458299258,0.975797711609197,0.999296850965207,0.224002916520996,0.0644516283818152,0.114245281818357,0.0766131488207918,0.0500219268049426,0.182088707025576,0.121729919073491,0.0514432201758789
196,196,353,59,"116","SST","g aboveground plant biomass m-2",16,"Y9",364.667,98.023,15,434.423,102.022,12,0.4375,"darkgreen",1.029381587,"T",-1.213800049,-0.175034105420925,0.00941295440908103,0.125307514390648,0.0905817855779122,-0.0497265910302771,0.0811688311688312,0.999916411703561,0.0613407176970664,0.98359921079782,0.999999880848479,0.329521548621562,0.0644516283818152,0.438152224083099,0.0700840485709477,0.0534970444781155,0.563261134551463,0.109628644055113,0.0707383654257369
134,134,301,59,"114","SST","g aboveground plant biomass m-2",16,"Y1",243.466,200.355,32,289.468,113.752,12,0.9375,"darkgreen",1.007818147,"T",1.117813703,-0.173067453114419,0.0340315611341307,0.709812092921043,0.0956151388467406,0.536744639806624,0.06158357771261,0.998122957613189,0.631395124482604,0.580405176708663,0.999867052444366,0.314991982163688,0.0731018917090569,0.15531263352059,0.631405554598004,0.580423886720659,0.239876803597899,0.742367327409576,0.697784988256348
175,175,346,59,"116","SST","g aboveground plant biomass m-2",16,"Y9",402.77,75.81,15,468.125,94.533,12,0.4375,"darkgreen",1.048284715,"T",-1.213800049,-0.150369674850203,0.00576012580203336,-0.0800893547124016,0.0869289569708645,-0.230459029562604,0.0811688311688312,0.999959468721373,0.987179401934885,0.997187462619773,0.999999999316121,0.341029926629935,0.0644516283818152,0.508540873599275,0.0584950551508596,0.127667121197795,0.631722601674593,0.0848428593936879,0.20159272113087
126,126,298,59,"114","SST","g aboveground plant biomass m-2",16,"Y4",383.441,160.559,15,443.814,74.988,12,0.75,"darkgreen",1.019517972,"T",0.243458546,-0.146219792924331,0.0140681288281875,0.897812908716518,0.0952369599970186,0.751593115792187,0.0811688311688312,0.999295377572427,0.828765892708711,0.751151289723283,0.999997708208925,0.316034272766416,0.0644516283818152,0.234263350795952,0.8287664528851,0.751153422091579,0.340145242648801,0.896958554601725,0.83970045090459
153,153,323,59,"115","SST","g aboveground plant biomass m-2",16,"Y4",314.57,117.967,15,362.626,149.206,12,0.75,"darkgreen",1.011521319,"T",0.243458546,-0.142165373216602,0.0234837764497453,-0.102497863625669,0.104652607618576,-0.24466323684227,0.0811688311688312,0.998059459170874,0.988601028501954,0.997589285682122,0.999966985641246,0.292183429239851,0.0644516283818152,0.152915927378316,0.0615775967185725,0.137815632118842,0.236641172957026,0.0920867763063733,0.215907629908392
141,141,303,59,"114","SST","g aboveground plant biomass m-2",16,"Y4",257.811,154.761,15,291.632,69.681,12,0.75,"darkgreen",1.009322404,"T",0.243458546,-0.123265975152321,0.0287805741988409,0.911480023079898,0.109949405367672,0.788214047927576,0.0811688311688312,0.996390409563054,0.78491007531848,0.790067677236393,0.999925835210592,0.280461319613475,0.0644516283818152,0.112328994024915,0.784911321142848,0.790068818877844,0.179242215434656,0.865202192004412,0.869019123351747
147,147,305,59,"114","SST","g aboveground plant biomass m-2",16,"Y4",380.967,119.78,15,426.268,119.569,12,0.75,"darkgreen",1.020915304,"T",0.243458546,-0.112355499242873,0.0131470395115166,0.104378355744245,0.0943158706803478,-0.00797714349862785,0.0811688311688312,0.99835820140562,0.052606484295466,0.976592144543102,0.999998518206448,0.318605264719794,0.0644516283818152,0.165168282444519,0.0633351819455386,0.050089810136693,0.253039061055744,0.0959499084684388,0.0529549035001514
184,184,349,59,"116","SST","g aboveground plant biomass m-2",16,"Y9",284.688,55.427,15,317.203,63.721,12,0.4375,"darkgreen",1.047211362,"T",-1.213800049,-0.108148103706847,0.00588991043082677,-0.0410394949612643,0.0870587415996579,-0.149187598668112,0.0811688311688312,0.999622981390243,0.982093927622662,0.993497098079696,0.999999999093954,0.340605963890267,0.0644516283818152,0.291265779407535,0.0522190774436028,0.0819588905413475,0.406840566943842,0.0660639280740274,0.131099820644907
178,178,347,59,"116","SST","g aboveground plant biomass m-2",16,"Y9",486.02,120.011,15,535.433,76.561,12,0.4375,"darkgreen",1.048212721,"T",-1.213800049,-0.0968259900295655,0.00576865156655218,0.536581326826497,0.0869374827353833,0.439755336796932,0.0811688311688312,0.999391363102114,0.444279058528895,0.338548049598369,0.99999999930312,0.341002040519037,0.0644516283818152,0.247240656566438,0.444357536024791,0.338777643829247,0.355685195988653,0.569452883379566,0.459648752285312
127,127,298,59,"114","SST","g aboveground plant biomass m-2",16,"Y9",407.929,73.494,15,443.814,74.988,12,0.4375,"darkgreen",1.0613356,"T",-1.213800049,-0.0843124160891124,0.00454296279345616,0.0544478258475114,0.0857117939622873,-0.0298645902416013,0.0811688311688312,0.999338312923965,0.0380326874634358,0.980528480932225,0.999999999975807,0.345062661504338,0.0644516283818152,0.239803493956514,0.0539715138698597,0.0512596591325893,0.346806949600287,0.0722995933001901,0.0617766008293895
102,102,274,59,"113","SST","g aboveground plant biomass m-2",16,"Y4",355.597,164.581,15,381.283,151.547,12,0.75,"darkgreen",1.009796564,"T",0.243458546,-0.0697438143940788,0.0274457110323966,0.142510597024521,0.108614542201228,0.0727667826304421,0.0811688311688312,0.9913659899921,0.0633125775818866,0.0441388543822034,0.99993795878645,0.2833133032527,0.0644516283818152,0.0705389400650566,0.071682296287379,0.0575060444133787,0.110501229995004,0.112672722243164,0.082349002203398
112,112,277,59,"113","SST","g aboveground plant biomass m-2",16,"Y9",198.682,59.802,15,209.82,41.137,12,0.4375,"darkgreen",1.029929507,"T",-1.213800049,-0.0545444636763619,0.00924305318795927,0.41893534931426,0.0904118843567904,0.364390885637898,0.0811688311688312,0.994252891956841,0.285459921556642,0.247949296902777,0.999999898192474,0.330037950812639,0.0644516283818152,0.0876137813315501,0.285859292126869,0.248549106168975,0.140625300539944,0.400680169162322,0.357239694460824
166,166,327,59,"115","SST","g aboveground plant biomass m-2",16,"Y9",283.621,166.431,15,298.425,159.091,12,0.4375,"darkgreen",1.005589364,"T",-1.213800049,-0.0508798051096781,0.0466393779404417,0.0862439889345204,0.127808209109273,0.0353641838248425,0.0811688311688312,0.98593829586918,0.0428323284269543,0.0331909426823702,0.999663773876429,0.24780824815001,0.0644516283818152,0.0563824771857814,0.0566931188402734,0.0517668531288993,0.0793795940203932,0.0802169791678978,0.0641643250155325
139,139,302,59,"114","SST","g aboveground plant biomass m-2",16,"Y9",266.136,100.877,15,279.464,171.735,12,0.4375,"darkgreen",1.006408947,"T",-1.213800049,-0.0488660265493857,0.0410473651148745,-0.492924871323222,0.122216196283706,-0.541790897872607,0.0811688311688312,0.986137537652018,0.999624097721867,0.999943686313134,0.999763473283778,0.257045831565917,0.0644516283818152,0.0566904868277508,0.29154486464273,0.476816862213303,0.0802099400671131,0.407157690949109,0.601342951797506
109,109,276,59,"113","SST","g aboveground plant biomass m-2",16,"Y9",287.411,87.47,15,299.76,127.497,12,0.4375,"darkgreen",1.012777122,"T",-1.213800049,-0.0420689073906209,0.0212502481334753,-0.344468309827771,0.102419079302306,-0.386537217218391,0.0811688311688312,0.987729513250117,0.998802603270973,0.999544569867247,0.999978817454527,0.297469046752122,0.0644516283818152,0.0595942680143887,0.189653273932187,0.27363531914257,0.087507435555308,0.284851001468827,0.386629929249836
111,111,277,59,"113","SST","g aboveground plant biomass m-2",16,"Y4",201.713,58.733,15,209.82,41.137,12,0.75,"darkgreen",1.031258779,"T",0.243458546,-0.0394041252634561,0.00885528686313163,0.385757655136945,0.0900241180319628,0.346353529873489,0.0811688311688312,0.991313096719089,0.250067487772048,0.228357169651525,0.999999930323576,0.331223230716877,0.0644516283818152,0.0703175663595155,0.250653400641053,0.229104650077543,0.110077220087135,0.359735068680267,0.333904242592788
160,160,325,59,"115","SST","g aboveground plant biomass m-2",16,"Y9",224.364,75.477,15,231.457,74.619,12,0.4375,"darkgreen",1.016887228,"T",-1.213800049,-0.0311243781619975,0.0162056986552814,0.032816926033927,0.0973745298241126,0.00169254787192947,0.0811688311688312,0.986253896448411,0.0318125374889852,0.0253492388143268,0.999994683659451,0.310241934191657,0.0644516283818152,0.0568755782118643,0.0512678906543557,0.050004042869077,0.0807027086464527,0.0618182528627018,0.0506157099416982
140,140,303,59,"114","SST","g aboveground plant biomass m-2",16,"Y1",282.95,208.208,32,291.632,69.681,12,0.9375,"darkgreen",1.01251631,"T",1.117813703,-0.0302225298940448,0.0216784595465159,1.09550691297038,0.0832620372591259,1.06528438307633,0.06158357771261,0.984814953951207,0.966866086107066,0.990169663135293,0.999976794698684,0.353501817343296,0.0731018917090569,0.054840519839608,0.966866090399948,0.990169663337015,0.0749920235243818,0.984290217016345,0.995949987228322
135,135,301,59,"114","SST","g aboveground plant biomass m-2",16,"Y4",288.237,184.739,15,289.468,113.752,12,0.75,"darkgreen",1.006543566,"T",0.243458546,-0.00426169710535414,0.0402545955899562,0.479444815407952,0.121423426758787,0.475183118302598,0.0811688311688312,0.976215854451525,0.279589179416127,0.385113490374129,0.999776464770603,0.258421805832672,0.0644516283818152,0.0500516843907806,0.280014350711383,0.385256386000765,0.0522292538383842,0.393983310067691,0.509187765605287
132,132,300,59,"114","SST","g aboveground plant biomass m-2",16,"Y4",312.627,166.854,15,313.508,73.712,12,0.75,"darkgreen",1.011464008,"T",0.243458546,-0.0028140914703526,0.0235969617218427,0.81002740207556,0.104765792890674,0.807213310605207,0.0811688311688312,0.97605162419953,0.706306841916027,0.808761989807492,0.999966300438021,0.291921233052372,0.0644516283818152,0.0500384438189341,0.706310891314163,0.808762810225326,0.0519180243426157,0.804481378518671,0.882672623921033
129,129,299,59,"114","SST","g aboveground plant biomass m-2",16,"Y4",437.085,164.85,15,438.023,87.325,12,0.75,"darkgreen",1.021502011,"T",0.243458546,-0.00214373622278196,0.0127952883158132,0.627802655307367,0.0939641194846444,0.625658919084585,0.0811688311688312,0.976087245396178,0.535098784665979,0.593318547922573,0.999998763666766,0.319599399240277,0.0644516283818152,0.050041143338168,0.535129399454747,0.593334740047289,0.0519852514173579,0.656600837438747,0.709251801296241
151,151,322,59,"115","SST","g aboveground plant biomass m-2",16,"Y9",413.271,89.913,15,413.86,147.248,12,0.4375,"darkgreen",1.020047027,"T",-1.213800049,-0.00142420027675903,0.013704598420246,-0.501591763419942,0.0948734295890772,-0.503015963696702,0.0811688311688312,0.975702599261197,0.999833660913679,0.999902552330598,0.999998058598362,0.31704345255593,0.0644516283818152,0.0500169541607753,0.37029967209643,0.423034618781018,0.0512673263216193,0.493461678988495,0.548045666764301
183,183,349,59,"116","SST","g aboveground plant biomass m-2",16,"Y4",317.997,212.629,15,317.203,63.721,12,0.75,"darkgreen",1.008032518,"T",0.243458546,0.00250000130208465,0.0331691382773537,1.19279442338152,0.114337969446185,1.19529442468361,0.0811688311688312,0.0258131348560955,0.941508440471078,0.987307808505134,0.999877881083532,0.27153226609511,0.0644516283818152,0.0500215847981378,0.941508460855204,0.987307808879503,0.0514317933408439,0.970127685688348,0.994623313652168
154,154,323,59,"115","SST","g aboveground plant biomass m-2",16,"Y9",363.58,80.563,15,362.626,149.206,12,0.4375,"darkgreen",1.015715986,"T",-1.213800049,0.00262735518238094,0.0173815163005025,-0.628656029319265,0.0985503474693337,-0.626028674136884,0.0811688311688312,0.0261876897564352,0.999962918125479,0.999983899557755,0.999992190755143,0.307155537694438,0.0644516283818152,0.0500454944040193,0.517022480499082,0.593838101942785,0.0520892584391237,0.639715824978133,0.70969643259726
117,117,279,59,"113","SST","g aboveground plant biomass m-2",16,"Y4",287.804,345.109,15,284.069,156.366,12,0.75,"darkgreen",1.001890154,"T",0.243458546,0.0130625264991055,0.121107515692306,0.768858109747859,0.202276346861137,0.781920636246964,0.0811688311688312,0.0272759290461227,0.401121191488098,0.78364605537508,0.997841113165889,0.172674478376753,0.0644516283818152,0.0501614069122698,0.401242712774804,0.783647327855091,0.0539922945410808,0.525779339425886,0.864263487899508
180,180,348,59,"116","SST","g aboveground plant biomass m-2",16,"Y4",377.793,210.626,15,369.11,152.183,12,0.75,"darkgreen",1.007615885,"T",0.243458546,0.0232517239762025,0.034887421219631,0.292008321102131,0.116056252388462,0.315260045078334,0.0811688311688312,0.033217453581015,0.13505574572797,0.196717176053957,0.999855870217719,0.26821198632642,0.0644516283818152,0.0517770784199766,0.137478550533911,0.197799999495697,0.0642093106496665,0.215437424343809,0.295186577235422
