"X.1","Unit_ID","Entry","Study","Expt","Ygen","Yspec","Smax","Y.treatment","T_mean","T_sd","T_N","C_mean","C_sd","C_N","X","col","scale","Sys1","pr.st","RR","VRR","CVR","VCVR","VR","VVR","individual_power.Stanley_RR","individual_power.Stanley_CVR","individual_power.Stanley_VR","true_power.Stanley_RR","true_power.Stanley_CVR","true_power.Stanley_VR","individual_power.two.tail.Shinichi_RR","individual_power.two.tail.Shinichi_CVR","individual_power.two.tail.Shinichi_VR","individual_power.one.tail.Shinichi_RR","individual_power.one.tail.Shinichi_CVR","individual_power.one.tail.Shinichi_VR"
31,31,107,24,"42","SST","g aboveground plant biomass m-2",16,"Y4",357.56,87.03,20,401.2,78.108,10,0.75,"darkgreen",1.041126312,"T",0.243458546,-0.115156875868129,0.00675243252846268,0.194077512209429,0.0886237775577024,0.0789206363413003,0.0818713450292398,0.999612196555774,0.0954306676022271,0.0460768529876311,0.999999995432703,0.33558261445855,0.0642128491520677,0.288614860712046,0.0999327935446758,0.0587598389393473,0.403824046073159,0.160373265859909,0.0854942689001875
32,32,107,24,"42","SST","g aboveground plant biomass m-2",16,"Y8",392.57,41.8,10,401.2,78.108,10,0.5,"darkgreen",1.05655605,"T",-0.92234833,-0.0217451908176643,0.00492401434267621,-0.603450954029876,0.116035125453787,-0.62519614484754,0.111111111111111,0.988391691601208,0.999904824262595,0.999937358809381,0.999999999919,0.268252239011846,0.0567571984302245,0.0610719194912274,0.425361374101329,0.466441564304914,0.0909436593163003,0.550399674608131,0.591239584746502
35,35,108,24,"42","SST","g aboveground plant biomass m-2",16,"Y8",373.002,69.68,5,372.5,54.56,5,0.5,"darkgreen",1.024469462,"T",-0.92234833,0.00134674374012115,0.0112701747132488,0.24326557526892,0.261270174713249,0.244612319009041,0.25,0.0257506994492125,0.068898885117246,0.0706808105159112,0.999999497264151,0.143275052597357,0.0437826564261704,0.0500184348732422,0.0763265691323974,0.0778397328398799,0.0513220736667609,0.12121558043525,0.12391647265699
37,37,109,25,"43","SST","g aboveground plant biomass m-2",3,"Y2",30.098,13.747,30,29.489,12.016,20,0.333333333,"darkgreen",1.017965628,"T",-1.699552916,0.0204414119122243,0.0152555061419585,0.10506570139194,0.0588126749259875,0.125507113304165,0.043557168784029,0.0363695583420901,0.0634144520023566,0.0871369300604518,0.999996247701082,0.470042236461001,0.0873524042658613,0.0531435230930563,0.0717654975031441,0.0923505505251516,0.0695228922562648,0.112829575423899,0.148361141706396
36,36,109,25,"43","SST","g aboveground plant biomass m-2",3,"Y1",32.068,14.847,20,29.489,12.016,20,0.666666667,"darkgreen",1.014325758,"T",-0.145143744,0.0838413357284027,0.0190195031565638,0.127717393887677,0.0716510821039322,0.21155872961608,0.0526315789473684,0.0881833479775053,0.0690595464312959,0.149681387833413,0.999987559538665,0.400384857628403,0.0790256692151772,0.0932991662316239,0.0764624179592633,0.151656389620073,0.149887366557933,0.121459563187237,0.234935025484606
42,42,138,28,"53","SST","g algae L-1",7,"Y1",0.089,0.05,42,0.546,0.186,6,0.857142857,"blue",1.010020991,"A",0.743090064,-1.81398260601277,0.0268561480883435,0.41245405967893,0.139051270039563,-1.40152854633384,0.11219512195122,1,0.196585740121467,0.999999999598133,0.999942938340434,0.231418991026445,0.0565491008900149,1,0.19767028269689,0.986934533872653,1,0.295022905311288,0.994447395746674
39,39,135,28,"52","SST","g algae L-1",7,"Y1",0.082,0.026,14,0.501,0.226,2,0.857142857,"blue",1.002149257,"A",0.743090064,-1.80988685382061,0.10892571424885,-0.814090068968654,0.647387252710388,-2.62397692278927,0.538461538461538,0.999999999999951,0.998519480790674,0.999999984513145,0.998149768152554,0.081980595602231,0.0368444326474472,0.999787373015116,0.173000964955501,0.946943539889103,0.999938232937984,0.263346048522836,0.973259967587274
46,46,148,28,"54","SST","g algae L-1",7,"Y1",0.117,0.133,14,0.527,0.377,2,0.857142857,"blue",1.000379203,"A",0.743090064,-1.50502661374361,0.348177519196566,0.00159209297888774,0.886639057658104,-1.50343452076472,0.538461538461538,0.999996767356029,0.0250989834259961,0.99996948594717,0.993562713316202,0.0701690522641317,0.0368444326474472,0.722623944035937,0.0500003274809604,0.535438660136546,0.817467215784565,0.0501746254813419,0.656887120533197
47,47,149,28,"54","SST","g algae L-1",7,"Y1",0.4,0.475,14,0.596,0.629,2,0.857142857,"blue",1,"A",0.743090064,-0.398776119957368,0.657627444086335,-0.343578794246893,1.19608898254787,-0.742354914204261,0.538461538461538,0.992891002798033,0.988520596924639,0.998518850042915,0.990450964541371,0.0615344817391904,0.0368444326474472,0.0781312527647609,0.0613809959795869,0.172968312982829,0.12443272077828,0.0916441725166884,0.263303348855272
44,44,140,28,"53","SST","g herbivore L-1",7,"Y1",0.025,0.02,12,0.028,0.019,6,0.857142857,"blue",1.001730405,"A",0.743090064,-0.113328685307003,0.130076530612245,0.110076525149099,0.27553107606679,-0.00325216015790407,0.145454545454545,0.988522679110918,0.0400368437456715,0.975494227347746,0.997618126531909,0.138039503773027,0.0515361208243231,0.0613860488556804,0.0550527978157436,0.0500083294195807,0.0916555766301612,0.0756224180941368,0.0508856477897919
41,41,137,28,"53","SST","g algae L-1",7,"Y1",0.057,0.032,42,0.063,0.016,6,0.857142857,"blue",1.014944318,"A",0.743090064,-0.100083458556983,0.0182541194720766,0.705425761068147,0.130449241423296,0.605342302511165,0.11219512195122,0.996540640367646,0.497272553526988,0.439305029951529,0.999989900787133,0.243711970613098,0.0565491008900149,0.114844153280328,0.497318114573076,0.439387575472422,0.182974840019303,0.621062927444195,0.564496260990554
48,48,150,28,"54","SST","g herbivore L-1",7,"Y1",0.03,0.003,4,0.03,0.013,2,0.857142857,"blue",1.002484294,"A",0.743090064,0,0.0963888888888889,-1.79967040212676,0.763055555555556,-1.79967040212676,0.666666666666667,0.975,0.999970924404763,0.999984370918864,0.998472048937094,0.0754019500732864,0.0354667711883199,0.0499999999999999,0.539960977978048,0.596467253352083,0.0500000000000002,0.661065390284679,0.712015862001359
38,38,134,28,"52","SST","g algae L-1",7,"Y1",0.068,0.028,14,0.065,0.018,2,0.857142857,"blue",1.005134526,"A",0.743090064,0.0451204352804696,0.0504539219098708,-0.0648261445398919,0.588915460371409,-0.0197057092594222,0.538461538461538,0.0392811948787729,0.979544857277839,0.976528734238697,0.999588650648005,0.0862307552388557,0.0368444326474472,0.0546350859504166,0.0508178245242469,0.0500826128076899,0.0743724889153987,0.0593351132504888,0.0528313772915955
